fw_ID,model,S,connectance,mx_tl,intervality,isolated,illogical
cascade_91_20,Cascade,7,0.14285714285714285,3.0,0,0,0
cascade_91_40,Cascade,9,0.14814814814814814,3.333333333333333,0,0,0
cascade_92_10,Cascade,6,0.1111111111111111,2.0,0,0,0
cascade_92_20,Cascade,13,0.10059171597633136,2.6666666666666665,2,0,0
cascade_92_40,Cascade,5,0.16,3.0,0,0,0
cascade_93_10,Cascade,8,0.203125,2.5833333333333335,1,0,0
cascade_93_20,Cascade,6,0.1388888888888889,2.5,0,0,0
cascade_93_40,Cascade,5,0.16,3.0,0,0,0
cascade_94_10,Cascade,9,0.19753086419753085,3.4074074074074074,2,0,0
cascade_94_20,Cascade,5,0.2,2.6666666666666665,0,0,0
cascade_94_40,Cascade,18,0.09876543209876543,3.4999999999999996,7,0,0
cascade_95_10,Cascade,8,0.21875,2.8611111111111107,2,0,0
cascade_95_20,Cascade,7,0.14285714285714285,3.0,0,0,0
cascade_95_40,Cascade,9,0.24691358024691357,3.635555555555556,1,0,0
cascade_96_10,Cascade,8,0.125,3.0,0,0,0
cascade_96_20,Cascade,3,0.2222222222222222,3.0,0,0,0
cascade_96_40,Cascade,5,0.2,3.0,0,0,0
cascade_97_10,Cascade,7,0.14285714285714285,3.0,0,0,0
cascade_97_20,Cascade,11,0.1322314049586777,3.333333333333333,1,0,0
cascade_97_40,Cascade,19,0.0443213296398892,3.0,0,0,0
cascade_98_10,Cascade,4,0.1875,2.0,0,0,0
cascade_98_20,Cascade,7,0.2653061224489796,3.333333333333333,0,0,0
cascade_98_40,Cascade,10,0.15,3.583333333333333,4,0,0
cascade_99_10,Cascade,4,0.3125,2.5,0,0,0
cascade_99_20,Cascade,8,0.15625,3.0,0,0,0
cascade_99_40,Cascade,4,0.3125,3.25,0,0,0
cascade_9_10,Cascade,6,0.1388888888888889,3.0,0,0,0
cascade_9_20,Cascade,10,0.13,3.0,0,0,0
cascade_9_40,Cascade,17,0.16608996539792387,3.1398809523809517,21,0,0
ltm_100_10,LTM,2,0.25,2.0,0,0,0
ltm_100_20,LTM,7,0.12244897959183673,2.75,0,0,0
ltm_100_40,LTM,15,0.12,2.7777777777777777,2,0,0
ltm_10_10,LTM,2,0.25,2.0,0,0,0
ltm_10_20,LTM,4,0.25,4.0,0,0,0
ltm_10_40,LTM,15,0.20444444444444446,3.340792838874681,1,0,0
ltm_11_10,LTM,7,0.14285714285714285,2.5,0,0,0
ltm_11_20,LTM,,,,,,
ltm_11_40,LTM,11,0.11570247933884298,2.380952380952381,0,0,0
ltm_12_10,LTM,7,0.16326530612244897,3.0000000000000004,0,0,0
ltm_12_20,LTM,5,0.32,3.3076923076923075,0,0,0
ltm_12_40,LTM,12,0.25,2.8257575757575757,4,0,0
ltm_13_10,LTM,4,0.125,2.0,0,0,0
ltm_13_20,LTM,7,0.14285714285714285,2.333333333333333,0,0,0
ltm_13_40,LTM,23,0.10964083175803403,3.3486071541627096,0,0,0
ltm_14_10,LTM,2,0.25,2.0,0,0,0
ltm_14_20,LTM,8,0.09375,3.0,0,0,0
ltm_14_40,LTM,10,0.14,3.0,0,0,0
ltm_15_10,LTM,6,0.16666666666666666,2.75,0,0,0
ltm_15_20,LTM,3,0.2222222222222222,3.0,0,0,0
ltm_15_40,LTM,10,0.15,3.571428571428571,0,0,0
ltm_16_10,LTM,3,0.2222222222222222,3.0,0,0,0
ltm_16_20,LTM,6,0.2222222222222222,2.9090909090909096,0,0,0
ltm_16_40,LTM,4,0.1875,2.0,0,0,0
ltm_17_10,LTM,2,0.25,2.0,0,0,0
ltm_17_20,LTM,5,0.16,2.0,0,0,0
ltm_17_40,LTM,12,0.1736111111111111,2.654135338345865,3,0,0
ltm_18_10,LTM,2,0.25,2.0,0,0,0
ltm_18_20,LTM,6,0.1111111111111111,2.0,0,0,0
ltm_18_40,LTM,17,0.07612456747404844,2.2820512820512815,0,0,0
ltm_19_10,LTM,7,0.1836734693877551,2.857142857142857,0,0,0
ltm_19_20,LTM,6,0.19444444444444445,3.9999999999999996,0,0,0
ltm_19_40,LTM,9,0.19753086419753085,2.6946564885496187,0,0,0
ltm_1_10,LTM,2,0.25,2.0,0,0,0
ltm_1_20,LTM,8,0.171875,2.391304347826087,0,0,0
ltm_1_40,LTM,13,0.3254437869822485,3.161702127659574,2,0,0
ltm_20_10,LTM,8,0.140625,2.7,0,0,0
ltm_20_20,LTM,6,0.1388888888888889,1.9999999999999998,0,0,0
ltm_20_40,LTM,7,0.16326530612244897,2.6666666666666665,0,0,0
ltm_21_10,LTM,,,,,,
ltm_21_20,LTM,5,0.2,2.8,0,0,0
ltm_21_40,LTM,13,0.23668639053254437,2.4507772020725387,2,0,0
ltm_22_10,LTM,2,0.25,2.0,0,0,0
ltm_22_20,LTM,2,0.25,2.0,0,0,0
ltm_22_40,LTM,12,0.125,2.428571428571429,0,0,0
ltm_23_10,LTM,,,,,,
ltm_23_20,LTM,8,0.1875,2.875,0,0,0
ltm_23_40,LTM,12,0.2222222222222222,3.38821412505623,3,0,0
ltm_24_10,LTM,8,0.09375,3.0,0,0,0
ltm_24_20,LTM,8,0.140625,2.4545454545454546,0,0,0
ltm_24_40,LTM,11,0.256198347107438,2.6151477832512326,1,0,0
ltm_25_10,LTM,4,0.25,4.0,0,0,0
ltm_25_20,LTM,7,0.12244897959183673,2.25,0,0,0
ltm_25_40,LTM,13,0.24260355029585798,2.754640839386602,1,0,0
ltm_26_10,LTM,8,0.09375,2.75,0,0,0
ltm_26_20,LTM,9,0.16049382716049382,2.4705882352941178,0,0,0
ltm_26_40,LTM,10,0.2,3.1944444444444446,0,0,0
ltm_27_10,LTM,3,0.2222222222222222,2.0,0,0,0
ltm_27_20,LTM,3,0.2222222222222222,2.0,0,0,0
ltm_27_40,LTM,4,0.1875,1.9999999999999998,0,0,0
ltm_28_10,LTM,5,0.12,2.0,0,0,0
ltm_28_20,LTM,6,0.1388888888888889,3.0,0,0,0
ltm_28_40,LTM,6,0.16666666666666666,2.666666666666666,0,0,0
ltm_29_10,LTM,4,0.125,2.0,0,0,0
ltm_29_20,LTM,3,0.2222222222222222,3.0,0,0,0
ltm_29_40,LTM,14,0.05102040816326531,2.0,0,0,0
ltm_2_10,LTM,4,0.125,2.0,0,0,0
ltm_2_20,LTM,16,0.06640625,2.875,0,0,0
ltm_2_40,LTM,19,0.10526315789473684,2.5833333333333335,0,0,0
ltm_30_10,LTM,6,0.16666666666666666,2.9999999999999996,0,0,0
ltm_30_20,LTM,7,0.12244897959183673,2.333333333333333,0,0,0
ltm_30_40,LTM,13,0.1952662721893491,3.2557823129251697,2,0,0
ltm_31_10,LTM,3,0.2222222222222222,2.0,0,0,0
ltm_31_20,LTM,7,0.12244897959183673,2.5000000000000004,0,0,0
ltm_31_40,LTM,9,0.2222222222222222,3.1833333333333336,0,0,0
ltm_32_10,LTM,2,0.25,2.0,0,0,0
ltm_32_20,LTM,2,0.25,2.0,0,0,0
ltm_32_40,LTM,19,0.08033240997229917,2.8611111111111107,0,0,0
ltm_33_10,LTM,3,0.2222222222222222,2.0,0,0,0
ltm_33_20,LTM,2,0.25,2.0,0,0,0
ltm_33_40,LTM,21,0.16099773242630386,3.226323798331332,7,0,0
ltm_34_10,LTM,,,,,,
ltm_34_20,LTM,2,0.25,2.0,0,0,0
ltm_34_40,LTM,7,0.12244897959183673,2.5,0,0,0
ltm_35_10,LTM,,,,,,
ltm_35_20,LTM,5,0.2,2.333333333333333,0,0,0
ltm_35_40,LTM,11,0.09090909090909091,2.3333333333333335,0,0,0
ltm_36_10,LTM,2,0.25,2.0,0,0,0
ltm_36_20,LTM,6,0.16666666666666666,2.25,0,0,0
ltm_36_40,LTM,19,0.20498614958448755,2.5856598743096555,3,0,0
ltm_37_10,LTM,6,0.16666666666666666,2.5,0,0,0
ltm_37_20,LTM,2,0.25,2.0,0,0,0
ltm_37_40,LTM,9,0.1111111111111111,2.2,0,0,0
ltm_38_10,LTM,2,0.25,2.0,0,0,0
ltm_38_20,LTM,5,0.16,2.3333333333333335,0,0,0
ltm_38_40,LTM,15,0.2577777777777778,2.9080280773521756,4,0,0
ltm_39_10,LTM,7,0.3877551020408163,3.413043478260869,1,0,0
ltm_39_20,LTM,8,0.109375,2.5,0,0,0
ltm_39_40,LTM,15,0.09777777777777778,2.7016574585635356,0,0,0
ltm_3_10,LTM,2,0.25,2.0,0,0,0
ltm_3_20,LTM,6,0.1388888888888889,2.3333333333333335,0,0,0
ltm_3_40,LTM,9,0.2839506172839506,3.083333333333334,2,0,0
ltm_40_10,LTM,6,0.16666666666666666,2.8,0,0,0
ltm_40_20,LTM,10,0.23,4.553571428571429,1,0,0
ltm_40_40,LTM,15,0.08444444444444445,2.625,0,0,0
ltm_41_10,LTM,6,0.1111111111111111,2.0,0,0,0
ltm_41_20,LTM,3,0.2222222222222222,2.0,0,0,0
ltm_41_40,LTM,14,0.16326530612244897,2.9653731343283583,0,0,0
ltm_42_10,LTM,4,0.1875,1.9999999999999998,0,0,0
ltm_42_20,LTM,,,,,,
ltm_42_40,LTM,8,0.140625,2.333333333333333,0,0,0
ltm_43_10,LTM,2,0.25,2.0,0,0,0
ltm_43_20,LTM,5,0.24,2.25,0,0,0
ltm_43_40,LTM,8,0.171875,2.0,0,0,0
ltm_44_10,LTM,2,0.25,2.0,0,0,0
ltm_44_20,LTM,8,0.140625,3.7777777777777777,0,0,0
ltm_44_40,LTM,15,0.07555555555555556,2.666666666666667,0,0,0
ltm_45_10,LTM,,,,,,
ltm_45_20,LTM,5,0.12,2.0,0,0,0
ltm_45_40,LTM,13,0.15384615384615385,2.8888888888888893,1,0,0
ltm_46_10,LTM,,,,,,
ltm_46_20,LTM,11,0.09917355371900827,2.25,0,0,0
ltm_46_40,LTM,4,0.125,2.0,0,0,0
ltm_47_10,LTM,,,,,,
ltm_47_20,LTM,7,0.1836734693877551,2.666666666666667,0,0,0
ltm_47_40,LTM,15,0.12444444444444444,2.739495798319328,0,0,0
ltm_48_10,LTM,2,0.25,2.0,0,0,0
ltm_48_20,LTM,8,0.125,2.333333333333333,0,0,0
ltm_48_40,LTM,3,0.4444444444444444,3.0,0,0,0
ltm_49_10,LTM,5,0.12,3.0,0,0,0
ltm_49_20,LTM,,,,,,
ltm_49_40,LTM,12,0.09722222222222222,2.0,0,0,0
ltm_4_10,LTM,2,0.25,2.0,0,0,0
ltm_4_20,LTM,8,0.25,3.223300970873786,1,0,0
ltm_4_40,LTM,12,0.1527777777777778,2.7701149425287355,0,0,0
ltm_50_10,LTM,8,0.21875,3.2222222222222223,0,0,0
ltm_50_20,LTM,5,0.12,2.0,0,0,0
ltm_50_40,LTM,5,0.2,3.666666666666667,0,0,0
ltm_51_10,LTM,7,0.16326530612244897,3.6,0,0,0
ltm_51_20,LTM,6,0.2222222222222222,4.0,0,0,0
ltm_51_40,LTM,15,0.18666666666666668,3.323000243131535,2,0,0
ltm_52_10,LTM,4,0.125,2.0,0,0,0
ltm_52_20,LTM,8,0.078125,2.0,0,0,0
ltm_52_40,LTM,7,0.20408163265306123,2.2,0,0,0
ltm_53_10,LTM,4,0.1875,2.5,0,0,0
ltm_53_20,LTM,8,0.171875,3.333333333333333,0,0,0
ltm_53_40,LTM,18,0.10802469135802469,2.5909696323921145,0,0,0
ltm_54_10,LTM,7,0.16326530612244897,2.5,0,0,0
ltm_54_20,LTM,2,0.25,2.0,0,0,0
ltm_54_40,LTM,6,0.19444444444444445,2.0,0,0,0
ltm_55_10,LTM,2,0.25,2.0,0,0,0
ltm_55_20,LTM,7,0.2653061224489796,3.2222222222222223,1,0,0
ltm_55_40,LTM,7,0.10204081632653061,2.0,0,0,0
ltm_56_10,LTM,2,0.25,2.0,0,0,0
ltm_56_20,LTM,6,0.25,3.444444444444444,1,0,0
ltm_56_40,LTM,19,0.10249307479224377,2.829442026117926,1,0,0
ltm_57_10,LTM,3,0.4444444444444444,3.0,0,0,0
ltm_57_20,LTM,6,0.19444444444444445,4.0,0,0,0
ltm_57_40,LTM,5,0.16,2.333333333333333,0,0,0
ltm_58_10,LTM,5,0.12,3.0,0,0,0
ltm_58_20,LTM,8,0.09375,2.0,0,0,0
ltm_58_40,LTM,9,0.14814814814814814,2.4000000000000004,0,0,0
ltm_59_10,LTM,,,,,,
ltm_59_20,LTM,2,0.25,2.0,0,0,0
ltm_59_40,LTM,6,0.25,2.666666666666667,0,0,0
ltm_5_10,LTM,,,,,,
ltm_5_20,LTM,10,0.2,2.4870689655172415,0,0,0
ltm_5_40,LTM,22,0.12396694214876033,3.3014382645259945,4,0,0
ltm_60_10,LTM,2,0.25,2.0,0,0,0
ltm_60_20,LTM,4,0.1875,1.9999999999999998,0,0,0
ltm_60_40,LTM,10,0.18,2.9999999999999996,0,0,0
ltm_61_10,LTM,2,0.25,2.0,0,0,0
ltm_61_20,LTM,7,0.22448979591836735,3.6190476190476186,0,0,0
ltm_61_40,LTM,12,0.05555555555555555,2.333333333333333,0,0,0
ltm_62_10,LTM,2,0.25,2.0,0,0,0
ltm_62_20,LTM,4,0.1875,2.5,0,0,0
ltm_62_40,LTM,9,0.18518518518518517,3.249999999999999,0,0,0
ltm_63_10,LTM,4,0.25,2.5,0,0,0
ltm_63_20,LTM,4,0.125,2.0,0,0,0
ltm_63_40,LTM,11,0.12396694214876033,2.3235294117647056,0,0,0
ltm_64_10,LTM,7,0.16326530612244897,2.6363636363636367,0,0,0
ltm_64_20,LTM,8,0.21875,2.875,0,0,0
ltm_64_40,LTM,7,0.14285714285714285,2.625,0,0,0
ltm_65_10,LTM,2,0.25,2.0,0,0,0
ltm_65_20,LTM,15,0.08444444444444445,2.8472222222222223,0,0,0
ltm_65_40,LTM,5,0.24,2.5,0,0,0
ltm_66_10,LTM,4,0.25,2.333333333333333,0,0,0
ltm_66_20,LTM,10,0.11,3.4375,0,0,0
ltm_66_40,LTM,18,0.09876543209876543,2.833333333333333,2,0,0
ltm_67_10,LTM,4,0.1875,2.0,0,0,0
ltm_67_20,LTM,9,0.14814814814814814,2.8,0,0,0
ltm_67_40,LTM,18,0.23148148148148148,3.2687265917603003,7,0,0
ltm_68_10,LTM,4,0.25,2.5,0,0,0
ltm_68_20,LTM,6,0.16666666666666666,2.5,0,0,0
ltm_68_40,LTM,7,0.12244897959183673,2.0,0,0,0
ltm_69_10,LTM,6,0.1388888888888889,2.5,0,0,0
ltm_69_20,LTM,3,0.2222222222222222,2.0,0,0,0
ltm_69_40,LTM,17,0.07958477508650519,2.6120689655172415,1,0,0
ltm_6_10,LTM,4,0.125,2.0,0,0,0
ltm_6_20,LTM,2,0.25,2.0,0,0,0
ltm_6_40,LTM,12,0.2708333333333333,3.18,0,0,0
ltm_70_10,LTM,7,0.14285714285714285,2.333333333333333,0,0,0
ltm_70_20,LTM,4,0.1875,2.5,0,0,0
ltm_70_40,LTM,9,0.13580246913580246,2.31578947368421,0,0,0
ltm_71_10,LTM,,,,,,
ltm_71_20,LTM,4,0.125,2.0,0,0,0
ltm_71_40,LTM,10,0.15,4.117647058823529,1,0,0
ltm_72_10,LTM,7,0.3673469387755102,2.8484848484848486,0,0,0
ltm_72_20,LTM,8,0.125,2.3333333333333335,0,0,0
ltm_72_40,LTM,8,0.1875,2.9607843137254903,0,0,0
ltm_73_10,LTM,2,0.25,2.0,0,0,0
ltm_73_20,LTM,15,0.07555555555555556,3.791666666666666,0,0,0
ltm_73_40,LTM,9,0.12345679012345678,2.7777777777777777,0,0,0
ltm_74_10,LTM,,,,,,
ltm_74_20,LTM,3,0.2222222222222222,2.0,0,0,0
ltm_74_40,LTM,8,0.171875,2.625,0,0,0
ltm_75_10,LTM,3,0.2222222222222222,2.0,0,0,0
ltm_75_20,LTM,9,0.08641975308641975,2.0,0,0,0
ltm_75_40,LTM,16,0.09765625,2.333333333333333,0,0,0
ltm_76_10,LTM,6,0.1388888888888889,2.0,0,0,0
ltm_76_20,LTM,2,0.25,2.0,0,0,0
ltm_76_40,LTM,8,0.265625,3.754716981132075,0,0,0
ltm_77_10,LTM,2,0.25,2.0,0,0,0
ltm_77_20,LTM,5,0.12,2.0,0,0,0
ltm_77_40,LTM,7,0.16326530612244897,2.875,0,0,0
ltm_78_10,LTM,5,0.16,4.0,0,0,0
ltm_78_20,LTM,11,0.06611570247933884,2.0,0,0,0
ltm_78_40,LTM,15,0.17777777777777778,3.187568999779201,0,0,0
ltm_79_10,LTM,5,0.16,2.5,0,0,0
ltm_79_20,LTM,8,0.125,2.0,0,0,0
ltm_79_40,LTM,5,0.16,3.0,0,0,0
ltm_7_10,LTM,7,0.2653061224489796,2.9374999999999996,0,0,0
ltm_7_20,LTM,7,0.2653061224489796,2.567164179104477,0,0,0
ltm_7_40,LTM,15,0.17777777777777778,2.912299465240642,3,0,0
ltm_80_10,LTM,6,0.19444444444444445,3.666666666666666,0,0,0
ltm_80_20,LTM,10,0.16,3.1875,0,0,0
ltm_80_40,LTM,4,0.1875,1.9999999999999998,0,0,0
ltm_81_10,LTM,4,0.1875,2.5,0,0,0
ltm_81_20,LTM,2,0.25,2.0,0,0,0
ltm_81_40,LTM,10,0.17,2.8,1,0,0
ltm_82_10,LTM,2,0.25,2.0,0,0,0
ltm_82_20,LTM,6,0.1388888888888889,2.4999999999999996,0,0,0
ltm_82_40,LTM,6,0.2222222222222222,2.909090909090909,0,0,0
ltm_83_10,LTM,2,0.25,2.0,0,0,0
ltm_83_20,LTM,9,0.16049382716049382,2.555555555555556,0,0,0
ltm_83_40,LTM,13,0.16568047337278108,2.4566473988439306,0,0,0
ltm_84_10,LTM,6,0.1111111111111111,2.0,0,0,0
ltm_84_20,LTM,,,,,,
ltm_84_40,LTM,11,0.1652892561983471,2.6850094876660338,1,0,0
ltm_85_10,LTM,4,0.1875,2.5,0,0,0
ltm_85_20,LTM,6,0.16666666666666666,2.5,0,0,0
ltm_85_40,LTM,11,0.30578512396694213,3.3523809523809533,0,0,0
ltm_86_10,LTM,3,0.2222222222222222,2.0,0,0,0
ltm_86_20,LTM,5,0.16,2.5,0,0,0
ltm_86_40,LTM,11,0.19834710743801653,2.371428571428571,1,0,0
ltm_87_10,LTM,2,0.25,2.0,0,0,0
ltm_87_20,LTM,3,0.2222222222222222,2.0,0,0,0
ltm_87_40,LTM,14,0.17346938775510204,3.2558139534883725,2,0,0
ltm_88_10,LTM,3,0.2222222222222222,2.0,0,0,0
ltm_88_20,LTM,13,0.15976331360946747,3.1576086956521734,0,0,0
ltm_88_40,LTM,4,0.1875,2.5,0,0,0
ltm_89_10,LTM,,,,,,
ltm_89_20,LTM,,,,,,
ltm_89_40,LTM,3,0.2222222222222222,2.0,0,0,0
ltm_8_10,LTM,8,0.203125,2.4000000000000004,0,0,0
ltm_8_20,LTM,5,0.12,2.0,0,0,0
ltm_8_40,LTM,12,0.1111111111111111,2.25,2,0,0
ltm_90_10,LTM,2,0.25,2.0,0,0,0
ltm_90_20,LTM,5,0.28,2.454545454545455,0,0,0
ltm_90_40,LTM,6,0.1388888888888889,2.25,0,0,0
ltm_91_10,LTM,5,0.2,2.75,0,0,0
ltm_91_20,LTM,7,0.12244897959183673,3.0,0,0,0
ltm_91_40,LTM,11,0.10743801652892562,2.333333333333333,0,0,0
ltm_92_10,LTM,3,0.2222222222222222,2.0,0,0,0
ltm_92_20,LTM,4,0.25,2.5,0,0,0
ltm_92_40,LTM,14,0.09693877551020408,2.5972222222222223,0,0,0
ltm_93_10,LTM,4,0.1875,2.5,0,0,0
ltm_93_20,LTM,8,0.125,2.7142857142857144,0,0,0
ltm_93_40,LTM,7,0.16326530612244897,2.8571428571428568,0,0,0
ltm_94_10,LTM,2,0.25,2.0,0,0,0
ltm_94_20,LTM,8,0.15625,2.6000000000000005,0,0,0
ltm_94_40,LTM,4,0.125,2.0,0,0,0
ltm_95_10,LTM,6,0.1111111111111111,2.0,0,0,0
ltm_95_20,LTM,6,0.1111111111111111,2.5,0,0,0
ltm_95_40,LTM,11,0.10743801652892562,2.4499999999999997,0,0,0
ltm_96_10,LTM,6,0.19444444444444445,2.2,0,0,0
ltm_96_20,LTM,8,0.203125,3.096774193548386,0,0,0
ltm_96_40,LTM,19,0.15789473684210525,2.9133547119064858,9,0,0
ltm_97_10,LTM,2,0.25,2.0,0,0,0
ltm_97_20,LTM,6,0.16666666666666666,3.3333333333333335,0,0,0
ltm_97_40,LTM,7,0.10204081632653061,2.0,0,0,0
ltm_98_10,LTM,3,0.2222222222222222,3.0,0,0,0
ltm_98_20,LTM,8,0.125,2.4000000000000004,0,0,0
ltm_98_40,LTM,6,0.1388888888888889,2.5,0,0,0
ltm_99_10,LTM,4,0.25,3.0,0,0,0
ltm_99_20,LTM,6,0.1111111111111111,2.0,0,0,0
ltm_99_40,LTM,9,0.12345679012345678,2.4000000000000004,0,0,0
ltm_9_10,LTM,,,,,,
ltm_9_20,LTM,8,0.109375,2.5,0,0,0
ltm_9_40,LTM,11,0.15702479338842976,2.777777777777778,1,0,0
maxent_100_10,MaxEnt,,,,,,
maxent_100_20,MaxEnt,20,0.2575,29.394735302568154,53,0,0
maxent_100_40,MaxEnt,,,,,,
maxent_10_10,MaxEnt,,,,,,
maxent_10_20,MaxEnt,2,0.25,2.0,0,0,0
maxent_10_40,MaxEnt,,,,,,
maxent_11_10,MaxEnt,,,,,,
maxent_11_20,MaxEnt,2,0.25,2.0,0,0,0
maxent_11_40,MaxEnt,10,0.12,13.0,0,0,0
maxent_12_10,MaxEnt,6,0.3888888888888889,4.133333333333333,2,0,0
maxent_12_20,MaxEnt,11,0.09917355371900827,3.0,0,0,0
maxent_12_40,MaxEnt,,,,,,
maxent_13_10,MaxEnt,3,0.2222222222222222,3.0,0,0,0
maxent_13_20,MaxEnt,6,0.1111111111111111,2.5,0,0,0
maxent_13_40,MaxEnt,,,,,,
maxent_14_10,MaxEnt,6,0.1388888888888889,2.333333333333333,0,0,0
maxent_14_20,MaxEnt,4,0.3125,2.75,0,0,0
maxent_14_40,MaxEnt,39,0.17751479289940827,12.970687308569214,273,0,0
maxent_15_10,MaxEnt,,,,,,
maxent_15_20,MaxEnt,5,0.16,3.0000000000000027,0,0,0
maxent_15_40,MaxEnt,,,,,,
maxent_16_10,MaxEnt,,,,,,
maxent_16_20,MaxEnt,4,0.125,2.0,0,0,0
maxent_16_40,MaxEnt,9,0.07407407407407407,2.0,0,0,0
maxent_17_10,MaxEnt,8,0.125,2.444444444444444,0,0,0
maxent_17_20,MaxEnt,4,0.1875,3.0,0,0,0
maxent_17_40,MaxEnt,16,0.17578125,16.409221902017286,16,0,0
maxent_18_10,MaxEnt,7,0.14285714285714285,3.0,0,0,0
maxent_18_20,MaxEnt,19,0.1634349030470914,36.61053039101821,23,0,0
maxent_18_40,MaxEnt,14,0.08673469387755102,3.0,3,0,0
maxent_19_10,MaxEnt,8,0.125,9.999999999999998,0,0,0
maxent_19_20,MaxEnt,,,,,,
maxent_19_40,MaxEnt,2,0.25,2.0,0,0,0
maxent_1_10,MaxEnt,,,,,,
maxent_1_20,MaxEnt,2,0.25,2.0,0,0,0
maxent_1_40,MaxEnt,,,,,,
maxent_20_10,MaxEnt,,,,,,
maxent_20_20,MaxEnt,20,0.2475,38.18775771679014,55,0,0
maxent_20_40,MaxEnt,39,0.18211702827087442,18.091814463787106,309,0,0
maxent_21_10,MaxEnt,2,0.25,2.0,0,0,0
maxent_21_20,MaxEnt,20,0.1575,56.21130233752893,35,0,0
maxent_21_40,MaxEnt,,,,,,
maxent_22_10,MaxEnt,2,0.25,2.0,0,0,0
maxent_22_20,MaxEnt,,,,,,
maxent_22_40,MaxEnt,,,,,,
maxent_23_10,MaxEnt,4,0.25,3.5,0,0,0
maxent_23_20,MaxEnt,9,0.12345679012345678,2.9999999999999973,0,0,0
maxent_23_40,MaxEnt,,,,,,
maxent_24_10,MaxEnt,,,,,,
maxent_24_20,MaxEnt,5,0.16,3.0,0,0,0
maxent_24_40,MaxEnt,,,,,,
maxent_25_10,MaxEnt,3,0.2222222222222222,3.0,0,0,0
maxent_25_20,MaxEnt,6,0.1111111111111111,2.5,0,0,0
maxent_25_40,MaxEnt,,,,,,
maxent_26_10,MaxEnt,7,0.14285714285714285,2.25,0,0,0
maxent_26_20,MaxEnt,4,0.125,2.0,0,0,0
maxent_26_40,MaxEnt,15,0.08,3.2,0,0,0
maxent_27_10,MaxEnt,3,0.2222222222222222,2.0,0,0,0
maxent_27_20,MaxEnt,11,0.19834710743801653,26.75,6,0,0
maxent_27_40,MaxEnt,27,0.17832647462277093,8.992296278360818,82,0,0
maxent_28_10,MaxEnt,6,0.2222222222222222,2.8333333333333335,1,0,0
maxent_28_20,MaxEnt,17,0.11072664359861592,13.106741573033709,11,0,0
maxent_28_40,MaxEnt,,,,,,
maxent_29_10,MaxEnt,,,,,,
maxent_29_20,MaxEnt,20,0.2,62.57824933686997,29,0,0
maxent_29_40,MaxEnt,4,0.125,2.0,0,0,0
maxent_2_10,MaxEnt,7,0.14285714285714285,5.25,0,0,0
maxent_2_20,MaxEnt,,,,,,
maxent_2_40,MaxEnt,31,0.17273673257023933,10.49288937166636,94,0,0
maxent_30_10,MaxEnt,6,0.16666666666666666,2.75,0,0,0
maxent_30_20,MaxEnt,9,0.20987654320987653,23.0,1,0,0
maxent_30_40,MaxEnt,8,0.109375,3.0,0,0,0
maxent_31_10,MaxEnt,3,0.2222222222222222,2.0,0,0,0
maxent_31_20,MaxEnt,19,0.1772853185595568,13.06944809364114,36,0,0
maxent_31_40,MaxEnt,,,,,,
maxent_32_10,MaxEnt,7,0.14285714285714285,2.833333333333334,0,0,0
maxent_32_20,MaxEnt,11,0.12396694214876033,2.645833333333333,1,0,0
maxent_32_40,MaxEnt,33,0.19742883379247014,9.483128944574057,223,0,0
maxent_33_10,MaxEnt,,,,,,
maxent_33_20,MaxEnt,5,0.16,2.5,0,0,0
maxent_33_40,MaxEnt,,,,,,
maxent_34_10,MaxEnt,,,,,,
maxent_34_20,MaxEnt,3,0.2222222222222222,3.0,0,0,0
maxent_34_40,MaxEnt,39,0.16107823800131493,18.378492671653376,284,0,0
maxent_35_10,MaxEnt,2,0.25,2.0,0,0,0
maxent_35_20,MaxEnt,4,0.1875,2.5,0,0,0
maxent_35_40,MaxEnt,6,0.08333333333333333,2.0,0,0,0
maxent_36_10,MaxEnt,3,0.2222222222222222,3.0,0,0,0
maxent_36_20,MaxEnt,7,0.20408163265306123,13.999999999999996,1,0,0
maxent_36_40,MaxEnt,,,,,,
maxent_37_10,MaxEnt,5,0.12,2.0,0,0,0
maxent_37_20,MaxEnt,20,0.19,50.303301268924585,43,0,0
maxent_37_40,MaxEnt,31,0.08740894901144641,23.00273584067898,68,0,0
maxent_38_10,MaxEnt,6,0.1388888888888889,2.25,0,0,0
maxent_38_20,MaxEnt,20,0.175,11.285409342071608,23,0,0
maxent_38_40,MaxEnt,9,0.07407407407407407,3.0,0,0,0
maxent_39_10,MaxEnt,4,0.25,2.5,0,0,0
maxent_39_20,MaxEnt,3,0.2222222222222222,3.0,0,0,0
maxent_39_40,MaxEnt,39,0.13806706114398423,11.749810750238556,214,0,0
maxent_3_10,MaxEnt,6,0.1388888888888889,2.0,0,0,0
maxent_3_20,MaxEnt,20,0.2025,47.02769603317964,35,0,0
maxent_3_40,MaxEnt,2,0.25,2.0,0,0,0
maxent_40_10,MaxEnt,,,,,,
maxent_40_20,MaxEnt,,,,,,
maxent_40_40,MaxEnt,4,0.125,2.0,0,0,0
maxent_41_10,MaxEnt,,,,,,
maxent_41_20,MaxEnt,3,0.2222222222222222,2.0,0,0,0
maxent_41_40,MaxEnt,,,,,,
maxent_42_10,MaxEnt,7,0.12244897959183673,3.0,0,0,0
maxent_42_20,MaxEnt,20,0.21,11.955768585050649,38,0,0
