fw_ID,model,S,connectance,mx_tl,intervality,isolated,illogical
atn_54_10,ATN,5,0.16,4.0,0,0,0
atn_54_20,ATN,10,0.24,3.175,0,0,0
atn_54_40,ATN,23,0.1833648393194707,3.460232426303856,0,0,0
atn_55_10,ATN,3,0.2222222222222222,3.0,0,0,0
atn_55_20,ATN,6,0.19444444444444445,2.4000000000000004,0,0,0
atn_55_40,ATN,15,0.2311111111111111,3.5238095238095246,0,0,0
atn_56_10,ATN,2,0.25,2.0,0,0,0
atn_56_20,ATN,12,0.16666666666666666,4.3359375,0,0,0
atn_56_40,ATN,22,0.22933884297520662,3.674897119341564,0,0,0
atn_57_10,ATN,2,0.25,2.0,0,0,0
atn_57_20,ATN,,,,,,
atn_57_40,ATN,19,0.22437673130193905,3.7798922902494323,0,0,0
atn_58_10,ATN,10,0.14,3.166666666666667,0,0,0
atn_58_20,ATN,4,0.1875,1.9999999999999998,0,0,0
atn_58_40,ATN,40,0.126875,4.885881157199589,0,0,0
atn_59_10,ATN,6,0.1111111111111111,2.0,0,0,0
atn_59_20,ATN,8,0.1875,4.25,0,0,0
atn_59_40,ATN,40,0.136875,6.039643066119194,2,0,0
atn_5_10,ATN,2,0.25,2.0,0,0,0
atn_5_20,ATN,7,0.20408163265306123,2.916666666666667,0,0,0
atn_5_40,ATN,37,0.1358655953250548,4.7426915734014505,0,0,0
atn_60_10,ATN,10,0.1,7.25,0,0,0
atn_60_20,ATN,13,0.20710059171597633,5.12013888888889,0,0,0
atn_60_40,ATN,19,0.18559556786703602,4.000952380952381,0,0,0
atn_61_10,ATN,8,0.171875,3.5833333333333335,0,0,0
atn_61_20,ATN,11,0.17355371900826447,4.361111111111111,0,0,0
atn_61_40,ATN,39,0.1242603550295858,4.864784069925211,0,0,0
atn_62_10,ATN,7,0.14285714285714285,3.5,0,0,0
atn_62_20,ATN,6,0.19444444444444445,3.25,0,0,0
atn_62_40,ATN,,,,,,
atn_63_10,ATN,,,,,,
atn_63_20,ATN,11,0.19834710743801653,3.4000000000000004,0,0,0
atn_63_40,ATN,23,0.22306238185255198,3.7281705948372617,0,0,0
atn_64_10,ATN,8,0.109375,3.0,0,0,0
atn_64_20,ATN,17,0.12802768166089964,5.405555555555555,0,0,0
atn_64_40,ATN,7,0.2653061224489796,3.291666666666666,0,0,0
atn_65_10,ATN,7,0.16326530612244897,3.1666666666666665,0,0,0
atn_65_20,ATN,14,0.14795918367346939,3.4555555555555553,0,0,0
atn_65_40,ATN,13,0.27218934911242604,3.8031249999999996,0,0,0
atn_66_10,ATN,5,0.32,2.583333333333333,0,0,0
atn_66_20,ATN,4,0.125,2.0,0,0,0
atn_66_40,ATN,25,0.1568,3.6853615520282177,0,0,0
atn_67_10,ATN,2,0.25,2.0,0,0,0
atn_67_20,ATN,15,0.1511111111111111,3.7964285714285713,0,0,0
atn_67_40,ATN,22,0.2830578512396694,3.761357678458373,0,0,0
atn_68_10,ATN,5,0.12,2.0,0,0,0
atn_68_20,ATN,11,0.14049586776859505,3.0,0,0,0
atn_68_40,ATN,8,0.25,3.25,0,0,0
atn_69_10,ATN,6,0.25,3.0,0,0,0
atn_69_20,ATN,3,0.2222222222222222,3.0,0,0,0
atn_69_40,ATN,30,0.16666666666666666,4.453907089574303,16,0,0
atn_6_10,ATN,8,0.109375,6.0,0,0,0
atn_6_20,ATN,8,0.25,2.8625,0,0,0
atn_6_40,ATN,39,0.14990138067061143,6.8861029214354925,0,0,0
atn_70_10,ATN,,,,,,
atn_70_20,ATN,15,0.18666666666666668,4.523809523809523,0,0,0
atn_70_40,ATN,22,0.13636363636363635,3.869791666666667,0,0,0
atn_71_10,ATN,2,0.25,2.0,0,0,0
atn_71_20,ATN,10,0.19,3.6666666666666665,0,0,0
atn_71_40,ATN,39,0.1222879684418146,5.328619229425778,0,0,0
atn_72_10,ATN,2,0.25,2.0,0,0,0
atn_72_20,ATN,13,0.20710059171597633,3.9718750000000003,0,0,0
atn_72_40,ATN,5,0.2,2.6666666666666665,0,0,0
atn_73_10,ATN,6,0.16666666666666666,4.333333333333333,0,0,0
atn_73_20,ATN,6,0.16666666666666666,3.0,0,0,0
atn_73_40,ATN,15,0.21333333333333335,3.7179285714285712,0,0,0
atn_74_10,ATN,6,0.19444444444444445,3.333333333333333,0,0,0
atn_74_20,ATN,8,0.21875,4.0,0,0,0
atn_74_40,ATN,13,0.27218934911242604,3.5361678004535144,0,0,0
atn_75_10,ATN,7,0.24489795918367346,3.083333333333333,0,0,0
atn_75_20,ATN,19,0.12742382271468145,3.9513888888888897,0,0,0
atn_75_40,ATN,36,0.10493827160493827,4.504389984882843,1,0,0
atn_76_10,ATN,4,0.25,2.5,0,0,0
atn_76_20,ATN,9,0.2222222222222222,4.5,0,0,0
atn_76_40,ATN,28,0.2423469387755102,4.328685789519123,0,0,0
atn_77_10,ATN,10,0.18,5.902777777777778,0,0,0
atn_77_20,ATN,6,0.19444444444444445,2.7777777777777777,0,0,0
atn_77_40,ATN,10,0.31,3.166666666666666,0,0,0
atn_78_10,ATN,,,,,,
atn_78_20,ATN,13,0.15976331360946747,2.963333333333334,0,0,0
atn_78_40,ATN,35,0.1493877551020408,5.175060764518771,0,0,0
atn_79_10,ATN,4,0.25,2.5,0,0,0
atn_79_20,ATN,6,0.2777777777777778,2.4000000000000004,0,0,0
atn_79_40,ATN,7,0.1836734693877551,2.666666666666667,0,0,0
atn_7_10,ATN,4,0.1875,2.5,0,0,0
atn_7_20,ATN,11,0.1652892561983471,3.3166666666666664,0,0,0
atn_7_40,ATN,13,0.17159763313609466,2.7333333333333334,0,0,0
atn_80_10,ATN,2,0.25,2.0,0,0,0
atn_80_20,ATN,8,0.109375,2.5,0,0,0
atn_80_40,ATN,24,0.21006944444444445,5.861013479465859,0,0,0
atn_81_10,ATN,5,0.28,3.875,0,0,0
atn_81_20,ATN,16,0.1640625,6.118749999999999,0,0,0
atn_81_40,ATN,25,0.2064,3.825327380952382,0,0,0
atn_82_10,ATN,5,0.16,3.0,0,0,0
atn_82_20,ATN,,,,,,
atn_82_40,ATN,,,,,,
atn_83_10,ATN,4,0.3125,2.6666666666666665,0,0,0
atn_83_20,ATN,8,0.1875,3.444444444444445,0,0,0
atn_83_40,ATN,21,0.17006802721088435,3.309448223733938,0,0,0
atn_84_10,ATN,7,0.1836734693877551,3.0,0,0,0
atn_84_20,ATN,6,0.25,2.916666666666667,0,0,0
atn_84_40,ATN,9,0.1728395061728395,2.833333333333333,0,0,0
atn_85_10,ATN,9,0.18518518518518517,3.479166666666666,0,0,0
atn_85_20,ATN,10,0.24,3.2916666666666665,0,0,0
atn_85_40,ATN,33,0.20385674931129477,4.534849271381628,0,0,0
atn_86_10,ATN,9,0.16049382716049382,4.75,0,0,0
atn_86_20,ATN,7,0.20408163265306123,3.875,0,0,0
atn_86_40,ATN,14,0.2653061224489796,3.505511463844797,0,0,0
atn_87_10,ATN,5,0.32,2.5,0,0,0
atn_87_20,ATN,8,0.25,4.291666666666667,0,0,0
atn_87_40,ATN,9,0.30864197530864196,3.033333333333333,0,0,0
atn_88_10,ATN,4,0.125,2.0,0,0,0
atn_88_20,ATN,11,0.19834710743801653,4.455555555555556,0,0,0
atn_88_40,ATN,23,0.23062381852551986,4.286315392042233,0,0,0
atn_89_10,ATN,2,0.25,2.0,0,0,0
atn_89_20,ATN,12,0.2986111111111111,4.068571428571429,0,0,0
atn_89_40,ATN,18,0.2006172839506173,4.405357142857143,0,0,0
atn_8_10,ATN,8,0.234375,4.222222222222222,0,0,0
atn_8_20,ATN,19,0.12188365650969529,4.133333333333334,0,0,0
atn_8_40,ATN,40,0.120625,4.226699287907207,0,0,0
atn_90_10,ATN,3,0.2222222222222222,3.0,0,0,0
atn_90_20,ATN,4,0.1875,2.5,0,0,0
atn_90_40,ATN,6,0.3055555555555556,3.375,0,0,0
atn_91_10,ATN,5,0.12,3.0,0,0,0
atn_91_20,ATN,11,0.18181818181818182,4.033333333333333,0,0,0
atn_91_40,ATN,21,0.16099773242630386,3.6956160241874527,0,0,0
atn_92_10,ATN,2,0.25,2.0,0,0,0
atn_92_20,ATN,18,0.16358024691358025,6.10712890625,0,0,0
atn_92_40,ATN,23,0.2514177693761815,3.813214377572016,0,0,0
atn_93_10,ATN,4,0.3125,2.6666666666666665,0,0,0
atn_93_20,ATN,11,0.1487603305785124,3.6333333333333337,0,0,0
atn_93_40,ATN,14,0.3010204081632653,3.408901515151515,0,0,0
atn_94_10,ATN,10,0.11,5.416666666666667,0,0,0
atn_94_20,ATN,13,0.1834319526627219,3.763888888888889,0,0,0
atn_94_40,ATN,11,0.2644628099173554,3.55,0,0,0
atn_95_10,ATN,2,0.25,2.0,0,0,0
atn_95_20,ATN,9,0.2345679012345679,3.9791666666666665,0,0,0
atn_95_40,ATN,10,0.31,3.512566137566138,0,0,0
atn_96_10,ATN,5,0.2,4.5,0,0,0
atn_96_20,ATN,11,0.18181818181818182,4.027777777777778,0,0,0
atn_96_40,ATN,40,0.1175,3.6448487854737857,0,0,0
atn_97_10,ATN,8,0.125,4.5,0,0,0
atn_97_20,ATN,20,0.13,4.922118055555555,0,0,0
atn_97_40,ATN,27,0.1440329218106996,4.998658892128279,0,0,0
atn_98_10,ATN,3,0.3333333333333333,2.5,0,0,0
atn_98_20,ATN,14,0.20918367346938777,3.6333333333333337,0,0,0
atn_98_40,ATN,16,0.26171875,3.451700680272109,0,0,0
atn_99_10,ATN,7,0.1836734693877551,4.0,0,0,0
atn_99_20,ATN,14,0.14795918367346939,3.641666666666667,0,0,0
atn_99_40,ATN,24,0.21180555555555555,3.803767532199815,0,0,0
atn_9_10,ATN,8,0.15625,5.166666666666666,0,0,0
atn_9_20,ATN,5,0.2,3.0,0,0,0
atn_9_40,ATN,20,0.2375,3.5564058956916096,0,0,0
cascade_100_10,Cascade,6,0.16666666666666666,3.166666666666666,0,0,0
cascade_100_20,Cascade,5,0.2,3.0,0,0,0
cascade_100_40,Cascade,3,0.2222222222222222,3.0,0,0,0
cascade_10_10,Cascade,7,0.2857142857142857,2.6666666666666665,1,0,0
cascade_10_20,Cascade,4,0.25,2.333333333333333,0,0,0
cascade_10_40,Cascade,7,0.16326530612244897,3.0,0,0,0
cascade_11_10,Cascade,7,0.2653061224489796,2.925,0,0,0
cascade_11_20,Cascade,17,0.0657439446366782,3.1111111111111103,1,0,0
cascade_11_40,Cascade,13,0.09467455621301775,3.0999999999999996,0,0,0
cascade_12_10,Cascade,6,0.2777777777777778,2.583333333333333,0,0,0
cascade_12_20,Cascade,4,0.1875,2.0,0,0,0
cascade_12_40,Cascade,9,0.08641975308641975,3.5,0,0,0
cascade_13_10,Cascade,8,0.109375,3.0,0,0,0
cascade_13_20,Cascade,6,0.16666666666666666,3.0,0,0,0
cascade_13_40,Cascade,3,0.2222222222222222,3.0,0,0,0
cascade_14_10,Cascade,5,0.12,2.0,0,0,0
cascade_14_20,Cascade,3,0.3333333333333333,2.5,0,0,0
cascade_14_40,Cascade,9,0.18518518518518517,2.8,0,0,0
cascade_15_10,Cascade,10,0.14,3.0,1,0,0
cascade_15_20,Cascade,7,0.1836734693877551,2.5,0,0,0
cascade_15_40,Cascade,8,0.21875,2.777777777777778,1,0,0
cascade_16_10,Cascade,4,0.1875,2.0,0,0,0
cascade_16_20,Cascade,8,0.125,3.0,0,0,0
cascade_16_40,Cascade,8,0.09375,3.0,0,0,0
cascade_17_10,Cascade,10,0.15,2.5,2,0,0
cascade_17_20,Cascade,4,0.1875,2.5,0,0,0
cascade_17_40,Cascade,5,0.16,3.5,0,0,0
cascade_18_10,Cascade,6,0.19444444444444445,3.0,0,0,0
cascade_18_20,Cascade,6,0.2222222222222222,3.25,0,0,0
cascade_18_40,Cascade,16,0.06640625,4.0,0,0,0
cascade_19_10,Cascade,10,0.22,2.875,3,0,0
cascade_19_20,Cascade,3,0.2222222222222222,3.0,0,0,0
cascade_19_40,Cascade,8,0.140625,2.6666666666666665,0,0,0
cascade_1_10,Cascade,5,0.2,2.6666666666666665,0,0,0
cascade_1_20,Cascade,5,0.2,3.25,0,0,0
cascade_1_40,Cascade,5,0.24,3.0,0,0,0
cascade_20_10,Cascade,8,0.1875,3.4166666666666665,1,0,0
cascade_20_20,Cascade,12,0.2916666666666667,3.2391975308641974,3,0,0
cascade_20_40,Cascade,5,0.28,2.7777777777777777,0,0,0
cascade_21_10,Cascade,3,0.2222222222222222,3.0,0,0,0
cascade_21_20,Cascade,9,0.14814814814814814,3.625,1,0,0
cascade_21_40,Cascade,8,0.1875,2.625,0,0,0
cascade_22_10,Cascade,7,0.16326530612244897,3.0,0,0,0
cascade_22_20,Cascade,9,0.1728395061728395,3.0,0,0,0
cascade_22_40,Cascade,3,0.2222222222222222,3.0,0,0,0
cascade_23_10,Cascade,6,0.1111111111111111,2.0,0,0,0
cascade_23_20,Cascade,14,0.11224489795918367,2.958333333333333,5,0,0
cascade_23_40,Cascade,6,0.16666666666666666,3.0,0,0,0
cascade_24_10,Cascade,5,0.16,3.0,0,0,0
cascade_24_20,Cascade,9,0.13580246913580246,3.0,0,0,0
cascade_24_40,Cascade,23,0.05860113421550094,3.0,4,0,0
cascade_25_10,Cascade,8,0.140625,3.0,0,0,0
cascade_25_20,Cascade,15,0.08,3.666666666666667,0,0,0
cascade_25_40,Cascade,6,0.3055555555555556,3.458333333333333,0,0,0
cascade_26_10,Cascade,6,0.1111111111111111,2.0,0,0,0
cascade_26_20,Cascade,16,0.08984375,2.916666666666667,6,0,0
cascade_26_40,Cascade,19,0.07479224376731301,3.1666666666666665,1,0,0
cascade_27_10,Cascade,7,0.16326530612244897,3.0,0,0,0
cascade_27_20,Cascade,7,0.12244897959183673,3.0,0,0,0
cascade_27_40,Cascade,3,0.2222222222222222,3.0,0,0,0
cascade_28_10,Cascade,5,0.24,3.0,0,0,0
cascade_28_20,Cascade,5,0.2,2.5,0,0,0
cascade_28_40,Cascade,7,0.16326530612244897,3.0,0,0,0
cascade_29_10,Cascade,6,0.19444444444444445,2.5,1,0,0
cascade_29_20,Cascade,3,0.3333333333333333,2.5,0,0,0
cascade_29_40,Cascade,15,0.08444444444444445,3.0,2,0,0
cascade_2_10,Cascade,4,0.25,2.5,0,0,0
cascade_2_20,Cascade,4,0.3125,2.5,0,0,0
cascade_2_40,Cascade,4,0.25,3.5,0,0,0
cascade_30_10,Cascade,7,0.2653061224489796,2.8000000000000007,0,0,0
cascade_30_20,Cascade,4,0.1875,3.0,0,0,0
cascade_30_40,Cascade,8,0.1875,3.0,0,0,0
cascade_31_10,Cascade,3,0.3333333333333333,2.5,0,0,0
cascade_31_20,Cascade,8,0.1875,4.111111111111111,1,0,0
cascade_31_40,Cascade,5,0.28,2.8333333333333335,0,0,0
cascade_32_10,Cascade,9,0.1728395061728395,2.6666666666666665,2,0,0
cascade_32_20,Cascade,12,0.09722222222222222,3.0,0,0,0
cascade_32_40,Cascade,3,0.2222222222222222,3.0,0,0,0
cascade_33_10,Cascade,5,0.28,2.75,0,0,0
cascade_33_20,Cascade,12,0.11805555555555555,3.4,3,0,0
cascade_33_40,Cascade,4,0.25,3.5,0,0,0
cascade_34_10,Cascade,5,0.2,3.0,0,0,0
cascade_34_20,Cascade,13,0.1301775147928994,2.6666666666666665,4,0,0
cascade_34_40,Cascade,5,0.2,3.25,0,0,0
cascade_35_10,Cascade,4,0.1875,2.5,0,0,0
cascade_35_20,Cascade,5,0.16,3.5,0,0,0
cascade_35_40,Cascade,10,0.08,3.0,0,0,0
cascade_36_10,Cascade,3,0.2222222222222222,3.0,0,0,0
cascade_36_20,Cascade,12,0.1388888888888889,3.0,2,0,0
cascade_36_40,Cascade,5,0.16,3.0,0,0,0
cascade_37_10,Cascade,7,0.12244897959183673,2.6666666666666665,0,0,0
cascade_37_20,Cascade,3,0.2222222222222222,3.0,0,0,0
cascade_37_40,Cascade,12,0.08333333333333333,3.0,0,0,0
cascade_38_10,Cascade,8,0.15625,2.25,0,0,0
cascade_38_20,Cascade,9,0.19753086419753085,3.2916666666666665,1,0,0
cascade_38_40,Cascade,11,0.11570247933884298,3.2,0,0,0
cascade_39_10,Cascade,5,0.2,2.6666666666666665,0,0,0
cascade_39_20,Cascade,16,0.0703125,3.0,0,0,0
cascade_39_40,Cascade,8,0.140625,3.25,0,0,0
cascade_3_10,Cascade,10,0.1,3.0,0,0,0
cascade_3_20,Cascade,3,0.2222222222222222,3.0,0,0,0
cascade_3_40,Cascade,3,0.2222222222222222,3.0,0,0,0
cascade_40_10,Cascade,3,0.2222222222222222,3.0,0,0,0
cascade_40_20,Cascade,7,0.2857142857142857,3.520833333333333,0,0,0
cascade_40_40,Cascade,16,0.0703125,3.6666666666666665,0,0,0
cascade_41_10,Cascade,6,0.2777777777777778,2.5,0,0,0
cascade_41_20,Cascade,9,0.07407407407407407,3.0,0,0,0
cascade_41_40,Cascade,5,0.32,2.666666666666667,0,0,0
cascade_42_10,Cascade,3,0.2222222222222222,3.0,0,0,0
cascade_42_20,Cascade,6,0.25,3.4166666666666665,0,0,0
cascade_42_40,Cascade,11,0.18181818181818182,3.875,4,0,0
cascade_43_10,Cascade,8,0.28125,2.9166666666666665,1,0,0
cascade_43_20,Cascade,7,0.2857142857142857,3.4333333333333336,0,0,0
cascade_43_40,Cascade,8,0.125,3.0,0,0,0
cascade_44_10,Cascade,8,0.234375,2.9666666666666672,0,0,0
cascade_44_20,Cascade,8,0.171875,4.249999999999999,0,0,0
cascade_44_40,Cascade,7,0.12244897959183673,3.0,0,0,0
cascade_45_10,Cascade,3,0.2222222222222222,3.0,0,0,0
cascade_45_20,Cascade,5,0.2,3.5,0,0,0
cascade_45_40,Cascade,3,0.2222222222222222,3.0,0,0,0
cascade_46_10,Cascade,4,0.1875,2.0,0,0,0
cascade_46_20,Cascade,3,0.2222222222222222,3.0,0,0,0
cascade_46_40,Cascade,7,0.20408163265306123,3.333333333333333,0,0,0
cascade_47_10,Cascade,3,0.3333333333333333,2.5,0,0,0
cascade_47_20,Cascade,6,0.16666666666666666,3.0,0,0,0
cascade_47_40,Cascade,7,0.14285714285714285,4.0,0,0,0
cascade_48_10,Cascade,6,0.19444444444444445,3.333333333333333,0,0,0
cascade_48_20,Cascade,3,0.2222222222222222,3.0,0,0,0
cascade_48_40,Cascade,19,0.05263157894736842,3.5,1,0,0
cascade_49_10,Cascade,3,0.2222222222222222,3.0,0,0,0
cascade_49_20,Cascade,8,0.140625,3.0,0,0,0
cascade_49_40,Cascade,6,0.19444444444444445,3.6666666666666665,0,0,0
cascade_4_10,Cascade,5,0.16,3.0,0,0,0
cascade_4_20,Cascade,9,0.16049382716049382,3.0,0,0,0
cascade_4_40,Cascade,9,0.12345679012345678,3.0,0,0,0
cascade_50_10,Cascade,4,0.1875,3.0,0,0,0
cascade_50_20,Cascade,7,0.1836734693877551,3.0,0,0,0
cascade_50_40,Cascade,10,0.17,3.0,0,0,0
cascade_51_10,Cascade,6,0.19444444444444445,3.0,0,0,0
cascade_51_20,Cascade,7,0.12244897959183673,3.0,0,0,0
cascade_51_40,Cascade,9,0.14814814814814814,4.0,0,0,0
cascade_52_10,Cascade,5,0.24,3.0,0,0,0
cascade_52_20,Cascade,7,0.1836734693877551,3.1666666666666665,0,0,0
cascade_52_40,Cascade,10,0.11,3.0,0,0,0
cascade_53_10,Cascade,7,0.12244897959183673,3.0,0,0,0
cascade_53_20,Cascade,7,0.20408163265306123,3.333333333333333,0,0,0
cascade_53_40,Cascade,6,0.3055555555555556,2.9583333333333335,0,0,0
cascade_54_10,Cascade,6,0.16666666666666666,3.166666666666666,0,0,0
cascade_54_20,Cascade,9,0.16049382716049382,3.0,0,0,0
cascade_54_40,Cascade,21,0.05215419501133787,4.333333333333333,1,0,0
cascade_55_10,Cascade,6,0.1388888888888889,3.0,0,0,0
cascade_55_20,Cascade,5,0.24,3.0,0,0,0
cascade_55_40,Cascade,8,0.203125,3.5,1,0,0
cascade_56_10,Cascade,5,0.16,2.5,0,0,0
cascade_56_20,Cascade,8,0.296875,3.45,1,0,0
cascade_56_40,Cascade,6,0.19444444444444445,3.0,0,0,0
cascade_57_10,Cascade,7,0.10204081632653061,2.0,0,0,0
cascade_57_20,Cascade,3,0.2222222222222222,3.0,0,0,0
cascade_57_40,Cascade,6,0.19444444444444445,3.0,0,0,0
cascade_58_10,Cascade,5,0.12,3.0,0,0,0
cascade_58_20,Cascade,10,0.13,3.4444444444444446,0,0,0
cascade_58_40,Cascade,11,0.09090909090909091,4.25,0,0,0
cascade_59_10,Cascade,6,0.1111111111111111,3.0,0,0,0
cascade_59_20,Cascade,10,0.13,3.0,1,0,0
cascade_59_40,Cascade,7,0.22448979591836735,3.375,0,0,0
cascade_5_10,Cascade,3,0.2222222222222222,3.0,0,0,0
cascade_5_20,Cascade,6,0.2222222222222222,2.4166666666666665,0,0,0
cascade_5_40,Cascade,5,0.16,3.0,0,0,0
cascade_60_10,Cascade,4,0.3125,3.25,0,0,0
cascade_60_20,Cascade,3,0.2222222222222222,3.0,0,0,0
cascade_60_40,Cascade,6,0.19444444444444445,3.6666666666666665,0,0,0
cascade_61_10,Cascade,8,0.140625,2.7777777777777777,1,0,0
cascade_61_20,Cascade,12,0.09027777777777778,3.0,0,0,0
cascade_61_40,Cascade,6,0.2222222222222222,3.333333333333333,0,0,0
cascade_62_10,Cascade,3,0.3333333333333333,2.5,0,0,0
cascade_62_20,Cascade,8,0.171875,3.0,0,0,0
cascade_62_40,Cascade,15,0.08,3.0,0,0,0
cascade_63_10,Cascade,5,0.16,2.5,0,0,0
cascade_63_20,Cascade,9,0.1728395061728395,3.0,0,0,0
cascade_63_40,Cascade,7,0.14285714285714285,3.0,0,0,0
cascade_64_10,Cascade,7,0.1836734693877551,2.4000000000000004,0,0,0
cascade_64_20,Cascade,11,0.10743801652892562,3.0,0,0,0
cascade_64_40,Cascade,4,0.3125,2.5,0,0,0
cascade_65_10,Cascade,8,0.3125,3.015873015873016,1,0,0
cascade_65_20,Cascade,7,0.20408163265306123,3.25,0,0,0
cascade_65_40,Cascade,4,0.25,3.5,0,0,0
cascade_66_10,Cascade,3,0.2222222222222222,3.0,0,0,0
cascade_66_20,Cascade,3,0.2222222222222222,3.0,0,0,0
cascade_66_40,Cascade,8,0.125,3.5,0,0,0
cascade_67_10,Cascade,6,0.1111111111111111,2.0,0,0,0
cascade_67_20,Cascade,8,0.265625,3.4000000000000004,1,0,0
cascade_67_40,Cascade,14,0.08673469387755102,3.1666666666666665,1,0,0
cascade_68_10,Cascade,9,0.06172839506172839,3.0,0,0,0
cascade_68_20,Cascade,4,0.1875,2.5,0,0,0
cascade_68_40,Cascade,8,0.15625,3.0,0,0,0
cascade_69_10,Cascade,9,0.06172839506172839,2.0,0,0,0
cascade_69_20,Cascade,5,0.36,2.9166666666666665,0,0,0
cascade_69_40,Cascade,11,0.08264462809917356,3.0,0,0,0
cascade_6_10,Cascade,6,0.19444444444444445,2.5,0,0,0
cascade_6_20,Cascade,6,0.1111111111111111,3.0,0,0,0
cascade_6_40,Cascade,10,0.19,2.85,0,0,0
cascade_70_10,Cascade,9,0.09876543209876543,2.6666666666666665,0,0,0
cascade_70_20,Cascade,8,0.203125,3.3000000000000003,0,0,0
cascade_70_40,Cascade,8,0.15625,3.0,0,0,0
cascade_71_10,Cascade,6,0.19444444444444445,3.25,0,0,0
cascade_71_20,Cascade,6,0.1388888888888889,3.0,0,0,0
cascade_71_40,Cascade,6,0.2222222222222222,3.1666666666666665,0,0,0
cascade_72_10,Cascade,8,0.1875,2.8888888888888893,1,0,0
cascade_72_20,Cascade,10,0.12,3.0,0,0,0
cascade_72_40,Cascade,13,0.11834319526627218,3.75,2,0,0
cascade_73_10,Cascade,8,0.09375,3.5,0,0,0
cascade_73_20,Cascade,10,0.13,3.25,0,0,0
cascade_73_40,Cascade,10,0.11,3.0,0,0,0
cascade_74_10,Cascade,3,0.2222222222222222,3.0,0,0,0
cascade_74_20,Cascade,6,0.3055555555555556,2.7777777777777772,0,0,0
cascade_74_40,Cascade,11,0.19834710743801653,2.99074074074074,6,0,0
cascade_75_10,Cascade,4,0.25,2.5,0,0,0
cascade_75_20,Cascade,14,0.14285714285714285,2.803571428571428,5,0,0
cascade_75_40,Cascade,11,0.10743801652892562,3.375,0,0,0
cascade_76_10,Cascade,5,0.2,3.0,0,0,0
cascade_76_20,Cascade,6,0.25,2.444444444444444,0,0,0
cascade_76_40,Cascade,5,0.24,3.0,0,0,0
cascade_77_10,Cascade,3,0.2222222222222222,2.0,0,0,0
cascade_77_20,Cascade,11,0.1652892561983471,3.3333333333333335,1,0,0
cascade_77_40,Cascade,6,0.2777777777777778,2.875,0,0,0
cascade_78_10,Cascade,7,0.12244897959183673,2.25,0,0,0
cascade_78_20,Cascade,7,0.20408163265306123,3.0,0,0,0
cascade_78_40,Cascade,5,0.28,2.3333333333333335,0,0,0
cascade_79_10,Cascade,6,0.16666666666666666,3.0,0,0,0
cascade_79_20,Cascade,4,0.3125,2.333333333333333,0,0,0
cascade_79_40,Cascade,10,0.2,3.2300000000000004,2,0,0
cascade_7_10,Cascade,9,0.14814814814814814,3.166666666666667,0,0,0
cascade_7_20,Cascade,3,0.2222222222222222,3.0,0,0,0
cascade_7_40,Cascade,7,0.1836734693877551,3.5,0,0,0
cascade_80_10,Cascade,5,0.16,2.0,0,0,0
cascade_80_20,Cascade,4,0.25,2.333333333333333,0,0,0
cascade_80_40,Cascade,7,0.1836734693877551,3.0,0,0,0
cascade_81_10,Cascade,4,0.25,2.5,0,0,0
cascade_81_20,Cascade,8,0.234375,3.3333333333333335,0,0,0
cascade_81_40,Cascade,9,0.16049382716049382,3.125,1,0,0
cascade_82_10,Cascade,6,0.2222222222222222,3.166666666666666,0,0,0
cascade_82_20,Cascade,10,0.24,3.166666666666666,2,0,0
cascade_82_40,Cascade,6,0.16666666666666666,3.0,0,0,0
cascade_83_10,Cascade,6,0.19444444444444445,3.0,0,0,0
cascade_83_20,Cascade,9,0.12345679012345678,3.0,0,0,0
cascade_83_40,Cascade,7,0.12244897959183673,3.0,0,0,0
cascade_84_10,Cascade,5,0.16,3.0,0,0,0
cascade_84_20,Cascade,6,0.1111111111111111,3.0,0,0,0
cascade_84_40,Cascade,6,0.25,3.5833333333333335,0,0,0
cascade_85_10,Cascade,4,0.1875,3.0,0,0,0
cascade_85_20,Cascade,9,0.09876543209876543,3.5,0,0,0
cascade_85_40,Cascade,5,0.2,2.5,0,0,0
cascade_86_10,Cascade,9,0.07407407407407407,2.0,0,0,0
cascade_86_20,Cascade,3,0.2222222222222222,3.0,0,0,0
cascade_86_40,Cascade,22,0.07231404958677685,3.333333333333333,11,0,0
cascade_87_10,Cascade,6,0.19444444444444445,2.6666666666666665,0,0,0
cascade_87_20,Cascade,11,0.24793388429752067,3.3911111111111114,3,0,0
cascade_87_40,Cascade,18,0.07098765432098765,3.666666666666667,2,0,0
cascade_88_10,Cascade,5,0.2,3.0,0,0,0
cascade_88_20,Cascade,4,0.25,2.5,0,0,0
cascade_88_40,Cascade,7,0.24489795918367346,2.6666666666666665,1,0,0
cascade_89_10,Cascade,8,0.109375,2.5,0,0,0
cascade_89_20,Cascade,7,0.14285714285714285,2.5,0,0,0
cascade_89_40,Cascade,9,0.13580246913580246,3.5,0,0,0
cascade_8_10,Cascade,4,0.25,3.5,0,0,0
cascade_8_20,Cascade,3,0.2222222222222222,3.0,0,0,0
cascade_8_40,Cascade,15,0.12,3.166666666666666,4,0,0
cascade_90_10,Cascade,6,0.2777777777777778,2.9444444444444446,1,0,0
cascade_90_20,Cascade,8,0.1875,3.25,1,0,0
cascade_90_40,Cascade,6,0.25,2.8333333333333335,0,0,0
cascade_91_10,Cascade,3,0.2222222222222222,2.0,0,0,0
