fw_ID,model,richness_equilibrium,connectance_equilibrium,persistence,max_trophic_level,total_biomass,cv_total_biomass,shannon,evenness,resilience,reactivity
adbm_1,ADBM,10.0,0.24,0.6666666666666666,3.2678571428571423,3.557114773777087,5.696494426645699e-7,1.8884312945037376,0.8201352906563878,-0.0022670803490168583,0.19447018020098517
adbm_10,ADBM,7.0,0.102,0.4666666666666667,3.0,1.2196844299007434,0.0018804375229419322,1.125252740795819,0.5782655182419901,-0.0007308776745728932,0.09382053267015614
adbm_100,ADBM,6.0,0.278,0.4,2.4,3.019142383877003,0.000608391208702667,1.130642439837208,0.631023560502975,-0.0005613551225976303,-0.0005613543691368773
adbm_11,ADBM,2.0,0.25,0.13333333333333333,2.0,0.4371711871749132,1.3737968893318733e-12,0.6657027806950686,0.9604061004147687,-0.259402157474518,0.00010899771545834346
adbm_12,ADBM,10.0,0.17,0.6666666666666666,5.0,1.970127798655922,0.0006814961666031377,1.4613415120544548,0.634652554861404,2.3941611507456024e-5,0.12495570500316298
adbm_13,ADBM,11.0,0.174,0.7333333333333333,5.033333333333333,2.144317684702372,0.0008782230467789773,1.7431062666362998,0.7269317748819261,-0.0006771049673178831,0.18710386684919308
adbm_14,ADBM,7.0,0.306,0.4666666666666667,2.7333333333333334,2.022349242958923,0.0016261384600362958,0.7544654721729102,0.38771855552486983,-0.0007529294452596998,-0.0007529216955765957
adbm_15,ADBM,2.0,0.25,0.13333333333333333,2.0,0.8350057518984575,2.661861701522479e-16,0.6885084387701896,0.9933077102239551,-0.31841610624465116,0.005271308376950782
adbm_16,ADBM,9.0,0.148,0.6,4.0,2.1195512907652287,0.0022214461785891857,1.7391277533464002,0.7915111506056483,-0.00041647601276272256,0.007691571634296464
adbm_17,ADBM,7.0,0.122,0.4666666666666667,4.0,3.2643372744379806,5.1623564372943334e-5,1.4930950786476973,0.7672990859174842,-0.00152559444693722,0.08073806455500208
adbm_18,ADBM,10.0,0.14,0.6666666666666666,4.0,4.218279975882516,0.000257902234914684,1.602398678809785,0.6959129040161508,-0.0008727213271934806,0.04758827752044907
adbm_19,ADBM,5.0,0.2,0.3333333333333333,3.0,2.2529449185525774,5.532821165250106e-6,1.2740543866281226,0.791614498940971,-0.0030687950945436373,0.1012108029992462
adbm_2,ADBM,4.0,0.375,0.26666666666666666,2.833333333333333,1.5409399955836602,1.4424116694353216e-16,1.27797717753189,0.9218656681972661,-0.03479519710604774,0.06528552231690041
adbm_20,ADBM,10.0,0.19,0.6666666666666666,3.0,3.40180063550415,0.0022286761535287272,1.5653015654493014,0.6798018323891534,-0.0004459102906305207,0.27499320577871317
adbm_21,ADBM,5.0,0.32,0.3333333333333333,2.875,1.809336001500442,1.3414030039832427e-5,1.2095118383180568,0.7515119589104257,-0.000509690450219773,0.05755980334800978
adbm_22,ADBM,8.0,0.188,0.5333333333333333,2.642857142857143,2.3378920078893715,1.2601808540685764e-6,1.66411571118275,0.8002704946629214,-0.00403038081263721,0.002116098870886723
adbm_23,ADBM,9.0,0.111,0.6,2.6,3.2208046077499004,2.660091528960679e-6,1.7664517668301687,0.8039468450565516,-0.0009422521586988457,0.005916241137723434
adbm_24,ADBM,4.0,0.125,0.26666666666666666,2.0,0.6250122826494708,4.4702265893697596e-5,0.6548138834997317,0.47234837121515316,-0.0017423196159593475,0.004246141210261279
adbm_25,ADBM,9.0,0.16,0.6,3.0,3.350908804767887,0.0005787398974285639,1.7552832440762942,0.7988638312995261,-0.0009229421532050495,0.42116184655725236
adbm_26,ADBM,11.0,0.264,0.7333333333333333,3.333333333333334,3.5056132979665073,7.722060386157519e-5,1.3868472697239362,0.5783602334331599,-0.00032199835031684865,0.004202234965713098
adbm_27,ADBM,11.0,0.182,0.7333333333333333,5.0,3.0557662937273893,0.0012952611001407386,2.0204516612336194,0.8425937880413474,-0.0004865493082949425,0.1586635892064343
adbm_28,ADBM,7.0,0.367,0.4666666666666667,3.166666666666667,1.029148186729356,0.003341907592688117,0.1471161630881461,0.07560275234679618,-0.0006550122374299088,-0.0006550116983842299
adbm_29,ADBM,7.0,0.163,0.4666666666666667,2.25,3.4371435407994797,0.0002779538416747683,1.3423568124210645,0.6898349407719274,-0.0008358609162833051,0.00512095258814486
adbm_3,ADBM,7.0,0.184,0.4666666666666667,4.0,1.9833255197816237,0.0003609129844721464,1.384350200323122,0.7114152732052847,-0.0009350885706955934,0.07470432528508042
adbm_30,ADBM,14.0,0.26,0.9333333333333333,4.010353535353535,4.2816874888989505,0.0002186264644159132,2.1161774257404486,0.8018686831820212,-0.0002848411558212904,0.07885606830877734
adbm_31,ADBM,4.0,0.312,0.26666666666666666,2.5,1.1832893094971724,4.873230412501734e-6,1.0256266915227001,0.7398332708315771,-0.0005636866599927059,0.1247942788490905
adbm_32,ADBM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN
adbm_33,ADBM,5.0,0.28,0.3333333333333333,3.25,1.041724654492102,3.4371928456654075e-7,1.4412430301225985,0.8954946438057214,-0.00812105408357723,0.05793184957894055
adbm_34,ADBM,7.0,0.102,0.4666666666666667,3.0,2.270872967961352,2.2081263416236537e-6,1.1521885556450258,0.592107788843376,-0.002316416671803873,0.08727103341192102
adbm_35,ADBM,8.0,0.297,0.5333333333333333,3.1000000000000005,2.727275289236082,9.308040181586171e-8,1.7271507207381942,0.8305839265589307,-0.0022001392361445707,0.1555702751078258
adbm_36,ADBM,6.0,0.139,0.4,2.5,1.8161331717228064,0.00044146141720406647,1.0095960384854992,0.5634662776027991,-0.0011024198805527114,0.031197773798125283
adbm_37,ADBM,8.0,0.188,0.5333333333333333,3.333333333333333,3.197582437695504,0.00017779737904583933,1.3292844972980813,0.6392507173941736,-0.0006736472830599623,0.016148786785040586
adbm_38,ADBM,5.0,0.12,0.3333333333333333,2.0,1.9665582667790766,0.001836840772924179,1.0800254641549076,0.6710575510934039,-0.0004286568393263624,0.0002161540983089909
adbm_39,ADBM,9.0,0.099,0.6,4.0,3.311255370058754,0.00010003829264629211,1.6622365752814259,0.7565164673775039,-0.0011298192427750568,0.32119322994609295
adbm_4,ADBM,14.0,0.179,0.9333333333333333,4.40952380952381,2.7377367312378853,0.0004290783592760647,1.8588728586067502,0.7043700179403646,-0.0009779800913332138,0.03699238920698925
adbm_40,ADBM,4.0,0.125,0.26666666666666666,2.0,1.4672196899451908,0.0029522941501807713,1.288706878645086,0.9296055114903804,-0.010980691050426563,0.12033619284199314
adbm_41,ADBM,7.0,0.245,0.4666666666666667,3.2,2.1888954535945713,3.7686826657714705e-5,1.4689300910617549,0.7548807388536828,-0.0015459918409663565,0.03334882976367475
adbm_42,ADBM,4.0,0.25,0.26666666666666666,2.0,2.433284155980787,7.1659630967051935e-6,0.9696364005022831,0.6994448132350343,-0.0011477846142725144,0.02866666188189876
adbm_43,ADBM,11.0,0.182,0.7333333333333333,4.0,4.818802531149858,7.860989155777951e-6,1.9173379244101745,0.7995920197851759,-0.0012512768040718618,0.022958023624259853
adbm_44,ADBM,4.0,0.25,0.26666666666666666,2.5,0.8179611039842751,9.48947328897571e-16,1.2784738763356696,0.9222239606477802,-0.01186758624522367,0.07484841979921723
adbm_45,ADBM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NaN,NaN
adbm_46,ADBM,4.0,0.375,0.26666666666666666,2.833333333333333,1.231301394379332,4.3673169919781024e-7,1.169027197114166,0.843274869970466,-0.020374331199674627,0.08360986644767007
adbm_47,ADBM,6.0,0.25,0.4,3.25,2.210987421837613,2.124999145864112e-6,1.0738532068345044,0.5993288860904713,-0.002048764061202582,0.007588359859126652
adbm_48,ADBM,4.0,0.188,0.26666666666666666,4.0,1.3651913547885435,1.490856938633413e-9,1.0982099302158803,0.7921910100887326,-0.015720171330749575,0.0442038415980353
adbm_49,ADBM,14.0,0.219,0.9333333333333333,3.962962962962963,3.0998239435460553,0.0003583221602109144,2.0630198005499336,0.7817260267137494,-3.227053611971988e-5,0.0022819113075806564
adbm_5,ADBM,13.0,0.213,0.8666666666666667,3.275,3.787693857105289,0.001825013560024567,1.9004717245275908,0.7409392778064195,-0.0006057659364433122,0.0319121725122836
