fw_ID,model,S_initial,connectance_initial,prop_basal_initial,mx_tl_initial,mean_FCL_initial,closed_loops_initial,isolated_initial,illogical_initial
maxent_35,MaxEnt,15,0.16444444444444445,0.26666666666666666,1.1644444444444446,0.0,110,1,
ltm_36,LTM,15,0.28888888888888886,0.0,1.6222222222222225,NaN,342,0,0
ltm_laura_36,LTM_Laura,15,0.13777777777777778,0.13333333333333333,1.1866666666666665,0.0,4,1,1
atn_36,ATN,15,0.14666666666666667,0.3333333333333333,1.2266666666666668,2.4782608695652173,0,2,4
adbm_36,ADBM,15,0.15555555555555556,0.26666666666666666,1.2755555555555556,3.2564102564102564,0,3,3
niche_36,Niche,15,0.25333333333333335,0.13333333333333333,1.422222222222222,3.7039106145251397,0,0,
cascade_36,Cascade,15,0.28,0.06666666666666667,1.4977777777777774,5.208955223880597,0,0,
random_36,Random,15,0.28888888888888886,0.0,1.2888888888888885,NaN,40477,0,
maxent_36,MaxEnt,15,0.20444444444444446,0.06666666666666667,1.4,4.705882352941177,60,0,
ltm_37,LTM,15,0.3466666666666667,0.0,1.8755555555555554,NaN,7959,0,0
ltm_laura_37,LTM_Laura,15,0.16444444444444445,0.06666666666666667,1.328888888888889,4.833333333333333,6,0,1
atn_37,ATN,15,0.13777777777777778,0.13333333333333333,1.2711111111111113,3.5161290322580645,0,0,2
adbm_37,ADBM,15,0.08,0.4666666666666667,1.1422222222222222,2.1333333333333333,0,1,7
niche_37,Niche,15,0.1111111111111111,0.5333333333333333,1.1333333333333333,1.4666666666666666,0,1,
cascade_37,Cascade,15,0.18222222222222223,0.13333333333333333,1.311111111111111,4.021739130434782,0,0,
random_37,Random,15,0.14666666666666667,0.13333333333333333,1.3377777777777777,4.4324324324324325,14,0,
maxent_37,MaxEnt,15,0.13777777777777778,0.2,1.2577777777777777,2.909090909090909,26,2,
ltm_38,LTM,15,0.21777777777777776,0.06666666666666667,1.297777777777778,6.772151898734177,196,0,1
ltm_laura_38,LTM_Laura,15,0.1111111111111111,0.13333333333333333,1.1777777777777778,3.5357142857142856,1,0,2
atn_38,ATN,15,0.09333333333333334,0.3333333333333333,1.1733333333333333,2.1904761904761907,0,1,4
adbm_38,ADBM,15,0.15555555555555556,0.3333333333333333,1.2533333333333332,3.0425531914893615,0,0,5
niche_38,Niche,15,0.06222222222222222,0.3333333333333333,1.0800000000000003,1.3076923076923077,0,3,
cascade_38,Cascade,15,0.13333333333333333,0.2,1.2177777777777778,2.3225806451612905,0,0,
random_38,Random,15,0.1511111111111111,0.2,1.3777777777777775,5.678571428571429,28,0,
maxent_38,MaxEnt,15,0.11555555555555555,0.26666666666666666,1.1733333333333331,3.923076923076923,2,0,
ltm_39,LTM,15,0.28,0.0,1.5555555555555556,NaN,1051,0,0
ltm_laura_39,LTM_Laura,15,0.09777777777777778,0.26666666666666666,1.1155555555555554,5.0,6,2,2
atn_39,ATN,15,0.09333333333333334,0.2,1.1600000000000001,4.321428571428571,0,1,2
adbm_39,ADBM,15,0.1288888888888889,0.26666666666666666,1.1866666666666668,3.5757575757575757,0,1,3
niche_39,Niche,15,0.22666666666666666,0.13333333333333333,1.4044444444444444,3.663716814159292,0,1,
cascade_39,Cascade,15,0.24,0.13333333333333333,1.448888888888889,4.487562189054726,0,0,
random_39,Random,15,0.23555555555555555,0.0,1.2355555555555549,NaN,5553,0,
maxent_39,MaxEnt,15,0.1511111111111111,0.2,1.2933333333333334,0.0,18,3,
ltm_40,LTM,15,0.27555555555555555,0.0,1.6355555555555557,NaN,112,0,0
ltm_laura_40,LTM_Laura,15,0.13333333333333333,0.13333333333333333,1.2399999999999998,3.869565217391304,6,0,2
atn_40,ATN,15,0.12444444444444444,0.13333333333333333,1.2,5.666666666666667,0,0,2
adbm_40,ADBM,15,0.18666666666666668,0.2,1.3244444444444443,3.2982456140350878,0,1,3
niche_40,Niche,15,0.09333333333333334,0.26666666666666666,1.1155555555555554,1.7222222222222223,0,1,
cascade_40,Cascade,15,0.11555555555555555,0.3333333333333333,1.1999999999999997,2.5294117647058822,0,0,
random_40,Random,15,0.12,0.13333333333333333,1.2933333333333334,2.0,3,1,
maxent_40,MaxEnt,15,0.1111111111111111,0.26666666666666666,1.1955555555555555,3.65,4,1,
ltm_41,LTM,15,0.28,0.0,1.671111111111111,NaN,1844,0,0
ltm_laura_41,LTM_Laura,15,0.1111111111111111,0.26666666666666666,1.1866666666666665,2.875,2,1,3
atn_41,ATN,15,0.10222222222222223,0.13333333333333333,1.1733333333333331,4.454545454545454,0,0,2
adbm_41,ADBM,15,0.16,0.13333333333333333,1.3288888888888883,3.3658536585365852,0,0,2
niche_41,Niche,15,0.23555555555555555,0.13333333333333333,1.3555555555555556,3.090909090909091,0,0,
cascade_41,Cascade,15,0.28444444444444444,0.06666666666666667,1.6177777777777778,6.313278008298755,0,0,
random_41,Random,15,0.28,0.0,1.2799999999999998,NaN,26473,0,
maxent_41,MaxEnt,15,0.22666666666666666,0.13333333333333333,1.4888888888888892,5.189655172413793,28,0,
ltm_42,LTM,15,0.3022222222222222,0.06666666666666667,1.582222222222222,0.0,1416,1,0
ltm_laura_42,LTM_Laura,15,0.12444444444444444,0.06666666666666667,1.1866666666666668,4.975,2,0,1
atn_42,ATN,15,0.1288888888888889,0.26666666666666666,1.2533333333333332,5.345132743362832,0,1,3
adbm_42,ADBM,15,0.18666666666666668,0.4,1.1911111111111112,5.1891891891891895,0,3,3
niche_42,Niche,15,0.23555555555555555,0.2,1.3511111111111112,3.4709302325581395,0,1,
cascade_42,Cascade,15,0.29777777777777775,0.13333333333333333,1.4177777777777776,5.308333333333334,0,0,
random_42,Random,15,0.2577777777777778,0.0,1.2577777777777777,NaN,12016,0,
maxent_42,MaxEnt,15,0.15555555555555556,0.2,1.2666666666666666,2.5,7,1,
ltm_43,LTM,15,0.28444444444444444,0.0,1.6711111111111108,NaN,1124,0,0
ltm_laura_43,LTM_Laura,15,0.09333333333333334,0.26666666666666666,1.16,1.8333333333333333,2,0,4
atn_43,ATN,15,0.1288888888888889,0.2,1.2133333333333334,2.6875,0,0,3
adbm_43,ADBM,15,0.22666666666666666,0.2,1.3955555555555557,4.112,0,1,3
niche_43,Niche,15,0.27555555555555555,0.06666666666666667,1.5333333333333334,4.362980769230769,0,0,
cascade_43,Cascade,15,0.23555555555555555,0.06666666666666667,1.4666666666666663,4.901840490797546,0,0,
random_43,Random,15,0.2311111111111111,0.0,1.2311111111111108,NaN,5774,0,
maxent_43,MaxEnt,15,0.14222222222222222,0.13333333333333333,1.262222222222222,1.25,7,1,
ltm_44,LTM,15,0.22666666666666666,0.0,1.608888888888889,NaN,49,0,0
ltm_laura_44,LTM_Laura,15,0.12,0.2,1.1911111111111112,0.6666666666666666,2,1,3
atn_44,ATN,15,0.14222222222222222,0.13333333333333333,1.3066666666666664,5.283333333333333,0,0,2
adbm_44,ADBM,15,0.22666666666666666,0.13333333333333333,1.6222222222222222,4.568965517241379,0,0,2
niche_44,Niche,15,0.2311111111111111,0.13333333333333333,1.4355555555555557,4.1875,0,1,
cascade_44,Cascade,15,0.26666666666666666,0.13333333333333333,1.4355555555555557,5.2518796992481205,0,0,
random_44,Random,15,0.2577777777777778,0.06666666666666667,1.2577777777777774,NaN,5590,0,
maxent_44,MaxEnt,15,0.17777777777777778,0.3333333333333333,1.2488888888888885,4.029411764705882,43,0,
ltm_45,LTM,15,0.2311111111111111,0.0,1.4222222222222223,NaN,36,0,0
ltm_laura_45,LTM_Laura,15,0.08888888888888889,0.26666666666666666,1.1466666666666667,2.4761904761904763,1,1,4
atn_45,ATN,15,0.1111111111111111,0.13333333333333333,1.1644444444444444,5.176470588235294,0,1,1
adbm_45,ADBM,15,0.16444444444444445,0.2,1.208888888888889,4.098039215686274,0,2,2
niche_45,Niche,15,0.017777777777777778,0.7333333333333333,1.0222222222222221,0.3333333333333333,0,9,
cascade_45,Cascade,15,0.07555555555555556,0.4666666666666667,1.1244444444444446,1.9545454545454546,0,3,
random_45,Random,15,0.057777777777777775,0.4,1.111111111111111,2.0,0,1,
maxent_45,MaxEnt,15,0.05333333333333334,0.5333333333333333,1.071111111111111,1.0,1,5,
ltm_46,LTM,15,0.28,0.0,1.5288888888888887,NaN,65,0,0
ltm_laura_46,LTM_Laura,15,0.10222222222222223,0.2,1.1911111111111112,3.8333333333333335,3,1,2
atn_46,ATN,15,0.1288888888888889,0.26666666666666666,1.2044444444444442,2.2962962962962963,0,0,4
adbm_46,ADBM,15,0.22666666666666666,0.06666666666666667,1.2977777777777777,4.214285714285714,0,0,1
niche_46,Niche,15,0.25333333333333335,0.2,1.5555555555555558,4.654088050314465,0,0,
cascade_46,Cascade,15,0.21777777777777776,0.13333333333333333,1.3955555555555557,4.1375,0,0,
random_46,Random,15,0.2222222222222222,0.13333333333333333,1.4400000000000002,2.9166666666666665,434,0,
maxent_46,MaxEnt,15,0.12444444444444444,0.26666666666666666,1.1733333333333331,4.25,16,0,
ltm_47,LTM,15,0.2,0.0,1.44,NaN,77,0,0
ltm_laura_47,LTM_Laura,15,0.1111111111111111,0.06666666666666667,1.2177777777777776,2.3333333333333335,4,0,1
atn_47,ATN,15,0.11555555555555555,0.26666666666666666,1.1733333333333331,2.9166666666666665,0,0,4
adbm_47,ADBM,15,0.16444444444444445,0.3333333333333333,1.2177777777777776,3.018867924528302,0,1,5
niche_47,Niche,15,0.17777777777777778,0.13333333333333333,1.3777777777777775,3.963636363636364,0,1,
cascade_47,Cascade,15,0.18666666666666668,0.26666666666666666,1.3466666666666667,3.3968253968253967,0,0,
random_47,Random,15,0.18666666666666668,0.06666666666666667,1.1866666666666665,NaN,442,0,
maxent_47,MaxEnt,15,0.11555555555555555,0.26666666666666666,1.1555555555555554,2.3125,1,1,
ltm_48,LTM,15,0.24888888888888888,0.0,1.6799999999999997,NaN,473,0,0
ltm_laura_48,LTM_Laura,15,0.1288888888888889,0.2,1.1822222222222223,2.1818181818181817,2,0,3
atn_48,ATN,15,0.09777777777777778,0.4,1.151111111111111,2.1333333333333333,0,2,6
adbm_48,ADBM,15,0.19555555555555557,0.3333333333333333,1.32,2.8,0,1,4
niche_48,Niche,15,0.14666666666666667,0.4,1.2577777777777777,2.595744680851064,0,1,
cascade_48,Cascade,15,0.19111111111111112,0.06666666666666667,1.3866666666666667,4.618421052631579,0,0,
random_48,Random,15,0.17333333333333334,0.06666666666666667,1.1955555555555553,NaN,64,0,
maxent_48,MaxEnt,15,0.07555555555555556,0.4,1.102222222222222,1.5,0,1,
ltm_49,LTM,15,0.27555555555555555,0.0,1.5022222222222221,NaN,153,0,0
ltm_laura_49,LTM_Laura,15,0.10222222222222223,0.2,1.1733333333333331,1.8,2,1,2
atn_49,ATN,15,0.09333333333333334,0.3333333333333333,1.16,3.558139534883721,0,2,3
adbm_49,ADBM,15,0.1511111111111111,0.13333333333333333,1.1866666666666668,4.371428571428571,0,0,2
niche_49,Niche,15,0.2088888888888889,0.4,1.3688888888888888,3.152046783625731,0,2,
cascade_49,Cascade,15,0.1511111111111111,0.2,1.2577777777777777,3.671875,0,0,
random_49,Random,15,0.14222222222222222,0.0,1.262222222222222,NaN,33,0,
maxent_49,MaxEnt,15,0.08888888888888889,0.5333333333333333,1.1199999999999999,1.5833333333333333,0,3,
ltm_50,LTM,15,0.3022222222222222,0.0,1.751111111111111,NaN,77,0,0
ltm_laura_50,LTM_Laura,15,0.14666666666666667,0.06666666666666667,1.2755555555555556,1.5,14,0,1
atn_50,ATN,15,0.13777777777777778,0.13333333333333333,1.2755555555555556,5.46,0,0,2
adbm_50,ADBM,15,0.2577777777777778,0.13333333333333333,1.4711111111111108,3.92,0,0,2
niche_50,Niche,15,0.18222222222222223,0.26666666666666666,1.293333333333333,3.073170731707317,0,1,
cascade_50,Cascade,15,0.22666666666666666,0.06666666666666667,1.4399999999999997,4.477611940298507,0,0,
random_50,Random,15,0.2311111111111111,0.0,1.2311111111111108,NaN,3821,0,
maxent_50,MaxEnt,15,0.2088888888888889,0.13333333333333333,1.4311111111111112,5.262376237623762,14,0,
ltm_51,LTM,15,0.25333333333333335,0.0,1.6622222222222223,NaN,926,0,0
ltm_laura_51,LTM_Laura,15,0.09333333333333334,0.2,1.2133333333333334,3.1363636363636362,0,1,3
atn_51,ATN,15,0.11555555555555555,0.13333333333333333,1.3066666666666664,4.160714285714286,0,0,2
adbm_51,ADBM,15,0.2088888888888889,0.2,1.48,3.3434343434343434,0,0,3
niche_51,Niche,15,0.30666666666666664,0.06666666666666667,1.5377777777777777,3.655844155844156,0,0,
cascade_51,Cascade,15,0.26666666666666666,0.13333333333333333,1.5199999999999998,5.234536082474227,0,0,
random_51,Random,15,0.26222222222222225,0.0,1.2622222222222217,NaN,17715,0,
maxent_51,MaxEnt,15,0.1688888888888889,0.2,1.2933333333333332,3.727272727272727,64,1,
ltm_52,LTM,15,0.3022222222222222,0.06666666666666667,1.635555555555556,5.118518518518519,1057,0,1
ltm_laura_52,LTM_Laura,15,0.1111111111111111,0.13333333333333333,1.2488888888888887,1.3333333333333333,2,1,2
atn_52,ATN,15,0.14666666666666667,0.13333333333333333,1.1822222222222223,5.3375,0,1,1
adbm_52,ADBM,15,0.1688888888888889,0.2,1.2977777777777777,3.5384615384615383,0,0,3
niche_52,Niche,15,0.27555555555555555,0.3333333333333333,1.5111111111111113,4.116504854368932,0,0,
cascade_52,Cascade,15,0.28888888888888886,0.06666666666666667,1.5644444444444443,4.888020833333333,0,0,
random_52,Random,15,0.28444444444444444,0.0,1.2844444444444443,NaN,39310,0,
maxent_52,MaxEnt,15,0.17333333333333334,0.26666666666666666,1.24,3.9130434782608696,1,0,
ltm_53,LTM,15,0.29333333333333333,0.0,1.5599999999999998,NaN,1044,0,0
ltm_laura_53,LTM_Laura,15,0.12444444444444444,0.26666666666666666,1.2844444444444443,3.1666666666666665,2,1,3
atn_53,ATN,15,0.14666666666666667,0.06666666666666667,1.3955555555555557,6.9397590361445785,0,0,1
adbm_53,ADBM,15,0.21777777777777776,0.06666666666666667,1.4622222222222219,6.043956043956044,0,0,1
niche_53,Niche,15,0.10666666666666667,0.3333333333333333,1.1377777777777778,1.75,0,1,
cascade_53,Cascade,15,0.08444444444444445,0.26666666666666666,1.1066666666666667,1.375,0,1,
random_53,Random,15,0.07555555555555556,0.3333333333333333,1.1244444444444441,1.8181818181818181,1,2,
maxent_53,MaxEnt,15,0.06222222222222222,0.4666666666666667,1.1422222222222222,2.090909090909091,1,2,
ltm_54,LTM,15,0.29777777777777775,0.0,1.8088888888888888,NaN,534,0,0
ltm_laura_54,LTM_Laura,15,0.12444444444444444,0.13333333333333333,1.1822222222222223,4.526315789473684,7,0,2
atn_54,ATN,15,0.1288888888888889,0.26666666666666666,1.208888888888889,2.48,0,0,4
adbm_54,ADBM,15,0.12,0.2,1.1733333333333331,4.05,0,0,3
niche_54,Niche,15,0.26222222222222225,0.06666666666666667,1.4755555555555555,3.7048192771084336,0,0,
cascade_54,Cascade,15,0.23555555555555555,0.13333333333333333,1.4177777777777778,4.712765957446808,0,0,
random_54,Random,15,0.24,0.0,1.2399999999999998,NaN,6515,0,
maxent_54,MaxEnt,15,0.18222222222222223,0.2,1.3644444444444443,5.261904761904762,10,1,
ltm_55,LTM,15,0.23555555555555555,0.0,1.4533333333333331,NaN,24,0,0
ltm_laura_55,LTM_Laura,15,0.08444444444444445,0.26666666666666666,1.16,3.090909090909091,1,1,4
atn_55,ATN,15,0.11555555555555555,0.13333333333333333,1.2133333333333334,4.176470588235294,0,0,2
adbm_55,ADBM,15,0.14222222222222222,0.26666666666666666,1.2488888888888887,3.0425531914893615,0,2,3
niche_55,Niche,15,0.08888888888888889,0.4,1.1244444444444441,1.3333333333333333,0,2,
cascade_55,Cascade,15,0.11555555555555555,0.3333333333333333,1.1999999999999997,2.3461538461538463,0,1,
random_55,Random,15,0.12444444444444444,0.13333333333333333,1.1244444444444441,NaN,13,0,
maxent_55,MaxEnt,15,0.10666666666666667,0.3333333333333333,1.1377777777777778,2.8260869565217392,2,1,
ltm_56,LTM,15,0.28888888888888886,0.06666666666666667,1.608888888888889,4.407407407407407,276,0,1
ltm_laura_56,LTM_Laura,15,0.10222222222222223,0.06666666666666667,1.2177777777777776,7.101694915254237,1,0,1
atn_56,ATN,15,0.09777777777777778,0.06666666666666667,1.1644444444444444,5.402985074626866,0,0,1
adbm_56,ADBM,15,0.1511111111111111,0.26666666666666666,1.2577777777777779,3.86,0,3,3
niche_56,Niche,15,0.2222222222222222,0.13333333333333333,1.4844444444444445,4.402654867256637,0,0,
cascade_56,Cascade,15,0.29333333333333333,0.13333333333333333,1.5955555555555554,5.225225225225225,0,0,
random_56,Random,15,0.28,0.06666666666666667,1.2799999999999998,NaN,14192,0,
maxent_56,MaxEnt,15,0.16,0.2,1.2488888888888887,3.814814814814815,5,0,
ltm_57,LTM,15,0.35555555555555557,0.0,1.8755555555555552,NaN,958,0,0
ltm_laura_57,LTM_Laura,15,0.12,0.13333333333333333,1.1377777777777778,2.3846153846153846,6,0,2
atn_57,ATN,15,0.1288888888888889,0.06666666666666667,1.2133333333333334,4.463917525773196,0,0,1
adbm_57,ADBM,15,0.16444444444444445,0.13333333333333333,1.3644444444444446,3.723404255319149,0,1,2
niche_57,Niche,15,0.05333333333333334,0.5333333333333333,1.0711111111111111,1.0769230769230769,0,3,
cascade_57,Cascade,15,0.07555555555555556,0.3333333333333333,1.102222222222222,1.6666666666666667,0,0,
random_57,Random,15,0.057777777777777775,0.4,1.0933333333333333,2.3636363636363638,0,2,
maxent_57,MaxEnt,15,0.057777777777777775,0.5333333333333333,1.0622222222222222,0.875,0,4,
ltm_58,LTM,15,0.3111111111111111,0.0,1.6622222222222227,NaN,11462,0,0
ltm_laura_58,LTM_Laura,15,0.13333333333333333,0.13333333333333333,1.1911111111111112,4.6,4,1,2
atn_58,ATN,15,0.12,0.13333333333333333,1.3066666666666664,4.0,0,0,2
adbm_58,ADBM,15,0.24888888888888888,0.06666666666666667,1.4444444444444444,4.37948717948718,0,0,1
niche_58,Niche,15,0.28444444444444444,0.2,1.4844444444444447,3.5205047318611986,0,0,
cascade_58,Cascade,15,0.26222222222222225,0.13333333333333333,1.5199999999999998,4.2844827586206895,0,0,
random_58,Random,15,0.29333333333333333,0.0,1.293333333333333,NaN,19079,0,
maxent_58,MaxEnt,15,0.21333333333333335,0.13333333333333333,1.368888888888889,5.5092592592592595,42,0,
ltm_59,LTM,15,0.2088888888888889,0.06666666666666667,1.4177777777777778,5.247706422018348,9,0,1
ltm_laura_59,LTM_Laura,15,0.09333333333333334,0.13333333333333333,1.142222222222222,2.0,3,0,2
atn_59,ATN,15,0.09777777777777778,0.13333333333333333,1.2355555555555557,4.384615384615385,0,0,2
adbm_59,ADBM,15,0.17777777777777778,0.2,1.5777777777777777,3.606060606060606,0,0,3
niche_59,Niche,15,0.07555555555555556,0.2,1.1377777777777778,2.3636363636363638,0,1,
cascade_59,Cascade,15,0.09777777777777778,0.26666666666666666,1.1555555555555554,2.5217391304347827,0,1,
random_59,Random,15,0.11555555555555555,0.13333333333333333,1.24,3.1875,2,0,
maxent_59,MaxEnt,15,0.08444444444444445,0.4,1.111111111111111,1.9285714285714286,1,1,
ltm_60,LTM,15,0.25333333333333335,0.06666666666666667,1.6933333333333336,5.0,148,0,1
ltm_laura_60,LTM_Laura,15,0.09333333333333334,0.13333333333333333,1.1555555555555557,0.0,2,2,1
atn_60,ATN,15,0.1111111111111111,0.13333333333333333,1.1555555555555554,5.064516129032258,0,1,1
adbm_60,ADBM,15,0.1111111111111111,0.2,1.1466666666666663,3.5714285714285716,0,2,1
niche_60,Niche,15,0.1111111111111111,0.3333333333333333,1.191111111111111,2.5416666666666665,0,0,
cascade_60,Cascade,15,0.1511111111111111,0.2,1.2399999999999995,2.6875,0,0,
random_60,Random,15,0.16444444444444445,0.06666666666666667,1.3599999999999999,5.5,53,0,
maxent_60,MaxEnt,15,0.08888888888888889,0.4,1.1377777777777778,2.0,0,2,
ltm_61,LTM,15,0.24,0.06666666666666667,1.5955555555555556,0.0,1706,1,0
ltm_laura_61,LTM_Laura,15,0.10222222222222223,0.26666666666666666,1.1244444444444441,3.7777777777777777,4,1,3
atn_61,ATN,15,0.11555555555555555,0.3333333333333333,1.1688888888888889,2.5789473684210527,0,2,3
adbm_61,ADBM,15,0.16444444444444445,0.26666666666666666,1.1777777777777776,4.679245283018868,0,2,2
niche_61,Niche,15,0.3377777777777778,0.13333333333333333,1.6933333333333331,5.693028095733611,0,0,
cascade_61,Cascade,15,0.3022222222222222,0.06666666666666667,1.5511111111111116,4.263803680981595,0,0,
random_61,Random,15,0.28888888888888886,0.0,1.2888888888888888,NaN,26472,0,
maxent_61,MaxEnt,15,0.16444444444444445,0.13333333333333333,1.3022222222222222,4.6,15,0,
ltm_62,LTM,15,0.28888888888888886,0.0,1.6355555555555557,NaN,132,0,0
ltm_laura_62,LTM_Laura,15,0.09777777777777778,0.4,1.168888888888889,2.7058823529411766,5,3,3
atn_62,ATN,15,0.09333333333333334,0.26666666666666666,1.168888888888889,3.3333333333333335,0,2,2
adbm_62,ADBM,15,0.10666666666666667,0.26666666666666666,1.2177777777777774,3.4210526315789473,0,2,2
niche_62,Niche,15,0.08444444444444445,0.5333333333333333,1.1466666666666667,1.8888888888888888,0,3,
cascade_62,Cascade,15,0.10666666666666667,0.26666666666666666,1.1644444444444442,2.2222222222222223,0,1,
random_62,Random,15,0.13777777777777778,0.13333333333333333,1.293333333333333,4.555555555555555,11,0,
maxent_62,MaxEnt,15,0.12444444444444444,0.3333333333333333,1.1377777777777776,3.9411764705882355,15,2,
ltm_63,LTM,15,0.28888888888888886,0.0,1.6933333333333331,NaN,1076,0,0
ltm_laura_63,LTM_Laura,15,0.14222222222222222,0.13333333333333333,1.2666666666666666,4.191919191919192,1,0,2
atn_63,ATN,15,0.1688888888888889,0.06666666666666667,1.311111111111111,4.9734513274336285,0,0,1
adbm_63,ADBM,15,0.10666666666666667,0.2,1.2533333333333332,3.3125,0,1,2
niche_63,Niche,15,0.24,0.06666666666666667,1.3733333333333335,3.0495049504950495,0,0,
cascade_63,Cascade,15,0.24888888888888888,0.13333333333333333,1.4222222222222223,4.709090909090909,0,0,
random_63,Random,15,0.23555555555555555,0.0,1.5155555555555555,NaN,4019,0,
maxent_63,MaxEnt,15,0.16444444444444445,0.2,1.3066666666666669,3.5652173913043477,29,0,
ltm_64,LTM,15,0.26666666666666666,0.0,1.6222222222222225,NaN,37,0,0
ltm_laura_64,LTM_Laura,15,0.11555555555555555,0.13333333333333333,1.2044444444444444,3.227272727272727,2,0,2
atn_64,ATN,15,0.12,0.2,1.1422222222222222,1.8518518518518519,0,1,3
adbm_64,ADBM,15,0.17777777777777778,0.13333333333333333,1.208888888888889,3.8867924528301887,0,1,2
niche_64,Niche,15,0.013333333333333334,0.8,1.0133333333333332,0.23076923076923078,0,10,
cascade_64,Cascade,15,0.07111111111111111,0.26666666666666666,1.0977777777777777,1.7692307692307692,0,0,
random_64,Random,15,0.04888888888888889,0.4666666666666667,1.0622222222222222,1.2222222222222223,0,2,
maxent_64,MaxEnt,15,0.04888888888888889,0.5333333333333333,1.0844444444444443,0.6666666666666666,1,6,
ltm_65,LTM,15,0.28,0.0,1.6977777777777776,NaN,2271,0,0
ltm_laura_65,LTM_Laura,15,0.1111111111111111,0.13333333333333333,1.1822222222222223,1.6666666666666667,7,0,2
atn_65,ATN,15,0.1288888888888889,0.26666666666666666,1.3066666666666662,4.269230769230769,0,0,4
adbm_65,ADBM,15,0.14666666666666667,0.3333333333333333,1.1955555555555553,4.3076923076923075,0,0,5
niche_65,Niche,15,0.1688888888888889,0.13333333333333333,1.3111111111111111,3.8461538461538463,0,0,
cascade_65,Cascade,15,0.20444444444444446,0.3333333333333333,1.3511111111111112,4.9298245614035086,0,0,
random_65,Random,15,0.19555555555555557,0.0,1.3022222222222222,NaN,601,0,
maxent_65,MaxEnt,15,0.19555555555555557,0.13333333333333333,1.3377777777777775,3.772727272727273,61,0,
ltm_66,LTM,15,0.3244444444444444,0.0,1.5733333333333335,NaN,12745,0,0
ltm_laura_66,LTM_Laura,15,0.11555555555555555,0.13333333333333333,1.1555555555555554,5.361111111111111,2,0,2
atn_66,ATN,15,0.14222222222222222,0.13333333333333333,1.2577777777777777,4.889655172413793,0,0,2
adbm_66,ADBM,15,0.24888888888888888,0.13333333333333333,1.3555555555555552,4.868263473053892,0,1,2
niche_66,Niche,15,0.25333333333333335,0.06666666666666667,1.5199999999999998,4.863787375415282,0,0,
cascade_66,Cascade,15,0.24,0.2,1.4177777777777778,4.396449704142012,0,0,
random_66,Random,15,0.25333333333333335,0.0,1.2533333333333332,NaN,5668,0,
maxent_66,MaxEnt,15,0.2088888888888889,0.13333333333333333,1.5466666666666666,3.759259259259259,181,0,
ltm_67,LTM,15,0.23555555555555555,0.0,1.4133333333333336,NaN,346,0,0
ltm_laura_67,LTM_Laura,15,0.1111111111111111,0.06666666666666667,1.2133333333333334,1.0,7,0,1
atn_67,ATN,15,0.11555555555555555,0.26666666666666666,1.1644444444444444,1.9583333333333333,0,1,3
adbm_67,ADBM,15,0.17777777777777778,0.26666666666666666,1.2355555555555553,4.2063492063492065,0,3,3
niche_67,Niche,15,0.21777777777777776,0.06666666666666667,1.3244444444444443,3.0,0,0,
cascade_67,Cascade,15,0.29333333333333333,0.13333333333333333,1.5466666666666664,5.691124260355029,0,0,
random_67,Random,15,0.2577777777777778,0.0,1.2577777777777777,NaN,21404,0,
maxent_67,MaxEnt,15,0.21777777777777776,0.13333333333333333,1.862222222222222,4.15,274,0,
ltm_68,LTM,15,0.26222222222222225,0.0,1.6177777777777778,NaN,506,0,0
ltm_laura_68,LTM_Laura,15,0.09333333333333334,0.3333333333333333,1.2488888888888887,3.5789473684210527,0,2,3
atn_68,ATN,15,0.08888888888888889,0.26666666666666666,1.2222222222222219,5.472222222222222,0,2,2
adbm_68,ADBM,15,0.13333333333333333,0.4,1.16,4.6,0,3,3
niche_68,Niche,15,0.1111111111111111,0.26666666666666666,1.16,2.1724137931034484,0,0,
cascade_68,Cascade,15,0.09333333333333334,0.2,1.1466666666666667,2.56,0,0,
random_68,Random,15,0.10222222222222223,0.26666666666666666,1.1955555555555553,3.823529411764706,3,0,
maxent_68,MaxEnt,15,0.08,0.4,1.12,2.4545454545454546,4,2,
ltm_69,LTM,15,0.3022222222222222,0.0,1.5022222222222223,NaN,2444,0,0
ltm_laura_69,LTM_Laura,15,0.12444444444444444,0.13333333333333333,1.1733333333333331,3.25,2,0,2
atn_69,ATN,15,0.14666666666666667,0.13333333333333333,1.2800000000000002,4.166666666666667,0,0,2
adbm_69,ADBM,15,0.2222222222222222,0.2,1.4488888888888887,3.6122448979591835,0,0,3
niche_69,Niche,15,0.3333333333333333,0.13333333333333333,1.6622222222222223,4.269607843137255,0,0,
cascade_69,Cascade,15,0.27111111111111114,0.06666666666666667,1.44,5.861538461538461,0,0,
random_69,Random,15,0.26666666666666666,0.0,1.2666666666666664,NaN,9491,0,
maxent_69,MaxEnt,15,0.14666666666666667,0.3333333333333333,1.3688888888888888,4.84375,12,0,
ltm_70,LTM,15,0.3466666666666667,0.0,1.88,NaN,12685,0,0
ltm_laura_70,LTM_Laura,15,0.1111111111111111,0.2,1.208888888888889,4.333333333333333,0,1,3
atn_70,ATN,15,0.13777777777777778,0.06666666666666667,1.302222222222222,5.565217391304348,0,0,1
adbm_70,ADBM,15,0.17777777777777778,0.2,1.3155555555555554,4.529411764705882,0,1,3
niche_70,Niche,15,0.2,0.3333333333333333,1.328888888888889,2.4714285714285715,0,1,
cascade_70,Cascade,15,0.24444444444444444,0.06666666666666667,1.4266666666666665,5.260188087774295,0,0,
