fw_ID,model,S_initial,connectance_initial,prop_basal_initial,mx_tl_initial,mean_FCL_initial,closed_loops_initial,isolated_initial,illogical_initial
ltm_4,LTM,15,0.2,0.0,1.3688888888888888,NaN,123,0,0
ltm_laura_4,LTM_Laura,15,0.1111111111111111,0.2,1.2088888888888887,3.176470588235294,1,1,2
atn_4,ATN,15,0.09333333333333334,0.13333333333333333,1.1688888888888889,5.345454545454546,0,1,1
adbm_4,ADBM,15,0.1511111111111111,0.3333333333333333,1.2977777777777777,3.347826086956522,0,4,3
niche_4,Niche,15,0.1111111111111111,0.3333333333333333,1.1466666666666667,1.4782608695652173,0,2,
cascade_4,Cascade,15,0.11555555555555555,0.2,1.191111111111111,3.0,0,0,
random_4,Random,15,0.13333333333333333,0.2,1.2266666666666666,4.545454545454546,4,0,
maxent_4,MaxEnt,15,0.09777777777777778,0.3333333333333333,1.1511111111111108,3.176470588235294,2,2,
ltm_5,LTM,15,0.24,0.0,1.4888888888888887,NaN,333,0,0
ltm_laura_5,LTM_Laura,15,0.12444444444444444,0.13333333333333333,1.1866666666666665,4.557377049180328,5,0,2
atn_5,ATN,15,0.09777777777777778,0.2,1.1466666666666667,2.25,0,0,3
adbm_5,ADBM,15,0.1288888888888889,0.13333333333333333,1.1822222222222223,2.4761904761904763,0,1,1
niche_5,Niche,15,0.24888888888888888,0.06666666666666667,1.4444444444444442,4.415841584158416,0,0,
cascade_5,Cascade,15,0.3022222222222222,0.13333333333333333,1.5422222222222222,5.644097222222222,0,0,
random_5,Random,15,0.28888888888888886,0.0,1.2888888888888885,NaN,16811,0,
maxent_5,MaxEnt,15,0.1688888888888889,0.13333333333333333,1.3155555555555554,2.6363636363636362,11,1,
ltm_6,LTM,15,0.3422222222222222,0.06666666666666667,1.6799999999999997,2.8181818181818183,3852,0,1
ltm_laura_6,LTM_Laura,15,0.16444444444444445,0.13333333333333333,1.3422222222222222,3.84375,5,1,1
atn_6,ATN,15,0.15555555555555556,0.26666666666666666,1.311111111111111,4.015075376884422,0,1,3
adbm_6,ADBM,15,0.27111111111111114,0.2,1.4888888888888887,4.427450980392157,0,2,2
niche_6,Niche,15,0.17777777777777778,0.13333333333333333,1.284444444444444,3.69811320754717,0,0,
cascade_6,Cascade,15,0.19111111111111112,0.13333333333333333,1.3066666666666664,2.8360655737704916,0,0,
random_6,Random,15,0.1688888888888889,0.06666666666666667,1.3466666666666665,3.8333333333333335,84,0,
maxent_6,MaxEnt,15,0.09777777777777778,0.2,1.1422222222222222,1.8571428571428572,1,1,
ltm_7,LTM,15,0.2577777777777778,0.0,1.5422222222222224,NaN,674,0,0
ltm_laura_7,LTM_Laura,15,0.1111111111111111,0.2,1.1466666666666663,1.4,3,1,3
atn_7,ATN,15,0.08888888888888889,0.3333333333333333,1.1244444444444446,1.9565217391304348,0,1,4
adbm_7,ADBM,15,0.15555555555555556,0.13333333333333333,1.231111111111111,2.7333333333333334,0,1,2
niche_7,Niche,15,0.06222222222222222,0.5333333333333333,1.0888888888888888,1.1176470588235294,0,5,
cascade_7,Cascade,15,0.09333333333333334,0.26666666666666666,1.1422222222222222,1.894736842105263,0,0,
random_7,Random,15,0.08444444444444445,0.26666666666666666,1.0977777777777777,3.375,1,0,
maxent_7,MaxEnt,15,0.06222222222222222,0.5333333333333333,1.102222222222222,1.5333333333333334,0,3,
ltm_8,LTM,15,0.24444444444444444,0.0,1.4711111111111108,NaN,13,0,0
ltm_laura_8,LTM_Laura,15,0.12444444444444444,0.06666666666666667,1.2,3.3636363636363638,2,0,1
atn_8,ATN,15,0.10666666666666667,0.06666666666666667,1.1955555555555553,5.142857142857143,0,0,1
adbm_8,ADBM,15,0.18666666666666668,0.13333333333333333,1.3066666666666664,3.9814814814814814,0,0,2
niche_8,Niche,15,0.27111111111111114,0.06666666666666667,1.4933333333333332,3.938202247191011,0,0,
cascade_8,Cascade,15,0.32,0.06666666666666667,1.6044444444444443,5.8197368421052635,0,0,
random_8,Random,15,0.28444444444444444,0.0,1.284444444444444,NaN,34267,0,
maxent_8,MaxEnt,15,0.16444444444444445,0.3333333333333333,1.2666666666666666,4.375,20,2,
ltm_9,LTM,15,0.20444444444444446,0.06666666666666667,1.431111111111111,1.5,113,0,1
ltm_laura_9,LTM_Laura,15,0.10666666666666667,0.3333333333333333,1.1155555555555556,1.4615384615384615,3,0,5
atn_9,ATN,15,0.11555555555555555,0.4,1.1466666666666667,1.391304347826087,0,1,5
adbm_9,ADBM,15,0.1288888888888889,0.26666666666666666,1.1777777777777776,3.5714285714285716,0,3,2
niche_9,Niche,15,0.2222222222222222,0.13333333333333333,1.4355555555555555,3.7636363636363637,0,0,
cascade_9,Cascade,15,0.24,0.13333333333333333,1.4977777777777777,4.877049180327869,0,0,
random_9,Random,15,0.24,0.06666666666666667,1.2399999999999995,NaN,1705,0,
maxent_9,MaxEnt,15,0.18222222222222223,0.06666666666666667,1.4844444444444445,4.0588235294117645,64,0,
ltm_10,LTM,15,0.32,0.0,1.613333333333333,NaN,239,0,0
ltm_laura_10,LTM_Laura,15,0.1288888888888889,0.13333333333333333,1.2311111111111113,3.8823529411764706,5,1,2
atn_10,ATN,15,0.09777777777777778,0.13333333333333333,1.1466666666666667,4.533333333333333,0,1,1
adbm_10,ADBM,15,0.13333333333333333,0.13333333333333333,1.2444444444444442,3.0344827586206895,0,1,2
niche_10,Niche,15,0.044444444444444446,0.4666666666666667,1.0666666666666667,1.3636363636363635,0,3,
cascade_10,Cascade,15,0.06666666666666667,0.4666666666666667,1.097777777777778,1.8333333333333333,0,3,
random_10,Random,15,0.05333333333333334,0.4666666666666667,1.0799999999999998,1.125,1,2,
maxent_10,MaxEnt,15,0.04,0.6666666666666666,1.0444444444444443,0.6923076923076923,0,5,
ltm_11,LTM,15,0.30666666666666664,0.0,1.68,NaN,19659,0,0
ltm_laura_11,LTM_Laura,15,0.11555555555555555,0.13333333333333333,1.2533333333333332,0.5,1,1,1
atn_11,ATN,15,0.1288888888888889,0.2,1.3511111111111112,5.555555555555555,0,1,2
adbm_11,ADBM,15,0.26666666666666666,0.2,1.6266666666666665,4.722408026755853,0,1,3
niche_11,Niche,15,0.16,0.26666666666666666,1.3733333333333333,3.1666666666666665,0,1,
cascade_11,Cascade,15,0.2222222222222222,0.13333333333333333,1.408888888888889,4.342696629213483,0,0,
random_11,Random,15,0.23555555555555555,0.0,1.2355555555555553,NaN,5209,0,
maxent_11,MaxEnt,15,0.17333333333333334,0.2,1.3644444444444446,3.3181818181818183,28,2,
ltm_12,LTM,15,0.28888888888888886,0.0,1.7822222222222224,NaN,1048,0,0
ltm_laura_12,LTM_Laura,15,0.1688888888888889,0.2,1.1733333333333331,1.3333333333333333,7,0,3
atn_12,ATN,15,0.12444444444444444,0.3333333333333333,1.284444444444444,4.792553191489362,0,3,4
adbm_12,ADBM,15,0.27111111111111114,0.13333333333333333,1.5955555555555556,4.897163120567376,0,1,2
niche_12,Niche,15,0.30666666666666664,0.2,1.5866666666666667,4.020703933747412,0,0,
cascade_12,Cascade,15,0.23555555555555555,0.13333333333333333,1.4533333333333336,4.182481751824818,0,0,
random_12,Random,15,0.2577777777777778,0.06666666666666667,1.2577777777777779,NaN,2443,0,
maxent_12,MaxEnt,15,0.2222222222222222,0.2,1.5422222222222224,4.631578947368421,542,1,
ltm_13,LTM,15,0.3022222222222222,0.13333333333333333,1.6755555555555557,2.625,6578,1,1
ltm_laura_13,LTM_Laura,15,0.1111111111111111,0.26666666666666666,1.2444444444444445,4.849206349206349,1,1,3
atn_13,ATN,15,0.12444444444444444,0.26666666666666666,1.2444444444444442,5.691428571428571,0,1,3
adbm_13,ADBM,15,0.22666666666666666,0.2,1.3111111111111111,5.715447154471545,0,1,2
niche_13,Niche,15,0.28444444444444444,0.13333333333333333,1.4622222222222223,3.68,0,0,
cascade_13,Cascade,15,0.22666666666666666,0.13333333333333333,1.4088888888888886,4.535564853556485,0,0,
random_13,Random,15,0.24,0.0,1.5199999999999998,NaN,2890,0,
maxent_13,MaxEnt,15,0.1688888888888889,0.4666666666666667,1.2311111111111113,2.861111111111111,10,1,
ltm_14,LTM,15,0.28444444444444444,0.0,1.6400000000000003,NaN,1754,0,0
ltm_laura_14,LTM_Laura,15,0.12,0.06666666666666667,1.1866666666666668,2.8333333333333335,3,0,1
atn_14,ATN,15,0.15555555555555556,0.13333333333333333,1.2577777777777779,4.7375,0,0,2
adbm_14,ADBM,15,0.1288888888888889,0.4,1.2,2.8055555555555554,0,3,5
niche_14,Niche,15,0.2577777777777778,0.13333333333333333,1.48,3.934010152284264,0,0,
cascade_14,Cascade,15,0.22666666666666666,0.13333333333333333,1.48,4.838383838383838,0,0,
random_14,Random,15,0.24888888888888888,0.0,1.551111111111111,NaN,5299,0,
maxent_14,MaxEnt,15,0.1288888888888889,0.26666666666666666,1.2355555555555555,4.685714285714286,2,0,
ltm_15,LTM,15,0.2222222222222222,0.06666666666666667,1.5333333333333334,0.0,683,1,0
ltm_laura_15,LTM_Laura,15,0.09777777777777778,0.2,1.2355555555555555,3.230769230769231,3,2,2
atn_15,ATN,15,0.11555555555555555,0.2,1.2533333333333334,4.55,0,2,2
adbm_15,ADBM,15,0.26222222222222225,0.2,1.5777777777777777,4.4801762114537445,0,2,2
niche_15,Niche,15,0.22666666666666666,0.13333333333333333,1.3688888888888888,2.988095238095238,0,0,
cascade_15,Cascade,15,0.27555555555555555,0.2,1.5733333333333333,4.873589164785553,0,0,
random_15,Random,15,0.27111111111111114,0.06666666666666667,1.2711111111111109,NaN,16724,0,
maxent_15,MaxEnt,15,0.15555555555555556,0.26666666666666666,1.3155555555555556,4.149253731343284,6,0,
ltm_16,LTM,15,0.3333333333333333,0.0,1.6311111111111107,NaN,489,0,0
ltm_laura_16,LTM_Laura,15,0.13777777777777778,0.2,1.1377777777777776,0.5,9,1,2
atn_16,ATN,15,0.13333333333333333,0.06666666666666667,1.2266666666666668,4.9603174603174605,0,0,1
adbm_16,ADBM,15,0.26666666666666666,0.06666666666666667,1.6266666666666665,4.676470588235294,0,0,1
niche_16,Niche,15,0.1288888888888889,0.4666666666666667,1.2266666666666666,2.210526315789474,0,1,
cascade_16,Cascade,15,0.1111111111111111,0.26666666666666666,1.1555555555555554,2.5789473684210527,0,0,
random_16,Random,15,0.11555555555555555,0.13333333333333333,1.2044444444444442,1.8,4,0,
maxent_16,MaxEnt,15,0.08,0.4666666666666667,1.1066666666666665,3.409090909090909,4,3,
ltm_17,LTM,15,0.3333333333333333,0.0,1.8311111111111107,NaN,19886,0,0
ltm_laura_17,LTM_Laura,15,0.2088888888888889,0.06666666666666667,1.4977777777777779,5.482758620689655,10,0,1
atn_17,ATN,15,0.16,0.06666666666666667,1.4044444444444442,6.145985401459854,0,0,1
adbm_17,ADBM,15,0.2222222222222222,0.13333333333333333,1.4799999999999998,5.571428571428571,0,1,1
niche_17,Niche,15,0.17777777777777778,0.4,1.2933333333333332,2.676056338028169,0,0,
cascade_17,Cascade,15,0.17333333333333334,0.13333333333333333,1.271111111111111,3.106382978723404,0,0,
random_17,Random,15,0.16444444444444445,0.0,1.2399999999999995,NaN,38,0,
maxent_17,MaxEnt,15,0.10222222222222223,0.13333333333333333,1.2177777777777776,0.0,3,2,
ltm_18,LTM,15,0.3288888888888889,0.06666666666666667,1.7155555555555557,4.287671232876712,1935,0,1
ltm_laura_18,LTM_Laura,15,0.16444444444444445,0.13333333333333333,1.311111111111111,2.735294117647059,11,0,2
atn_18,ATN,15,0.1511111111111111,0.13333333333333333,1.2755555555555556,3.293103448275862,0,1,1
adbm_18,ADBM,15,0.12,0.26666666666666666,1.2444444444444442,2.7142857142857144,0,1,3
niche_18,Niche,15,0.2088888888888889,0.26666666666666666,1.28,3.378787878787879,0,0,
cascade_18,Cascade,15,0.2,0.13333333333333333,1.3599999999999999,4.458015267175573,0,0,
random_18,Random,15,0.19555555555555557,0.06666666666666667,1.422222222222222,1.0,513,0,
maxent_18,MaxEnt,15,0.08,0.4,1.1155555555555556,1.8235294117647058,0,2,
ltm_19,LTM,15,0.3288888888888889,0.0,1.8133333333333332,NaN,13677,0,0
ltm_laura_19,LTM_Laura,15,0.17777777777777778,0.26666666666666666,1.1955555555555553,2.0,27,1,3
atn_19,ATN,15,0.17333333333333334,0.06666666666666667,1.3333333333333333,5.64367816091954,0,0,1
adbm_19,ADBM,15,0.1111111111111111,0.3333333333333333,1.1688888888888889,3.28,0,0,5
niche_19,Niche,15,0.16,0.2,1.3422222222222222,4.518134715025907,0,1,
cascade_19,Cascade,15,0.24,0.2,1.4177777777777778,3.7729468599033815,0,0,
random_19,Random,15,0.2311111111111111,0.06666666666666667,1.231111111111111,NaN,1845,0,
maxent_19,MaxEnt,15,0.1511111111111111,0.26666666666666666,1.208888888888889,3.652173913043478,7,0,
ltm_20,LTM,15,0.22666666666666666,0.0,1.5244444444444445,NaN,65,0,0
ltm_laura_20,LTM_Laura,15,0.09333333333333334,0.13333333333333333,1.1688888888888889,3.0,3,1,1
atn_20,ATN,15,0.08888888888888889,0.2,1.1644444444444444,3.6666666666666665,0,1,3
adbm_20,ADBM,15,0.16,0.2,1.3022222222222222,3.3,0,1,3
niche_20,Niche,15,0.21333333333333335,0.3333333333333333,1.3288888888888886,3.070588235294118,0,2,
cascade_20,Cascade,15,0.23555555555555555,0.13333333333333333,1.3688888888888888,5.051724137931035,0,0,
random_20,Random,15,0.2311111111111111,0.0,1.231111111111111,NaN,1766,0,
maxent_20,MaxEnt,15,0.15555555555555556,0.2,1.2844444444444443,3.983050847457627,17,1,
ltm_21,LTM,15,0.3022222222222222,0.0,1.6044444444444443,NaN,808,0,0
ltm_laura_21,LTM_Laura,15,0.08444444444444445,0.26666666666666666,1.111111111111111,1.9411764705882353,0,0,4
atn_21,ATN,15,0.10666666666666667,0.2,1.2,5.03030303030303,0,1,2
adbm_21,ADBM,15,0.16,0.3333333333333333,1.3288888888888886,3.830188679245283,0,2,4
niche_21,Niche,15,0.26666666666666666,0.13333333333333333,1.4044444444444442,2.658536585365854,0,0,
cascade_21,Cascade,15,0.18666666666666668,0.2,1.417777777777778,4.15748031496063,0,0,
random_21,Random,15,0.21777777777777776,0.0,1.2177777777777776,NaN,1339,0,
maxent_21,MaxEnt,15,0.1288888888888889,0.26666666666666666,1.4577777777777778,4.2272727272727275,13,0,
ltm_22,LTM,15,0.26666666666666666,0.06666666666666667,1.431111111111111,3.9444444444444446,30,0,1
ltm_laura_22,LTM_Laura,15,0.08888888888888889,0.26666666666666666,1.1733333333333331,3.12,0,2,3
atn_22,ATN,15,0.11555555555555555,0.13333333333333333,1.1777777777777776,3.8292682926829267,0,0,2
adbm_22,ADBM,15,0.18222222222222223,0.13333333333333333,1.3022222222222222,3.6538461538461537,0,0,2
niche_22,Niche,15,0.30666666666666664,0.06666666666666667,1.5377777777777772,4.75,0,0,
cascade_22,Cascade,15,0.3422222222222222,0.06666666666666667,1.662222222222222,7.030204962243797,0,0,
random_22,Random,15,0.29777777777777775,0.0,1.2977777777777775,NaN,66318,0,
maxent_22,MaxEnt,15,0.20444444444444446,0.06666666666666667,1.4888888888888887,3.871794871794872,37,0,
ltm_23,LTM,15,0.3022222222222222,0.06666666666666667,1.6622222222222225,4.340909090909091,9140,0,1
ltm_laura_23,LTM_Laura,15,0.13777777777777778,0.13333333333333333,1.2133333333333334,4.25,1,0,2
atn_23,ATN,15,0.13333333333333333,0.26666666666666666,1.2444444444444442,4.685185185185185,0,0,4
adbm_23,ADBM,15,0.2577777777777778,0.2,1.3199999999999998,5.815068493150685,0,0,3
niche_23,Niche,15,0.31555555555555553,0.13333333333333333,1.5688888888888888,4.476323119777159,0,0,
cascade_23,Cascade,15,0.29333333333333333,0.13333333333333333,1.6088888888888886,6.078186082877248,0,0,
random_23,Random,15,0.28888888888888886,0.0,1.2888888888888885,NaN,34957,0,
maxent_23,MaxEnt,15,0.1511111111111111,0.13333333333333333,1.2533333333333332,3.92,3,1,
ltm_24,LTM,15,0.25333333333333335,0.0,1.4888888888888887,NaN,37,0,0
ltm_laura_24,LTM_Laura,15,0.07555555555555556,0.3333333333333333,1.1066666666666667,1.4444444444444444,1,1,4
atn_24,ATN,15,0.07111111111111111,0.4,1.1155555555555554,2.263157894736842,0,2,5
adbm_24,ADBM,15,0.18666666666666668,0.26666666666666666,1.3377777777777777,2.8,0,2,3
niche_24,Niche,15,0.20444444444444446,0.2,1.3733333333333333,3.6134453781512605,0,1,
cascade_24,Cascade,15,0.2577777777777778,0.13333333333333333,1.5199999999999998,5.361556064073227,0,0,
random_24,Random,15,0.23555555555555555,0.0,1.2355555555555553,NaN,5629,0,
maxent_24,MaxEnt,15,0.1288888888888889,0.26666666666666666,1.1955555555555553,3.2058823529411766,2,0,
ltm_25,LTM,15,0.29777777777777775,0.0,1.7022222222222225,NaN,1098,0,0
ltm_laura_25,LTM_Laura,15,0.13777777777777778,0.0,1.2622222222222221,NaN,2,0,0
atn_25,ATN,15,0.12,0.2,1.2222222222222219,5.333333333333333,0,0,3
adbm_25,ADBM,15,0.24,0.2,1.3866666666666667,3.5073529411764706,0,1,3
niche_25,Niche,15,0.1688888888888889,0.13333333333333333,1.3333333333333333,4.972696245733788,0,0,
cascade_25,Cascade,15,0.10666666666666667,0.2,1.1777777777777776,3.193548387096774,0,0,
random_25,Random,15,0.13777777777777778,0.13333333333333333,1.28,5.0,111,0,
maxent_25,MaxEnt,15,0.08,0.4,1.1288888888888888,2.380952380952381,1,3,
ltm_26,LTM,15,0.24888888888888888,0.0,1.5200000000000002,NaN,382,0,0
ltm_laura_26,LTM_Laura,15,0.10666666666666667,0.13333333333333333,1.1733333333333331,3.772727272727273,0,0,2
atn_26,ATN,15,0.1288888888888889,0.26666666666666666,1.2577777777777779,4.2988505747126435,0,3,3
adbm_26,ADBM,15,0.21777777777777776,0.2,1.3688888888888888,4.184210526315789,0,1,2
niche_26,Niche,15,0.2577777777777778,0.26666666666666666,1.5022222222222221,4.108108108108108,0,0,
cascade_26,Cascade,15,0.24,0.06666666666666667,1.3466666666666665,6.204545454545454,0,0,
random_26,Random,15,0.23555555555555555,0.0,1.2355555555555555,NaN,3926,0,
maxent_26,MaxEnt,15,0.09777777777777778,0.3333333333333333,1.1688888888888889,2.1904761904761907,1,2,
ltm_27,LTM,15,0.3466666666666667,0.0,1.8222222222222224,NaN,4030,0,0
ltm_laura_27,LTM_Laura,15,0.14666666666666667,0.06666666666666667,1.3111111111111111,3.6315789473684212,4,0,1
atn_27,ATN,15,0.1688888888888889,0.06666666666666667,1.3066666666666669,4.5,0,0,1
adbm_27,ADBM,15,0.14222222222222222,0.2,1.3022222222222222,3.5294117647058822,0,1,3
niche_27,Niche,15,0.07555555555555556,0.4666666666666667,1.111111111111111,1.65,0,3,
cascade_27,Cascade,15,0.12,0.2,1.2577777777777777,2.925925925925926,0,0,
random_27,Random,15,0.11555555555555555,0.2,1.1999999999999997,3.4782608695652173,2,0,
maxent_27,MaxEnt,15,0.12,0.4666666666666667,1.2266666666666666,2.032258064516129,3,2,
ltm_28,LTM,15,0.28888888888888886,0.06666666666666667,1.5911111111111111,3.892857142857143,1153,0,1
ltm_laura_28,LTM_Laura,15,0.12444444444444444,0.2,1.1733333333333333,3.911111111111111,0,1,3
atn_28,ATN,15,0.10666666666666667,0.2,1.1511111111111108,4.8936170212765955,0,1,2
adbm_28,ADBM,15,0.21777777777777776,0.13333333333333333,1.2755555555555553,4.726315789473684,0,1,1
niche_28,Niche,15,0.08,0.26666666666666666,1.1288888888888886,1.6153846153846154,0,1,
cascade_28,Cascade,15,0.1511111111111111,0.2,1.2888888888888888,4.362068965517241,0,0,
random_28,Random,15,0.1288888888888889,0.2,1.2,4.133333333333334,1,0,
maxent_28,MaxEnt,15,0.10222222222222223,0.2,1.1199999999999999,1.0,5,2,
ltm_29,LTM,15,0.24888888888888888,0.0,1.5199999999999998,NaN,50,0,0
ltm_laura_29,LTM_Laura,15,0.08888888888888889,0.26666666666666666,1.1111111111111112,1.8333333333333333,0,0,4
atn_29,ATN,15,0.10222222222222223,0.26666666666666666,1.1733333333333333,2.5185185185185186,0,1,3
adbm_29,ADBM,15,0.17333333333333334,0.26666666666666666,1.1955555555555553,4.482758620689655,0,2,2
niche_29,Niche,15,0.23555555555555555,0.26666666666666666,1.3555555555555554,2.7981651376146788,0,1,
cascade_29,Cascade,15,0.18222222222222223,0.2,1.4622222222222219,4.041666666666667,0,0,
random_29,Random,15,0.19555555555555557,0.06666666666666667,1.3022222222222222,4.75,194,0,
maxent_29,MaxEnt,15,0.15555555555555556,0.06666666666666667,1.3199999999999998,2.1666666666666665,49,0,
ltm_30,LTM,15,0.3333333333333333,0.0,1.76,NaN,1792,0,0
ltm_laura_30,LTM_Laura,15,0.15555555555555556,0.2,1.2933333333333334,5.0,8,1,3
atn_30,ATN,15,0.14666666666666667,0.06666666666666667,1.2266666666666666,5.288461538461538,0,0,1
adbm_30,ADBM,15,0.19111111111111112,0.06666666666666667,1.208888888888889,4.222222222222222,0,0,1
niche_30,Niche,15,0.05333333333333334,0.5333333333333333,1.0666666666666667,1.2857142857142858,0,3,
cascade_30,Cascade,15,0.05333333333333334,0.5333333333333333,1.0577777777777775,0.9230769230769231,0,2,
random_30,Random,15,0.057777777777777775,0.4,1.1155555555555556,1.2222222222222223,2,4,
maxent_30,MaxEnt,15,0.035555555555555556,0.6666666666666666,1.0488888888888888,1.0,0,6,
ltm_31,LTM,15,0.2577777777777778,0.06666666666666667,1.6488888888888893,5.474074074074074,72,0,1
ltm_laura_31,LTM_Laura,15,0.06222222222222222,0.3333333333333333,1.0933333333333333,1.9090909090909092,0,1,5
atn_31,ATN,15,0.12444444444444444,0.13333333333333333,1.231111111111111,4.560975609756097,0,0,2
adbm_31,ADBM,15,0.24888888888888888,0.2,1.4044444444444446,3.782608695652174,0,0,3
niche_31,Niche,15,0.17333333333333334,0.3333333333333333,1.2933333333333332,3.6792452830188678,0,3,
cascade_31,Cascade,15,0.17333333333333334,0.06666666666666667,1.262222222222222,4.975,0,0,
random_31,Random,15,0.18666666666666668,0.06666666666666667,1.1866666666666665,NaN,382,0,
maxent_31,MaxEnt,15,0.12444444444444444,0.26666666666666666,1.2222222222222223,3.409090909090909,4,1,
ltm_32,LTM,15,0.3111111111111111,0.13333333333333333,1.6533333333333335,4.178571428571429,5645,1,1
ltm_laura_32,LTM_Laura,15,0.12444444444444444,0.13333333333333333,1.2,5.1875,4,1,2
atn_32,ATN,15,0.17777777777777778,0.13333333333333333,1.2177777777777776,5.166666666666667,0,1,1
adbm_32,ADBM,15,0.25333333333333335,0.13333333333333333,1.462222222222222,5.189655172413793,0,1,1
niche_32,Niche,15,0.1511111111111111,0.2,1.2444444444444442,3.0285714285714285,0,0,
cascade_32,Cascade,15,0.13333333333333333,0.26666666666666666,1.2044444444444442,2.7037037037037037,0,0,
random_32,Random,15,0.13333333333333333,0.06666666666666667,1.133333333333333,NaN,7,0,
maxent_32,MaxEnt,15,0.07111111111111111,0.5333333333333333,1.0933333333333333,1.25,0,3,
ltm_33,LTM,15,0.3377777777777778,0.0,1.6133333333333335,NaN,6921,0,0
ltm_laura_33,LTM_Laura,15,0.1688888888888889,0.2,1.2888888888888888,3.238095238095238,36,1,3
atn_33,ATN,15,0.16444444444444445,0.2,1.2666666666666666,4.622317596566524,0,1,3
adbm_33,ADBM,15,0.3333333333333333,0.13333333333333333,1.6399999999999997,5.022160664819944,0,0,2
niche_33,Niche,15,0.05333333333333334,0.4666666666666667,1.084444444444444,2.4,0,4,
cascade_33,Cascade,15,0.10222222222222223,0.26666666666666666,1.1866666666666668,3.3333333333333335,0,0,
random_33,Random,15,0.08,0.2,1.1644444444444444,3.7777777777777777,3,1,
maxent_33,MaxEnt,15,0.06666666666666667,0.5333333333333333,1.0844444444444443,1.4,0,3,
ltm_34,LTM,15,0.3022222222222222,0.06666666666666667,1.7422222222222221,3.0,6270,0,1
ltm_laura_34,LTM_Laura,15,0.16444444444444445,0.06666666666666667,1.2844444444444443,0.0,5,1,1
atn_34,ATN,15,0.14666666666666667,0.06666666666666667,1.32,5.523255813953488,0,0,1
adbm_34,ADBM,15,0.16,0.2,1.4266666666666663,5.109090909090909,0,1,3
niche_34,Niche,15,0.24,0.2,1.4177777777777778,3.270718232044199,0,0,
cascade_34,Cascade,15,0.24,0.13333333333333333,1.462222222222222,4.286458333333333,0,0,
random_34,Random,15,0.22666666666666666,0.06666666666666667,1.2266666666666666,NaN,842,0,
maxent_34,MaxEnt,15,0.18666666666666668,0.06666666666666667,1.533333333333333,4.0,128,0,
ltm_35,LTM,15,0.3022222222222222,0.0,1.7955555555555553,NaN,4544,0,0
ltm_laura_35,LTM_Laura,15,0.12,0.13333333333333333,1.1866666666666665,3.8,5,0,2
atn_35,ATN,15,0.12444444444444444,0.2,1.1466666666666663,5.320754716981132,0,0,3
adbm_35,ADBM,15,0.2088888888888889,0.13333333333333333,1.337777777777778,5.4186046511627906,0,0,2
niche_35,Niche,15,0.21333333333333335,0.26666666666666666,1.408888888888889,3.232394366197183,0,0,
cascade_35,Cascade,15,0.2222222222222222,0.06666666666666667,1.4444444444444442,6.8161764705882355,0,0,
random_35,Random,15,0.24444444444444444,0.0,1.2444444444444442,NaN,3948,0,
