fw_ID,model,richness,connectance,complexity,trophic_level,generality,vulnerability,top,ChLen,distance,centrality,clustering,trophicCoherence
random_50,Random,15,0.14222222222222222,0.9468594683957394,1.208888888888889,0.6355142391908192,0.6103186375047991,0.06666666666666667,1.0,1.0,3.374880858364423,0.3022222222222222,0.20390453877219028
random_51,Random,9,0.1728395061728395,0.915435382575839,1.345679012345679,0.7945926950459639,0.8571428571428572,0.2222222222222222,3.5,2.0,2.4578441835645677,0.1111111111111111,0.3314967720658979
random_52,Random,15,0.1111111111111111,0.9271312329444769,1.2266666666666666,0.7745966692414833,0.7050835816716038,0.2,4.0,4.0,3.640813390451036,0.24666666666666667,0.3496665077851562
random_53,Random,8,0.171875,0.9705607256020001,1.296875,0.77138921583987,0.54110822483116,0.125,2.75,2.0,2.3060853769300635,0.5666666666666667,0.2800162332956625
random_54,Random,13,0.1301775147928994,0.9381611557539339,1.1834319526627222,0.7390150544398302,0.5597864606639747,0.07692307692307693,1.0,2.0,1.792581412490854,0.18717948717948715,0.14368723202157058
random_55,Random,15,0.08888888888888889,0.9541284073705515,1.111111111111111,0.6123724356957945,0.7319250547113999,0.2,3.0,2.0,1.432980400991214,0.0,0.08779295153474043
random_56,Random,6,0.1111111111111111,0.9870558585867127,1.138888888888889,1.224744871391589,0.7745966692414834,0.3333333333333333,1.3333333333333333,3.0,1.6666666666666665,0.0,0.1595711846260563
random_57,Random,15,0.13777777777777778,0.9257581354737187,1.208888888888889,0.6711361008203104,0.8473500346170126,0.13333333333333333,4.0,3.0,1.820829790114619,0.3962962962962963,0.23000701251581784
random_58,Random,15,0.16,0.9145975373888736,1.3288888888888892,0.5634361698190111,0.5850315416812197,0.06666666666666667,5.5,1.0,3.03922634491353,0.3561904761904762,0.3378268552483419
random_59,Random,13,0.15976331360946747,0.9430470234304108,1.3136094674556213,0.5369305982217935,0.6357725031893202,0.07692307692307693,5.2,2.0,2.967302452316076,0.20512820512820515,0.25495973676510436
random_6,Random,15,0.19111111111111112,0.9011862387537019,1.333333333333333,0.7083894784995473,0.5726923366001377,0.06666666666666667,7.817391304347826,2.0,2.701990730262446,0.3976190476190476,0.30385732308830254
random_60,Random,11,0.1652892561983471,0.9179104848925687,1.347107438016529,0.8806247782114697,0.7707139547199077,0.18181818181818182,3.6,2.0,2.890526315789473,0.3768398268398268,0.5521912535646202
random_62,Random,13,0.21893491124260356,0.9215087717909822,1.390532544378698,0.4723934673769874,0.31576544447426813,0.0,NaN,3.0,3.595749277755314,0.3194139194139194,0.22899138070471664
random_63,Random,10,0.12,0.9448093004821013,1.27,0.9460770203292446,0.8606629658238705,0.3,2.6,3.0,1.283337185116709,0.29666666666666663,0.47258156262526074
random_64,Random,13,0.1952662721893491,0.9295380032867544,1.2485207100591715,0.5239883777512298,0.5712208289130785,0.0,NaN,1.0,4.178091843107892,0.3241758241758242,0.16884890164544947
random_65,Random,10,0.11,0.955768939186639,1.15,0.7959954870644664,0.7959954870644664,0.3,2.8,3.0,1.5862068965517242,0.08333333333333333,0.17939291563999443
random_66,Random,10,0.17,0.931878544758198,1.23,0.7867608881466227,0.6820598874872975,0.1,3.5,2.0,1.2684310018903595,0.25,0.17128407776006982
random_67,Random,12,0.2222222222222222,0.9171678495767353,1.4722222222222223,0.7556604576611954,0.48850421045919723,0.0,NaN,3.0,4.319053047374142,0.448015873015873,0.4801663834801148
random_68,Random,14,0.16326530612244897,0.9429665142954214,1.2551020408163265,0.5541582320545695,0.43508951333649104,0.0,NaN,2.0,1.2138188639613725,0.2340136054421769,0.22877295263601682
random_69,Random,13,0.14792899408284024,0.9413567970958988,1.3254437869822484,0.6529931086925802,0.579885046079537,0.0,NaN,3.0,2.101511767515718,0.07179487179487179,0.24727309643571682
random_7,Random,9,0.14814814814814814,0.9536716604999879,1.4074074074074074,0.649519052838329,0.75,0.2222222222222222,3.0,3.0,1.5335120643431635,0.16666666666666666,0.37939345531966395
random_70,Random,15,0.21777777777777776,0.9022262736249771,1.4533333333333331,0.5952450367497514,0.6063859603298112,0.06666666666666667,3.727272727272727,2.0,5.651624143657454,0.4610582010582011,0.31540804894514063
random_71,Random,15,0.1511111111111111,0.9177373903114815,1.4044444444444442,0.8077724262654061,0.5130525667349466,0.06666666666666667,2.3333333333333335,3.0,3.422486766181949,0.3395238095238095,0.459765627859351
random_72,Random,13,0.15384615384615385,0.934287089982867,1.2544378698224852,0.67700320038633,0.5,0.0,NaN,2.0,1.2230378926913528,0.3468864468864469,0.21208375120196327
random_73,Random,7,0.16326530612244897,0.9495106369829256,1.3265306122448979,0.7872684844871326,0.60380736442456,0.14285714285714285,1.5,2.0,1.4466019417475733,0.33333333333333337,0.27532117475983764
random_74,Random,15,0.1288888888888889,0.9438461154510378,1.1866666666666665,0.6324823896055941,0.6902706613113184,0.06666666666666667,3.2,2.0,3.104234527687297,0.2955555555555555,0.15662700822154998
random_75,Random,4,0.1875,0.9786600843501594,1.25,1.2765694770084506,0.6666666666666666,0.25,2.0,2.0,1.6666666666666665,0.0,0.2886751345948129
random_76,Random,2,0.25,NaN,1.25,1.4142135623730951,1.4142135623730951,0.5,1.0,2.0,1.0,0.0,NaN
random_77,Random,14,0.11734693877551021,0.941351747396848,1.153061224489796,0.7400152091783833,0.6136918699243815,0.07142857142857142,4.666666666666667,3.0,2.12488928255093,0.21428571428571427,0.1701723215471036
random_78,Random,9,0.1728395061728395,0.9223234673003576,1.395061728395062,0.7266782124777073,0.8571428571428571,0.2222222222222222,4.25,3.0,1.4384236453201968,0.28148148148148144,0.37453901480727875
random_79,Random,15,0.17777777777777778,0.9348888776677,1.3066666666666664,0.6895262348681365,0.4629100498862757,0.0,NaN,3.0,1.7710043829866038,0.24063492063492065,0.3406671851736398
random_8,Random,10,0.16,0.9444334283266369,1.29,0.8436856971381911,0.60380736442456,0.1,4.0,3.0,1.4131142271686286,0.4133333333333333,0.340036762718386
