model,richness,connectance,complexity,trophic_level,generality,vulnerability,top,ChLen,distance,centrality,clustering,trophicCoherence
LTM,15,0.29777777777777775,0.8622120209285723,1.4355555555555557,0.5792945855499877,0.3370623818100362,0.0,NaN,3.0,3.3388802612437316,0.6489417989417989,0.2728404877494625
ATN,15,0.14666666666666667,0.896442301942128,1.2133333333333334,0.8624393618641034,0.7329325225725954,0.2,4.477678571428571,2.0,1.7911784975878702,0.5022222222222222,0.30380582581310034
ADBM,15,0.2,0.8549669591228736,1.5422222222222224,1.2149857925879117,0.7663560447348133,0.2,4.134328358208955,2.0,3.2810098792535682,0.47201058201058194,0.570663268185859
LTM,15,0.26222222222222225,0.8613257058800119,1.5511111111111109,0.977440784464327,0.38993576850308426,0.0,NaN,3.0,3.9846798277935074,0.603920153920154,0.6605466214283893
ATN,15,0.12444444444444444,0.9487260663320709,1.2666666666666666,0.6975070142911988,0.4904332588039965,0.06666666666666667,5.531914893617022,2.0,2.3173455978975035,0.3777777777777778,0.19630627907130696
ADBM,15,0.15555555555555556,0.8797409587099506,1.2044444444444442,1.272036085081422,0.804506258956205,0.26666666666666666,4.133333333333334,2.0,2.1146767343086363,0.4911640211640212,0.2900400822295427
LTM,15,0.29777777777777775,0.8606205012627411,1.622222222222222,0.6867525475128945,0.5207100677309905,0.06666666666666667,4.162162162162162,3.0,3.553825662620937,0.6648629148629149,0.48765245290046494
ATN,15,0.14666666666666667,0.9090212222769153,1.288888888888889,0.8094775086881776,0.7125125571088416,0.2,5.4213197969543145,4.0,2.803008199607627,0.3877777777777778,0.2729838860083174
ADBM,15,0.17777777777777778,0.8709045569258189,1.2044444444444444,1.1998883876665958,0.8698829970584714,0.2,4.761904761904762,2.0,1.5318151373074345,0.5291534391534393,0.25369632114365276
LTM,15,0.27555555555555555,0.8629601251569351,1.613333333333333,0.6192972323440494,0.39718984635170834,0.0,NaN,2.0,4.68406179918323,0.6016594516594516,0.5102302615442587
ATN,15,0.13777777777777778,0.91735002111474,1.2355555555555555,0.8668618016057104,0.7421358174736117,0.2,2.977777777777778,3.0,1.866004962779156,0.4787301587301587,0.210773168487739
ADBM,15,0.21333333333333335,0.8610924869369605,1.5555555555555556,1.0643366478704002,0.8615030470056388,0.2,4.297029702970297,2.0,2.4507942304181123,0.5774603174603175,0.5666597134881435
LTM,15,0.21333333333333335,0.8657295188937186,1.4311111111111112,0.7300165115549491,0.7581403469769207,0.2,0.5,2.0,1.8648082526494303,0.4747089947089947,0.3312939980741705
ATN,15,0.1111111111111111,0.9477172582570668,1.1466666666666667,0.9258200997725514,0.5398412465054623,0.06666666666666667,5.5777777777777775,2.0,1.6829268292682928,0.22444444444444445,0.16087722486878453
ADBM,15,0.17777777777777778,0.8556333998987206,1.333333333333333,1.208230701716948,0.9258200997725514,0.2,4.842105263157895,2.0,1.9794277606999289,0.5546031746031747,0.36260768122632275
LTM,15,0.25333333333333335,0.8943054035099129,1.6488888888888886,0.7456508910248214,0.47908367885936826,0.0,NaN,3.0,2.5136986301369864,0.5414862914862915,0.6796685351984388
ATN,15,0.14666666666666667,0.9111151431126989,1.3644444444444443,0.7125125571088416,0.5211013674737371,0.06666666666666667,5.2745098039215685,3.0,4.943891000915726,0.3968253968253968,0.16585661731874765
ADBM,15,0.25333333333333335,0.8175265071681491,1.4355555555555555,1.0298281905722666,0.8333663098606542,0.2,4.723214285714286,2.0,2.455497382198953,0.7006253006253007,0.3712443044839978
LTM,15,0.2088888888888889,0.8795472546322652,1.448888888888889,0.7224202139548848,0.5239525632724663,0.06666666666666667,0.0,2.0,2.557441154711397,0.5917460317460317,0.3006827465816591
ATN,15,0.10222222222222223,0.9775824045601706,1.1688888888888889,0.7339975224406143,0.5970491846309522,0.06666666666666667,6.073170731707317,3.0,2.06095406360424,0.39333333333333337,0.14139029851073814
ADBM,15,0.15555555555555556,0.8852896272220345,1.3199999999999996,1.261680123761121,0.9115392422092773,0.2,3.86046511627907,2.0,2.066439522998296,0.5316402116402117,0.4078867677588864
LTM,15,0.26666666666666666,0.8928993764757645,1.6800000000000002,0.6546536707079771,0.5261042808091513,0.0,NaN,2.0,1.79007971656333,0.4324867724867725,0.4562174237439404
ATN,15,0.12,0.9561260443801698,1.231111111111111,0.733429527120503,0.7027283689263065,0.13333333333333333,5.890909090909091,2.0,1.9696405172005496,0.1711111111111111,0.1977076606718088
ADBM,15,0.14222222222222222,0.9043731539835623,1.1866666666666665,1.263597913697233,0.8284829078330033,0.2,5.151515151515151,2.0,1.1896426427375273,0.4516402116402116,0.23592075396314255
LTM,15,0.26666666666666666,0.8567876999790736,1.6000000000000003,0.6123724356957945,0.5088502445991074,0.06666666666666667,0.0,2.0,3.1794072644125326,0.7232900432900433,0.3537104905301949
ATN,15,0.14666666666666667,0.9049113242066398,1.2666666666666664,0.8624393618641033,0.8793847801158543,0.13333333333333333,4.708133971291866,1.0,3.0076335877862594,0.40444444444444444,0.10859525446781404
ADBM,15,0.28,0.8205695238902316,1.5066666666666666,0.9866291065264379,0.753998089873925,0.13333333333333333,4.266666666666667,2.0,2.331607558892053,0.6857046657046657,0.38047589248453667
LTM,15,0.21777777777777776,0.9048994457735243,1.3111111111111111,0.9361733488308165,0.44007874801730257,0.0,NaN,2.0,3.186467982279501,0.7747426647426647,0.3584947956644818
ATN,15,0.10666666666666667,0.9498508614782715,1.182222222222222,0.9389869160810648,0.6597483286396845,0.06666666666666667,6.451612903225806,2.0,2.688131985098457,0.36000000000000004,0.2470437123531066
ADBM,15,0.1511111111111111,0.8772418691526155,1.2622222222222221,1.184583372200755,0.9353813182752524,0.26666666666666666,3.418181818181818,2.0,1.3311748381128585,0.5247619047619048,0.3146203073697997
LTM,15,0.27555555555555555,0.8582885323146185,1.6488888888888888,0.6834817603880243,0.612508968513595,0.06666666666666667,4.294736842105263,3.0,1.837114770417686,0.5613323713323713,0.48793782251826784
ATN,15,0.15555555555555556,0.9295695607638382,1.2622222222222221,0.6998542122237652,0.6203544552477822,0.06666666666666667,5.2,3.0,3.159223300970874,0.4838095238095238,0.15872978524699294
ADBM,15,0.21333333333333335,0.864374035584822,1.28,1.083819716821681,0.7581403469769207,0.13333333333333333,3.9285714285714284,2.0,1.8690641173782359,0.5444444444444445,0.28115208215805987
LTM,15,0.28888888888888886,0.8442655803092868,1.773333333333333,0.6208548084318917,0.3666115893980721,0.0,NaN,3.0,2.1738373376855935,0.6157671957671959,0.4591705639929533
ATN,15,0.15555555555555556,0.9112162505851877,1.271111111111111,0.8206518066482896,0.598832683719233,0.06666666666666667,6.410256410256411,2.0,2.014354066985646,0.49444444444444446,0.28251240439454695
ADBM,15,0.15555555555555556,0.8910776833366822,1.3733333333333335,1.1755527203195648,0.7880299827064418,0.26666666666666666,3.977272727272727,4.0,1.2872230702586744,0.49158730158730163,0.5204537272094417
LTM,15,0.26666666666666666,0.8660978456424542,1.5377777777777777,0.7319250547113999,0.2834733547569204,0.0,NaN,3.0,3.106752057222762,0.6244444444444445,0.38816612955095814
ATN,15,0.09333333333333334,0.9451491247013898,1.1555555555555554,1.2605242095250824,0.9273932871430011,0.2,4.5,2.0,1.3293515358361772,0.39999999999999997,0.39279220242478635
ADBM,15,0.10222222222222223,0.9015513289179283,1.1466666666666667,0.9818773730988012,1.2292018052560891,0.4666666666666667,2.75,2.0,1.6706231454005938,0.34222222222222226,0.12053168700124389
LTM,15,0.26222222222222225,0.8324434346458464,1.6266666666666667,0.7284474557702256,0.6620405559374092,0.06666666666666667,3.413793103448276,2.0,1.756232934163797,0.3664550264550264,0.47940099429604294
ATN,15,0.12444444444444444,0.938137039941956,1.1733333333333331,0.8794918026359257,0.8558663964835502,0.13333333333333333,4.75,2.0,3.043645699614891,0.32666666666666677,0.20692025177291948
ADBM,15,0.2088888888888889,0.8454744989463163,1.4844444444444447,1.0367370799181395,0.9640099270053891,0.13333333333333333,4.783132530120482,2.0,3.677533664068039,0.5057142857142857,0.41615540634779796
LTM,15,0.2577777777777778,0.8820516790926745,1.6666666666666665,0.7811804580905739,0.43568915320421553,0.0,NaN,3.0,6.73475507514386,0.5508225108225109,0.4967001413827939
ATN,15,0.10666666666666667,0.9562095414952232,1.2266666666666666,0.6597483286396845,0.6597483286396845,0.2,5.393939393939394,3.0,2.9865654205607473,0.24444444444444446,0.19822074911174642
ADBM,15,0.2311111111111111,0.8353409681284254,1.2844444444444443,1.0506760292036719,0.7463987929201764,0.2,4.815789473684211,2.0,3.127608104021773,0.5001972101972101,0.2743091631904099
LTM,15,0.28888888888888886,0.8759814443055813,1.6311111111111107,0.6269517285976226,0.5697354460138779,0.06666666666666667,2.0,3.0,1.2527279636633428,0.7165512265512265,0.49932219014645207
ATN,15,0.13333333333333333,0.8872551967764623,1.1777777777777776,0.823754471047914,0.823754471047914,0.26666666666666666,4.230769230769231,2.0,2.1195840554592724,0.14730158730158732,0.14058807341199336
ADBM,15,0.24888888888888888,0.7931608324137461,1.32,1.0097014828889304,0.8618334666269641,0.26666666666666666,4.714285714285714,2.0,2.5781592874661157,0.4965079365079365,0.26315600363868247
LTM,15,0.28,0.8540216150790901,1.6044444444444441,0.6865357890880391,0.3732208632474885,0.0,NaN,3.0,5.250845623055066,0.3932275132275132,0.4328729156951287
ATN,15,0.12444444444444444,0.9348483123999842,1.2577777777777779,0.8315700489770451,0.5679100860956889,0.13333333333333333,5.431372549019608,3.0,2.441340782122906,0.2959259259259259,0.3016318541305276
ADBM,15,0.2577777777777778,0.8276449571880314,1.5288888888888887,1.130968398886445,0.6691851246870547,0.13333333333333333,4.411214953271028,3.0,2.90899689762151,0.6223088023088025,0.5346789337003144
LTM,15,0.28888888888888886,0.890875483952038,1.702222222222222,0.6146974185031647,0.2848677230069389,0.0,NaN,3.0,3.1000413222186567,0.666127946127946,0.5077855392251279
ATN,15,0.10666666666666667,0.9572308018226425,1.1599999999999997,0.7763237542601484,0.5689118686454997,0.06666666666666667,5.767123287671233,2.0,2.435114503816794,0.2711111111111111,0.1741554269077397
ADBM,15,0.16444444444444445,0.878999057347627,1.1733333333333331,1.2989853881835585,0.851305385778802,0.2,5.56140350877193,2.0,1.4894476874719356,0.4979797979797979,0.2564743894539553
LTM,15,0.2577777777777778,0.8938372894530755,1.56,0.7563220886299817,0.3070431929506881,0.0,NaN,3.0,3.3702804841390077,0.6830158730158729,0.46145069942548456
ATN,15,0.13777777777777778,0.9127661005569769,1.1777777777777776,0.9408711871205745,0.5321533202339939,0.06666666666666667,6.388888888888889,3.0,2.2566299597424773,0.6374603174603173,0.205096358156434
ADBM,15,0.13777777777777778,0.8889042930869449,1.1555555555555554,1.1918034323813653,1.025902091011567,0.26666666666666666,5.0,2.0,1.6119402985074627,0.48587301587301585,0.1750507692187102
LTM,15,0.26222222222222225,0.8993582042457233,1.4488888888888887,0.8726286100619307,0.33928557928861425,0.0,NaN,3.0,2.170608958228485,0.6414862914862915,0.4242380471435791
ATN,15,0.14222222222222222,0.9039191479689594,1.1955555555555553,0.8093172552484329,0.7896865901826405,0.26666666666666666,4.9125,2.0,1.5936599423631124,0.4844444444444445,0.1617417517687779
ADBM,15,0.19555555555555557,0.860385455750543,1.2399999999999998,1.1119122620037667,0.8495085043349632,0.2,6.344827586206897,2.0,1.4960380348652933,0.5860846560846561,0.2733998440882415
LTM,15,0.28888888888888886,0.871612728910796,1.7822222222222224,0.5829357015329603,0.31042740421594583,0.0,NaN,2.0,2.1427750887171944,0.6176527176527176,0.4886030147091869
ATN,15,0.13777777777777778,0.9347690075094341,1.2977777777777777,0.7192484060876191,0.5321533202339939,0.06666666666666667,5.70935960591133,2.0,3.1217537272846823,0.4066666666666666,0.1859844162996786
ADBM,15,0.23555555555555555,0.8323405691727075,1.4088888888888889,1.090195704662576,0.7995447008312739,0.13333333333333333,4.67515923566879,2.0,2.3490042328776624,0.6256469456469456,0.42974022973655096
LTM,15,0.23555555555555555,0.8518787725255447,1.448888888888889,0.9193706180406144,0.640636793507162,0.13333333333333333,0.5,2.0,5.446661550268612,0.7047811447811446,0.6665844167936597
ATN,15,0.1511111111111111,0.9018779045796759,1.2044444444444447,0.9353813182752523,0.7725838550919824,0.06666666666666667,5.405405405405405,3.0,3.126531555829545,0.21587301587301588,0.17771463525126893
ADBM,15,0.2577777777777778,0.8321440734005935,1.44,0.9719394084464237,0.862561435689095,0.06666666666666667,3.980392156862745,2.0,2.012192206550323,0.6555555555555557,0.3533018663673483
LTM,15,0.26666666666666666,0.8921152125025461,1.5466666666666664,0.7961963146288554,0.25,0.0,NaN,3.0,4.679466544033111,0.6597354497354497,0.46873900907809335
ATN,15,0.10222222222222223,0.9325552874271142,1.1644444444444444,0.6913688004643169,0.8491389739197204,0.3333333333333333,2.4074074074074074,3.0,1.0437191196286868,0.18666666666666668,0.10759477647386978
ADBM,15,0.19111111111111112,0.8455199425165453,1.248888888888889,1.2359071907930774,0.8219822346603334,0.3333333333333333,3.018867924528302,3.0,1.8288793338050398,0.39619047619047615,0.3046015174124899
LTM,15,0.29333333333333333,0.8667395761518155,1.6888888888888889,0.6358996453166281,0.42778361277923643,0.06666666666666667,0.0,3.0,1.7486011402027033,0.6491005291005292,0.40903168007736923
ATN,15,0.13777777777777778,0.9228412830556671,1.368888888888889,0.6457370702589753,0.6457370702589753,0.13333333333333333,5.538461538461538,1.0,3.6641714309217295,0.30317460317460315,0.1586984095231745
ADBM,15,0.18666666666666668,0.8663084738788046,1.3155555555555556,1.0473484499010843,0.9175166127617949,0.2,6.066326530612245,3.0,1.5786046511627907,0.5851322751322752,0.3103289210351953
LTM,15,0.28,0.8495540168930467,1.6666666666666667,0.7539980898739251,0.5488746327603893,0.0,NaN,3.0,3.13686457077464,0.5641991341991343,0.8008245167926934
ATN,15,0.13777777777777778,0.9145645999804091,1.2888888888888888,0.8668618016057101,0.6457370702589752,0.06666666666666667,5.724489795918367,5.0,2.376946129668884,0.30126984126984124,0.2597489827702492
ADBM,15,0.18222222222222223,0.8646760704138166,1.2444444444444442,1.3006133702787717,0.775682068813624,0.2,4.964912280701754,2.0,1.9182570575564037,0.5579605579605579,0.3836071839065524
LTM,15,0.27555555555555555,0.884164156063881,1.791111111111111,0.5321533202339938,0.407580175578137,0.0,NaN,2.0,2.709615044671142,0.5130687830687831,0.4068339187872151
ATN,15,0.10666666666666667,0.9679361414102778,1.1999999999999997,0.8775473125218296,0.6597483286396845,0.06666666666666667,5.706896551724138,2.0,4.809540698705443,0.34,0.3750684317593464
ADBM,15,0.18222222222222223,0.856155803199218,1.5022222222222221,1.2249009859686788,0.9220950056561992,0.2,4.261904761904762,3.0,3.2857142857142856,0.4750793650793651,0.5228543714715769
