fw_ID,model,richness,connectance,complexity,max_trophic_level,generality,vulnerability,top,ChLen,distance,centrality,clustering,trophicCoherence,S_initial,connectance_initial,prop_basal_initial,mx_tl_initial,mean_FCL_initial,closed_loops_initial,isolated_initial,illogical_initial
random_61,Random,15,0.28888888888888886,0.8965954119928875,2.731806179191485e16,0.4059989714705751,0.4059989714705751,0.0,NaN,1.0,2.543776359464356,0.5098653198653198,4.183300132670378,15,0.28888888888888886,0.0,2.731806179191485e16,NaN,26472,0,
maxent_61,MaxEnt,15,0.16444444444444445,0.9308292970762769,6.633587786259542,0.9303737555707299,0.5278431459500964,0.13333333333333333,4.6,2.0,1.9546270540963948,0.3082539682539682,1.9580310567509291,15,0.16444444444444445,0.13333333333333333,6.633587786259542,4.6,15,0,
ltm_62,LTM,15,0.28888888888888886,0.8426009760270939,4.486839649928156,0.6849425073515351,0.4152624973118942,0.0,NaN,3.0,2.944853166788029,0.5429100529100529,1.0899697387114833,15,0.28888888888888886,0.0,4.486839649928156,NaN,132,0,0
ltm_laura_62,LTM_Laura,15,0.09777777777777778,0.9188302109774982,4.715753424657533,1.0583618805162391,1.1193532033548146,0.4,2.7058823529411766,2.0,3.02555910543131,0.2977777777777778,1.1288703144824603,15,0.09777777777777778,0.4,4.715753424657533,2.7058823529411766,5,3,3
atn_62,ATN,15,0.09333333333333334,0.9569045143959665,4.5625,0.9273932871430011,0.8008741579734117,0.26666666666666666,3.3333333333333335,3.0,1.9651498620114243,0.11555555555555555,0.701560760020114,15,0.09333333333333334,0.26666666666666666,4.5625,3.3333333333333335,0,2,2
adbm_62,ADBM,15,0.10666666666666667,0.9009039125203964,5.5,1.545442608815629,0.811469126250126,0.26666666666666666,3.4210526315789473,2.0,1.6780021253985122,0.42793650793650795,1.306041860590581,15,0.10666666666666667,0.26666666666666666,5.5,3.4210526315789473,0,2,2
niche_62,Niche,15,0.08444444444444445,0.9404213143712633,3.9375,1.0104323264560806,1.349932944735754,0.5333333333333333,1.8888888888888888,3.0,2.401162790697674,0.17555555555555555,0.44275939248041896,15,0.08444444444444445,0.5333333333333333,3.9375,1.8888888888888888,0,3,
cascade_62,Cascade,15,0.10666666666666667,0.9422889652682107,3.0833333333333335,1.0773645092141684,0.739509972887452,0.26666666666666666,2.2222222222222223,3.0,2.6845369960124055,0.4555555555555556,0.5084322079425715,15,0.10666666666666667,0.26666666666666666,3.0833333333333335,2.2222222222222223,0,1,
random_62,Random,15,0.13777777777777778,0.9379314876855942,9.205479452054796,0.5916770741471686,0.6956083436402523,0.13333333333333333,4.555555555555555,2.0,2.0990996362769065,0.37904761904761913,2.2895997121350646,15,0.13777777777777778,0.13333333333333333,9.205479452054796,4.555555555555555,11,0,
maxent_62,MaxEnt,15,0.12444444444444444,0.9447078420996111,18.333333333333325,0.8315700489770449,0.9249340059982091,0.3333333333333333,3.9411764705882355,1.0,2.089095670585613,0.4288888888888888,4.299946565527565,15,0.12444444444444444,0.3333333333333333,18.333333333333325,3.9411764705882355,15,2,
ltm_63,LTM,15,0.28888888888888886,0.8465186820679477,5.790745994766947,0.8707707839849465,0.4059989714705751,0.0,NaN,3.0,4.614897872089468,0.6741654641654642,1.7512823636892783,15,0.28888888888888886,0.0,5.790745994766947,NaN,1076,0,0
ltm_laura_63,LTM_Laura,15,0.14222222222222222,0.9169417555755667,4.703703703703704,0.8472151069828724,0.6103186375047991,0.13333333333333333,4.191919191919192,3.0,2.7800000000000002,0.5792063492063492,0.5073795002310852,15,0.14222222222222222,0.13333333333333333,4.703703703703704,4.191919191919192,1,0,2
atn_63,ATN,15,0.1688888888888889,0.8966014967916742,5.097222222222222,1.042953630525061,0.5752616788980017,0.06666666666666667,4.9734513274336285,3.0,3.4665344571145265,0.45836940836940837,0.5883733899516571,15,0.1688888888888889,0.06666666666666667,5.097222222222222,4.9734513274336285,0,0,1
adbm_63,ADBM,15,0.10666666666666667,0.928472148805883,4.3125,1.352906923205415,0.8451542547285166,0.2,3.3125,3.0,1.7607361963190187,0.26825396825396824,0.8299751174897799,15,0.10666666666666667,0.2,4.3125,3.3125,0,1,2
niche_63,Niche,15,0.24,0.8019242668044968,3.3928571428571423,1.2053306058872546,0.686863381695835,0.06666666666666667,3.0495049504950495,2.0,6.391696750902527,0.6572198172198171,0.6523521839758298,15,0.24,0.06666666666666667,3.3928571428571423,3.0495049504950495,0,0,
cascade_63,Cascade,15,0.24888888888888888,0.8685025798835496,4.6633446712018145,0.7192113331218871,0.7048160544098977,0.13333333333333333,4.709090909090909,2.0,2.4779117473620818,0.437037037037037,0.8779239272573928,15,0.24888888888888888,0.13333333333333333,4.6633446712018145,4.709090909090909,0,0,
random_63,Random,15,0.23555555555555555,0.9210422830065846,53.28932424923563,0.5115261023292815,0.3837067104548343,0.0,NaN,2.0,1.6396981319918278,0.4449206349206349,9.200016143455167,15,0.23555555555555555,0.0,53.28932424923563,NaN,4019,0,
maxent_63,MaxEnt,15,0.16444444444444445,0.8979922896384765,5.725274725274725,0.9176689204291779,0.9303737555707299,0.2,3.5652173913043477,2.0,3.0092565808504492,0.5756084656084657,1.567265845793531,15,0.16444444444444445,0.2,5.725274725274725,3.5652173913043477,29,0,
ltm_64,LTM,15,0.26666666666666666,0.8792995711615306,4.028831644101746,0.7196229171289245,0.3779644730092272,0.0,NaN,3.0,2.051090058992943,0.6076719576719577,0.9608508159645862,15,0.26666666666666666,0.0,4.028831644101746,NaN,37,0,0
ltm_laura_64,LTM_Laura,15,0.11555555555555555,0.9300757521389821,3.5833333333333353,1.033565994222193,0.7383928539486743,0.13333333333333333,3.227272727272727,3.0,2.5009724923589887,0.44666666666666666,0.9511968898699429,15,0.11555555555555555,0.13333333333333333,3.5833333333333353,3.227272727272727,2,0,2
atn_64,ATN,15,0.12,0.8558863885837366,3.0,1.588095039781684,0.8708486809108065,0.2,1.8518518518518519,2.0,5.733167082294264,0.343968253968254,0.3441962160421026,15,0.12,0.2,3.0,1.8518518518518519,0,1,3
adbm_64,ADBM,15,0.17777777777777778,0.8649400063713645,4.0,1.379052469736273,0.7455223480410037,0.13333333333333333,3.8867924528301887,2.0,2.375649163300635,0.49627705627705637,1.165653350592591,15,0.17777777777777778,0.13333333333333333,4.0,3.8867924528301887,0,1,2
niche_64,Niche,15,0.013333333333333334,0.9786600843501594,2.0,2.8030595529069404,2.0701966780270626,0.8,0.23076923076923078,2.0,9.0,0.0,0.0,15,0.013333333333333334,0.8,2.0,0.23076923076923078,0,10,
cascade_64,Cascade,15,0.07111111111111111,0.9379157942228165,3.0,1.300326195339352,0.8284829078330033,0.26666666666666666,1.7692307692307692,4.0,2.7300177619893433,0.1511111111111111,0.39157800414902433,15,0.07111111111111111,0.26666666666666666,3.0,1.7692307692307692,0,0,
random_64,Random,15,0.04888888888888889,0.9820697205159719,3.0,0.959633932566814,1.2050660477570956,0.4666666666666667,1.2222222222222223,3.0,1.1951219512195124,0.0,0.5,15,0.04888888888888889,0.4666666666666667,3.0,1.2222222222222223,0,2,
maxent_64,MaxEnt,15,0.04888888888888889,0.9413377271286348,5.2,1.3106592337135294,1.4997048115685283,0.5333333333333333,0.6666666666666666,2.0,2.870967741935485,0.18888888888888886,0.9348796714016194,15,0.04888888888888889,0.5333333333333333,5.2,0.6666666666666666,1,6,
ltm_65,LTM,15,0.28,0.8816757275301896,29.116841353920158,0.46933845743293445,0.6050216379417459,0.0,NaN,2.0,1.8901978449340626,0.553121693121693,7.114997660820665,15,0.28,0.0,29.116841353920158,NaN,2271,0,0
ltm_laura_65,LTM_Laura,15,0.1111111111111111,0.9336716665307948,8.666666666666666,0.807111250961459,0.5398412465054624,0.13333333333333333,1.6666666666666667,2.0,2.4134007585335016,0.711111111111111,1.5975241260567346,15,0.1111111111111111,0.13333333333333333,8.666666666666666,1.6666666666666667,7,0,2
atn_65,ATN,15,0.1288888888888889,0.9079098152310826,5.5,0.8401145302784924,0.862561435689095,0.26666666666666666,4.269230769230769,3.0,2.154468830843695,0.36444444444444446,0.3755947664324259,15,0.1288888888888889,0.26666666666666666,5.5,4.269230769230769,0,0,4
