model,richness,connectance,complexity,trophic_level,generality,vulnerability,top,ChLen,distance,centrality,clustering,trophicCoherence
adbm_2,8,0.1875,0.8940816042696328,1.25,0.9428090415820632,1.0079052613579393,0.375,2.6,2.0,0.9591836734693878,0.6166666666666666,0.16713948085538036
adbm_20,7,0.08163265306122448,0.9335926644561658,1.163265306122449,1.3768926368215255,1.3768926368215255,0.5714285714285714,1.0,3.0,3.4210526315789473,0.33333333333333337,0.21428571428571433
adbm_21,8,0.078125,0.8648264518457696,1.09375,1.190438094628552,2.2526175250773743,0.75,0.7142857142857143,2.0,1.2857142857142856,0.2708333333333333,0.11180339887498948
adbm_22,9,0.1111111111111111,0.9373994714948702,1.1358024691358024,1.224744871391589,1.0,0.4444444444444444,1.25,2.0,1.4545454545454546,0.0,0.11111111111111106
adbm_23,4,0.0625,NaN,1.0625,2.0,2.0,0.75,0.3333333333333333,2.0,3.0,0.0,NaN
adbm_24,9,0.08641975308641975,0.961156796715986,1.1358024691358024,1.2494896917525644,1.0714285714285712,0.4444444444444444,1.1666666666666667,2.0,1.4545454545454544,0.2592592592592593,0.2460744117298091
adbm_25,7,0.12244897959183673,0.891671285555114,1.1428571428571428,1.4174834246858972,1.0496913126495104,0.42857142857142855,1.1666666666666667,2.0,2.8181818181818175,0.47619047619047616,0.1749635530559413
adbm_26,9,0.14814814814814814,0.9169591782986052,1.1728395061728394,1.403121520040228,0.9185586535436918,0.2222222222222222,2.875,2.0,1.4000000000000004,0.4629629629629629,0.3416471621270254
adbm_27,13,0.21893491124260356,0.8488696227759158,1.5562130177514792,1.012702378118659,0.9054390204866475,0.23076923076923078,4.119402985074627,2.0,2.3040847201210286,0.6244200244200244,0.5161620171629151
adbm_28,15,0.17777777777777778,0.8556333998987206,1.333333333333333,1.208230701716948,0.9258200997725514,0.2,4.842105263157895,2.0,1.9794277606999289,0.5546031746031747,0.36260768122632275
adbm_29,10,0.19,0.8476729442865824,1.31,1.1755695135263826,0.9752240076973541,0.3,2.85,2.0,2.4482758620689653,0.5533333333333333,0.317703749607429
adbm_3,7,0.14285714285714285,0.8685893832533697,1.1836734693877549,1.4142135623730951,1.0,0.42857142857142855,1.1428571428571428,3.0,4.0,0.0,0.15895675436119625
adbm_30,11,0.1652892561983471,0.8910777971025678,1.3305785123966944,1.3874436925511608,0.8455767262643882,0.18181818181818182,2.533333333333333,2.0,2.4285714285714293,0.5023809523809524,0.4714327139982452
adbm_31,5,0.12,0.8504896251021614,1.16,1.49071198499986,1.49071198499986,0.6,0.75,2.0,2.333333333333333,0.6,0.20000000000000007
adbm_32,10,0.19,0.8745454692253916,1.3199999999999998,1.2268164025997959,0.7627040392731282,0.2,2.375,2.0,1.5531914893617018,0.3933333333333334,0.34199278402838473
adbm_33,11,0.1487603305785124,0.889741581464212,1.2396694214876034,1.2605113600792692,0.9175921254250033,0.2727272727272727,2.3125,2.0,1.6720647773279356,0.503030303030303,0.33748028104786904
adbm_34,8,0.15625,0.9261600176561031,1.203125,1.1109841197270618,0.931971796017148,0.25,1.7142857142857142,2.0,1.4615384615384617,0.41666666666666663,0.23570226039551584
adbm_35,8,0.25,0.8536834236518231,1.40625,0.9258200997725514,0.9258200997725514,0.25,2.8823529411764706,2.0,1.436548223350254,0.75,0.3125
adbm_36,9,0.13580246913580246,0.8946290929517458,1.1851851851851851,1.2120265114521256,0.9833321660356332,0.3333333333333333,2.4,2.0,2.4394904458598723,0.4444444444444444,0.19476884915604764
adbm_37,14,0.19387755102040816,0.8610496093878927,1.3979591836734693,1.075857132806653,0.9846466807299845,0.14285714285714285,4.0638297872340425,2.0,3.285714285714286,0.45379818594104304,0.39665133123800317
adbm_38,9,0.16049382716049382,0.8602810616216289,1.2098765432098766,0.9230769230769231,1.2046507510281406,0.4444444444444444,1.5384615384615385,2.0,1.5714285714285714,0.39999999999999997,0.1372409355499661
adbm_39,8,0.1875,0.84449401868805,1.28125,1.4253932901995967,0.9428090415820632,0.25,2.0,2.0,3.0,0.55,0.3724661871983289
adbm_4,8,0.125,0.909873712713251,1.140625,0.9258200997725514,1.3093073414159542,0.5,1.1428571428571428,2.0,1.2857142857142856,0.0,0.057863756235784464
adbm_40,7,0.12244897959183673,0.8347211376995968,1.1836734693877549,1.4174834246858972,1.4174834246858972,0.5714285714285714,1.1428571428571428,2.0,2.8181818181818175,0.5714285714285714,0.2102800206268535
adbm_41,5,0.08,NaN,1.08,2.23606797749979,1.3693063937629153,0.6,0.5,2.0,4.0,0.0,0.0
adbm_42,6,0.05555555555555555,1.0,1.0555555555555556,1.5491933384829668,1.5491933384829668,0.6666666666666666,0.5,2.0,2.0,0.0,0.0
adbm_43,7,0.1836734693877551,0.8500003213537838,1.2857142857142858,1.247219128924647,1.163576153511482,0.42857142857142855,1.625,2.0,1.7096774193548387,0.6428571428571429,0.31943828249997
adbm_44,14,0.22959183673469388,0.8383170646128727,1.3979591836734693,1.1062114190803236,0.792510047090156,0.14285714285714285,4.458715596330276,2.0,2.2189514021947394,0.6107709750566893,0.41437527021289217
adbm_45,11,0.2066115702479339,0.8674713561679864,1.3140495867768593,1.0971964272635961,0.903681359772348,0.09090909090909091,2.5714285714285716,2.0,1.528735632183908,0.5032467532467533,0.3255848731772919
adbm_46,7,0.10204081632653061,0.9182958340544894,1.1020408163265307,1.3316656236958784,1.3316656236958784,0.5714285714285714,0.8333333333333334,2.0,2.5,0.0,0.06388765649999396
adbm_47,10,0.13,0.922996934092346,1.23,1.1495647062287124,0.8148845426702924,0.3,3.0833333333333335,3.0,1.0437956204379562,0.36666666666666664,0.29957234475763894
adbm_48,8,0.109375,0.9425315809842019,1.15625,1.5499459221263285,0.9537405261671773,0.375,1.3333333333333333,2.0,1.4615384615384617,0.1875,0.2768337131960354
