run_ID,fw_ID,Model,S,BasalInput,ConnectanceInput,EmergentBasal,EmergentConnectance,AdjacencyMatrix,BodyMasses,MetabolicClasses
1,ltm_1_10,LTM,10,0.2570857679660084,,0.3,0.12,[0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 1 0 0 1; 0 0 0 1 0 0 0 1 0 0; 0 0 0 0 0 0 0 0 0 0; 1 0 0 0 0 0 0 0 1 0; 0 0 0 0 0 0 0 1 1 0; 0 0 0 0 0 0 0 0 0 1; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 1 0 0 1; 1 0 0 0 0 0 0 0 0 0],"[105150.51148876213, 3.7594446333007387, 0.00041286367028014613, 0.0017729150560430592, 182.12935286016474, 4.840171351953182e-5, 21.118809635395145, 0.035931371824903566, 458.5758937691501, 15092.832452728575]","[:producer, :invertebrate, :invertebrate, :producer, :invertebrate, :invertebrate, :invertebrate, :producer, :invertebrate, :invertebrate]"
1,atn_1_10,ATN,10,0.2570857679660084,,0.4,0.09,[0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 1 0 0; 0 0 0 0 0 1 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 1 0 0 0 0 1 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 1 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 1 0 0 0 0 1 0 0 0; 0 0 0 0 1 0 0 0 1 0],"[105150.51148876213, 3.7594446333007387, 0.00041286367028014613, 0.0017729150560430592, 182.12935286016474, 4.840171351953182e-5, 21.118809635395145, 0.035931371824903566, 458.5758937691501, 15092.832452728575]","[:producer, :invertebrate, :invertebrate, :producer, :invertebrate, :invertebrate, :invertebrate, :producer, :invertebrate, :invertebrate]"
1,adbm_1_10,ADBM,10,0.2570857679660084,,0.4,0.16,[0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 1 0 0; 0 0 0 0 0 1 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 1 0 0 0 0 1 1 0 0; 0 0 0 0 0 0 0 0 0 0; 0 1 0 0 0 0 0 1 0 0; 0 0 0 0 0 0 0 0 0 0; 0 1 0 0 1 0 1 1 0 0; 0 1 0 0 1 0 1 1 1 0],"[105150.51148876213, 3.7594446333007387, 0.00041286367028014613, 0.0017729150560430592, 182.12935286016474, 4.840171351953182e-5, 21.118809635395145, 0.035931371824903566, 458.5758937691501, 15092.832452728575]","[:producer, :invertebrate, :invertebrate, :producer, :invertebrate, :invertebrate, :invertebrate, :producer, :invertebrate, :invertebrate]"
1,niche_1_10,Niche,10,,0.23812127228747937,0.4,0.2,[0 0 0 0 1 1 0 0 0 0; 0 0 0 1 0 0 0 0 0 0; 0 1 0 1 0 0 1 1 1 1; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 1 0 0 0 0 1 0 1 1; 0 0 0 0 0 0 0 0 0 0; 0 1 0 1 0 0 1 0 1 1; 0 0 0 0 0 0 0 0 0 0; 0 1 0 1 0 0 0 0 0 0],,
1,cascade_1_10,Cascade,10,,0.23812127228747937,0.2,0.21,[0 0 0 1 1 1 0 1 0 1; 0 0 0 0 0 0 0 1 0 0; 0 1 0 0 0 0 0 0 0 1; 0 0 1 0 0 0 0 0 1 1; 0 0 0 1 0 0 1 1 0 1; 0 0 0 0 0 0 0 0 0 0; 0 0 1 0 0 0 0 0 1 1; 0 0 0 0 0 0 0 0 0 1; 0 1 0 0 0 0 0 0 0 1; 0 0 0 0 0 0 0 0 0 0],,
1,random_1_10,Random,10,,0.23812127228747937,0.1,0.24,[0 0 1 1 1 0 0 0 0 0; 0 0 1 1 1 0 1 0 0 0; 0 0 0 0 1 0 0 0 1 0; 0 0 0 0 0 0 0 0 0 0; 0 1 1 0 0 0 0 0 1 1; 0 0 0 1 0 0 0 0 0 0; 0 1 0 1 0 0 0 1 0 0; 0 1 0 1 1 0 0 0 0 1; 0 0 0 1 0 0 0 0 0 0; 1 0 0 0 0 1 0 0 0 0],,
1,maxent_1_10,MaxEnt,10,,0.23812127228747937,0.4,0.17,[0 0 0 1 0 0 0 0 0 0; 0 0 0 0 1 0 0 1 0 0; 0 0 0 0 0 0 0 0 0 0; 1 0 1 0 1 0 0 1 1 0; 0 0 0 0 0 0 0 0 0 0; 1 0 0 1 0 0 0 1 0 0; 0 0 0 1 0 0 0 0 0 0; 0 0 0 1 0 0 0 0 0 0; 1 0 0 0 0 0 0 0 0 0; 1 0 0 1 1 0 0 0 0 0],,
2,ltm_2_10,LTM,10,0.20240252507554835,,0.3,0.12,[0 0 0 0 0 0 0 0 0 1; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 1; 0 0 0 0 0 0 0 0 0 0; 0 0 0 1 0 0 0 0 1 0; 0 0 0 0 1 0 0 0 0 0; 1 1 1 0 0 1 0 1 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 1 0 0 0 0 0 0; 0 0 0 0 0 1 0 0 0 0],"[0.00022387513641382393, 6.461429471592035e-6, 5.706529115274506e-5, 24302.39271071425, 3651.061873023584, 8.246654021677394, 8.5984773420482e-5, 0.05988737825389896, 8614.203731527314, 0.026500162918470085]","[:invertebrate, :producer, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :producer, :invertebrate, :invertebrate]"
2,atn_2_10,ATN,10,0.20240252507554835,,0.3,0.11,[0 1 1 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 1 0 0 0 0 0 0 0 0; 0 0 0 0 1 0 0 0 0 0; 0 0 0 0 0 1 0 0 0 0; 0 0 0 0 0 0 0 1 0 1; 0 1 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 1 0 1 0 0 0 1 0 0 0],"[0.00022387513641382393, 6.461429471592035e-6, 5.706529115274506e-5, 24302.39271071425, 3651.061873023584, 8.246654021677394, 8.5984773420482e-5, 0.05988737825389896, 8614.203731527314, 0.026500162918470085]","[:invertebrate, :producer, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :producer, :invertebrate, :invertebrate]"
2,adbm_2_10,ADBM,10,0.20240252507554835,,0.2,0.17,[0 0 1 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 1 0 0 0 0 0 0 0 0; 0 0 0 0 1 1 0 1 1 1; 0 0 0 0 0 1 0 1 0 1; 0 0 0 0 0 0 0 1 0 1; 0 1 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 1 0 1 0 1; 1 0 0 0 0 0 0 0 0 0],"[0.00022387513641382393, 6.461429471592035e-6, 5.706529115274506e-5, 24302.39271071425, 3651.061873023584, 8.246654021677394, 8.5984773420482e-5, 0.05988737825389896, 8614.203731527314, 0.026500162918470085]","[:invertebrate, :producer, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :producer, :invertebrate, :invertebrate]"
2,niche_2_10,Niche,10,,0.0632788349350419,0.7,0.03,[0 0 1 0 0 0 0 0 0 0; 0 0 0 0 0 1 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 1 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0],,
2,cascade_2_10,Cascade,10,,0.0632788349350419,0.7,0.06,[0 0 0 1 1 0 0 1 1 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 1 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 1 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0],,
2,random_2_10,Random,10,,0.0632788349350419,0.4,0.06,[0 0 0 0 0 1 0 0 0 0; 0 0 0 0 1 0 0 0 0 0; 0 0 0 0 1 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 1 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 1 0 0 0 0 0 0 0 0 0; 0 0 1 0 0 0 0 0 0 0],,
2,maxent_2_10,MaxEnt,10,,0.0632788349350419,0.8,0.04,[0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 1 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 1 0; 0 0 0 0 0 0 0 0 1 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 1 0 0 0 0 0 0],,
3,ltm_3_10,LTM,10,0.11753871914846058,,0.2,0.19,[0 0 0 1 0 1 1 1 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 1 0 0 0 1 1 0 0 0; 0 1 0 0 0 0 0 0 0 0; 0 1 0 0 0 0 1 0 0 0; 0 1 0 0 0 0 0 0 0 0; 1 0 1 1 1 0 0 0 0 0; 0 0 0 0 0 1 1 0 0 0; 0 0 0 0 0 1 1 0 0 0],"[0.02504693126110735, 872.6021553103395, 390.44124158689266, 1.4385922967805556, 71.82733417398248, 2.779556330330302, 8.410440702232632, 1.1324021530026391, 0.0016227628858447097, 0.0009866054985438707]","[:invertebrate, :producer, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate]"
3,atn_3_10,ATN,10,0.11753871914846058,,0.3,0.17,[0 0 0 0 0 0 0 0 1 1; 0 0 0 0 0 0 0 0 0 0; 0 0 0 1 1 1 1 1 0 0; 1 0 0 0 0 0 0 0 0 0; 0 0 0 1 0 1 1 1 0 0; 1 0 0 0 0 0 0 0 0 0; 1 0 0 1 0 0 0 1 0 0; 1 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0],"[0.02504693126110735, 872.6021553103395, 390.44124158689266, 1.4385922967805556, 71.82733417398248, 2.779556330330302, 8.410440702232632, 1.1324021530026391, 0.0016227628858447097, 0.0009866054985438707]","[:invertebrate, :producer, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate]"
3,adbm_3_10,ADBM,10,0.11753871914846058,,0.3,0.18,[0 0 0 0 0 0 0 0 1 0; 0 0 0 0 0 0 0 0 0 0; 1 0 0 1 1 1 1 1 0 0; 1 0 0 0 0 0 0 0 0 0; 1 0 0 1 0 1 1 1 0 0; 1 0 0 0 0 0 0 0 0 0; 0 0 0 1 0 1 0 1 0 0; 1 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0],"[0.02504693126110735, 872.6021553103395, 390.44124158689266, 1.4385922967805556, 71.82733417398248, 2.779556330330302, 8.410440702232632, 1.1324021530026391, 0.0016227628858447097, 0.0009866054985438707]","[:invertebrate, :producer, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate]"
3,niche_3_10,Niche,10,,0.2444745657742104,0.3,0.25,[0 1 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 1 1 0 0 0 1 1 1 0 0; 1 0 1 0 0 1 1 1 0 1; 1 1 1 0 0 1 1 1 0 1; 0 1 0 0 0 0 0 0 0 0; 1 1 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 1 0 1 0 0 0 0 1; 0 0 0 0 0 0 0 0 0 0],,
3,cascade_3_10,Cascade,10,,0.2444745657742104,0.2,0.24,[0 0 0 0 0 0 0 0 0 0; 0 0 0 0 1 0 1 1 0 1; 0 0 0 0 1 0 0 0 0 0; 1 0 1 0 1 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 1 0 1 0 1 0 1 0 1 1; 0 0 1 0 0 0 0 0 0 0; 1 0 1 1 1 0 0 0 1 1; 0 0 0 1 0 0 0 0 0 0; 0 0 0 1 0 0 0 0 1 0],,
3,random_3_10,Random,10,,0.2444745657742104,0.0,0.24,[0 0 0 1 0 1 1 0 1 0; 0 0 0 0 0 1 0 1 0 0; 0 0 0 1 0 1 0 0 0 0; 0 0 0 0 0 0 1 0 0 0; 1 0 0 1 0 0 0 1 0 1; 0 0 0 1 1 0 0 0 0 0; 1 0 1 0 0 1 0 1 0 0; 0 0 0 1 1 0 0 0 0 0; 0 0 0 0 0 1 0 0 0 0; 0 0 0 0 1 0 0 1 0 0],,
3,maxent_3_10,MaxEnt,10,,0.2444745657742104,0.2,0.2,[0 0 1 0 0 1 0 0 0 1; 0 0 1 0 0 1 0 1 1 0; 0 0 0 0 0 1 0 0 1 0; 0 0 1 0 1 1 0 0 0 0; 0 0 1 1 0 0 0 0 0 0; 0 0 1 0 0 0 0 0 0 0; 0 0 1 0 1 0 0 0 1 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 1 0 0 0 0 0; 1 0 0 0 0 0 0 0 0 0],,
4,ltm_4_10,LTM,10,0.21315444447591464,,0.3,0.14,[0 0 1 0 0 0 0 0 0 0; 0 0 0 0 0 1 0 1 0 1; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 1 0 0 1 0 0 1 0 1 1; 0 1 0 0 0 0 0 0 0 0; 0 0 0 1 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 1 0 0 0 0 0 0 0 0; 0 1 0 0 0 0 0 1 0 0],"[0.00023540611635135503, 13494.965594977912, 0.0012689320435091964, 5.408728219099911, 0.0015969179475745052, 449958.20166682504, 0.11342192119824356, 16763.93727781637, 2.2643747482146153, 723.5064294974037]","[:invertebrate, :invertebrate, :invertebrate, :producer, :invertebrate, :invertebrate, :invertebrate, :producer, :invertebrate, :invertebrate]"
4,atn_4_10,ATN,10,0.21315444447591464,,0.3,0.11,[0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 1; 1 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 1 0 0 0 0 0 0 0 0 0; 0 1 0 0 0 0 0 1 0 0; 1 0 1 0 1 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 1 0 0 0; 0 0 0 1 0 0 0 0 1 0],"[0.00023540611635135503, 13494.965594977912, 0.0012689320435091964, 5.408728219099911, 0.0015969179475745052, 449958.20166682504, 0.11342192119824356, 16763.93727781637, 2.2643747482146153, 723.5064294974037]","[:invertebrate, :invertebrate, :invertebrate, :producer, :invertebrate, :invertebrate, :invertebrate, :producer, :invertebrate, :invertebrate]"
4,adbm_4_10,ADBM,10,0.21315444447591464,,0.3,0.19,[0 0 0 0 0 0 0 0 0 0; 0 0 0 1 0 0 1 0 1 1; 1 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 1 0 0 0 0 0 0 0 0 0; 0 1 1 1 1 0 1 1 1 1; 0 0 0 0 1 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 1 0 0 0; 0 0 0 1 0 0 1 0 1 0],"[0.00023540611635135503, 13494.965594977912, 0.0012689320435091964, 5.408728219099911, 0.0015969179475745052, 449958.20166682504, 0.11342192119824356, 16763.93727781637, 2.2643747482146153, 723.5064294974037]","[:invertebrate, :invertebrate, :invertebrate, :producer, :invertebrate, :invertebrate, :invertebrate, :producer, :invertebrate, :invertebrate]"
4,niche_4_10,Niche,10,,0.0690396722453701,0.9,0.02,[0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 1 0 1 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0],,
4,cascade_4_10,Cascade,10,,0.0690396722453701,0.7,0.05,[0 1 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 1 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 1 0 1 0 0 0 0 1; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0],,
4,random_4_10,Random,10,,0.0690396722453701,0.5,0.07,[0 1 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 1 0 0 0 0 0 0 0 0; 1 0 0 0 0 1 0 0 0 0; 0 0 0 0 1 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 1 1 0 0 0 0 0 0 0 0],,
4,maxent_4_10,MaxEnt,10,,0.0690396722453701,0.7,0.06,[0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 1 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 1 0 0 0 0 0 0; 1 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 1 0 1 0 0 0 0 0 0 0; 1 0 0 0 0 0 0 0 0 0],,
5,ltm_5_10,LTM,10,0.24587983422732834,,0.3,0.15,[0 0 0 1 0 0 0 1 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 1 1 0 0 1 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 1 1 0 1 0 0 0 0 0; 0 0 0 0 0 0 0 0 1 0; 0 0 0 0 0 0 1 0 1 0; 0 0 0 1 0 0 0 0 0 0; 0 1 1 0 1 0 0 0 0 0],"[1944.893648486634, 2.772936506828843e-6, 0.10316303333419655, 431398.14756935544, 1.4167231125813362, 0.0001180484507077144, 2943.406452647489, 2550.1319278625942, 42833.80000289943, 4.4212981686404275e-5]","[:invertebrate, :producer, :invertebrate, :invertebrate, :producer, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate]"
5,atn_5_10,ATN,10,0.24587983422732834,,0.6,0.09,[0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 1 0 0 0 0 0 1 1 1 0; 0 0 0 0 0 0 0 0 0 0; 0 1 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 1 0 0 0 0 0 1 1 0 0; 0 1 0 0 0 0 0 0 0 0],"[1944.893648486634, 2.772936506828843e-6, 0.10316303333419655, 431398.14756935544, 1.4167231125813362, 0.0001180484507077144, 2943.406452647489, 2550.1319278625942, 42833.80000289943, 4.4212981686404275e-5]","[:invertebrate, :producer, :invertebrate, :invertebrate, :producer, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate]"
5,adbm_5_10,ADBM,10,0.24587983422732834,,0.2,0.2,[0 0 1 0 1 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 1 0 0 0 0; 1 0 1 0 1 0 1 1 1 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 1; 0 0 1 0 1 0 0 0 0 0; 0 0 1 0 1 0 0 0 0 0; 1 0 1 0 1 0 1 1 0 0; 0 1 0 0 0 0 0 0 0 0],"[1944.893648486634, 2.772936506828843e-6, 0.10316303333419655, 431398.14756935544, 1.4167231125813362, 0.0001180484507077144, 2943.406452647489, 2550.1319278625942, 42833.80000289943, 4.4212981686404275e-5]","[:invertebrate, :producer, :invertebrate, :invertebrate, :producer, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate]"
5,niche_5_10,Niche,10,,0.06443145398378818,0.7,0.04,[0 0 1 0 0 0 0 0 0 0; 0 0 1 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 1 0 0 0 0 0 0 1; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0],,
5,cascade_5_10,Cascade,10,,0.06443145398378818,0.5,0.06,[0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 1 1 0 0 0; 0 0 0 0 0 0 0 0 0 1; 1 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 1 0 0 0 0 0 0 0 0 0; 0 0 0 1 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0],,
5,random_5_10,Random,10,,0.06443145398378818,0.5,0.06,[0 0 0 0 0 0 0 0 1 0; 0 0 0 0 0 0 0 0 0 0; 1 0 0 0 0 0 0 0 1 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 1 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 1 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 1 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0],,
5,maxent_5_10,MaxEnt,10,,0.06443145398378818,0.6,0.06,[0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 1 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 1 0 0 0 0 0; 0 0 0 0 0 0 0 1 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 1 1 0 0 0 0; 1 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0],,
6,ltm_6_10,LTM,10,0.2445097671322938,,0.3,0.13,[0 0 0 0 0 0 1 0 0 1; 0 0 0 1 0 1 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 1 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 1 1 0 1 0 0 0 0 1 0; 0 0 0 1 0 0 0 0 0 0; 0 0 1 0 0 0 0 0 0 1; 0 0 0 0 0 0 0 0 0 0; 0 0 1 0 0 0 0 0 0 0],"[0.11959618592259982, 1241.5047029306609, 0.00010289012123734681, 8051.728658597956, 1.2831765926946314e-5, 0.06232909683418406, 20469.994174540687, 1.4152724077235027e-5, 0.004709829448643492, 0.00020349619870501994]","[:invertebrate, :invertebrate, :producer, :invertebrate, :producer, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate]"
6,atn_6_10,ATN,10,0.2445097671322938,,0.4,0.11,[0 0 0 0 0 0 0 0 1 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 1 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 1 1; 0 1 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 1 0 1 0 0 1 0 1; 0 0 0 0 1 0 0 1 0 0],"[0.11959618592259982, 1241.5047029306609, 0.00010289012123734681, 8051.728658597956, 1.2831765926946314e-5, 0.06232909683418406, 20469.994174540687, 1.4152724077235027e-5, 0.004709829448643492, 0.00020349619870501994]","[:invertebrate, :invertebrate, :producer, :invertebrate, :producer, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate]"
6,adbm_6_10,ADBM,10,0.2445097671322938,,0.3,0.15,[0 0 0 0 0 0 0 0 1 0; 1 0 0 0 0 1 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 1 1 0 0 0 1 0 0 1 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 1 0; 1 1 0 1 0 1 0 0 1 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 1; 0 0 0 0 0 0 0 1 0 0],"[0.11959618592259982, 1241.5047029306609, 0.00010289012123734681, 8051.728658597956, 1.2831765926946314e-5, 0.06232909683418406, 20469.994174540687, 1.4152724077235027e-5, 0.004709829448643492, 0.00020349619870501994]","[:invertebrate, :invertebrate, :producer, :invertebrate, :producer, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate]"
6,niche_6_10,Niche,10,,0.073603830986763,0.7,0.04,[0 0 0 0 0 0 1 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 1 1 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 1 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0],,
6,cascade_6_10,Cascade,10,,0.073603830986763,0.4,0.09,[0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 1 0 0 0 0 0 0 0 0 1; 0 1 0 0 0 0 0 0 0 0; 1 0 0 0 0 0 0 1 0 0; 0 0 0 0 0 0 0 0 0 0; 0 1 0 0 0 0 0 0 0 1; 1 0 0 0 0 0 0 0 0 0; 0 1 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0],,
6,random_6_10,Random,10,,0.073603830986763,0.4,0.07,[0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 1 0 0 0 0 0 0; 0 0 0 0 0 1 0 0 0 0; 0 0 0 1 0 0 0 0 0 0; 0 0 0 0 0 0 1 0 1 0; 0 0 0 0 0 0 0 1 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 1 0 0 0 0 0 0 0 0 0],,
6,maxent_6_10,MaxEnt,10,,0.073603830986763,0.3,0.11,[0 1 0 0 1 0 0 0 0 0; 1 0 0 0 1 0 0 0 0 0; 0 0 0 0 1 0 0 1 0 1; 0 0 0 0 0 0 1 0 0 0; 0 0 0 1 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 1 0 0 0 0 0 0 0 1; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0],,
7,ltm_7_10,LTM,10,0.25221534071174057,,0.3,0.16,[0 0 0 0 0 0 0 0 0 0; 0 0 1 0 0 1 0 0 0 0; 0 0 0 0 0 0 0 0 0 1; 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0; 0 1 1 0 0 0 0 0 1 0; 0 0 0 0 0 0 0 0 0 1; 0 0 0 0 1 0 1 0 0 1; 0 0 0 0 0 0 1 0 0 1; 0 1 1 0 0 1 0 0 1 0],"[2.118397933666425e-6, 9.27287005045742, 0.7365950397666043, 0.004315190338777326, 1.2586571955069994e-5, 0.026235541815546215, 0.02504202933073525, 3.427495053923096e-5, 0.007709947403456885, 0.058306765544814385]","[:producer, :invertebrate, :invertebrate, :producer, :producer, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate]"
