run_ID,fw_ID,Model,S,BasalInput,ConnectanceInput,EmergentBasal,EmergentConnectance,AdjacencyMatrix,BodyMasses,MetabolicClasses
1,random_1_15,Random,15,,0.24550896621233242,0.0,0.24444444444444444,[0 0 0 0 0 1 0 0 0 1 0 0 0 0 1; 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0; 0 0 0 1 1 0 1 0 0 0 1 0 0 0 0; 0 0 0 0 1 1 0 0 0 0 1 0 1 0 0; 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0; 0 1 0 1 1 0 1 0 0 0 0 1 1 1 0; 0 1 0 1 0 0 0 1 0 1 0 0 0 0 0; 0 0 0 0 0 0 1 0 1 0 0 1 1 0 0; 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1; 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0; 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0; 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0; 1 0 0 1 0 0 1 0 1 0 1 0 0 0 0; 1 1 0 0 0 1 1 0 1 1 0 0 0 0 0; 0 1 0 0 0 1 0 1 1 0 0 0 0 0 0],,
1,maxent_1_15,MaxEnt,15,,0.24550896621233242,0.06666666666666667,0.1688888888888889,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0; 1 0 0 1 0 1 1 1 0 0 1 1 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0; 1 0 1 1 0 0 0 1 0 0 1 0 0 1 1; 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0; 1 0 0 0 0 0 0 0 0 0 0 1 1 1 0; 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0; 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0; 1 0 1 0 0 0 0 1 0 1 1 0 1 0 0; 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],,
2,ltm_2_15,LTM,15,0.14395171407109925,,0.26666666666666666,0.16444444444444445,[0 1 0 0 0 0 1 0 0 0 0 0 0 1 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 1 0 0 1 1 1 0 0 0 0 0 1 0 1 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 1 0 1 0 0 0 0 1 0 1 0 0; 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0; 0 0 0 1 1 1 0 0 0 0 0 1 0 1 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1; 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1; 0 1 0 0 0 0 1 0 0 1 0 0 0 0 1; 0 0 0 1 1 1 0 0 0 0 1 0 0 0 0; 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1; 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0],"[2.6533456428306085e-5, 8.108657824627578e-5, 8.027344211705432e-5, 9.302789534902503, 0.21750405962217556, 2.103206605574778, 0.00013496593550195126, 211698.19061576846, 394194.0855295423, 0.1695286175098711, 159.0031660767024, 0.00017519030606921062, 0.857771165589998, 0.018351970010980656, 76.45596658556997]","[:invertebrate, :producer, :invertebrate, :producer, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate]"
2,atn_2_15,ATN,15,0.14395171407109925,,0.4,0.09777777777777778,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0; 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0; 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0; 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0; 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 1 0 0 0 0 1 0 0 0 1 0; 0 1 1 0 0 0 1 0 0 0 0 1 0 0 0; 0 0 0 1 1 1 0 0 0 1 0 0 1 0 0],"[2.6533456428306085e-5, 8.108657824627578e-5, 8.027344211705432e-5, 9.302789534902503, 0.21750405962217556, 2.103206605574778, 0.00013496593550195126, 211698.19061576846, 394194.0855295423, 0.1695286175098711, 159.0031660767024, 0.00017519030606921062, 0.857771165589998, 0.018351970010980656, 76.45596658556997]","[:invertebrate, :producer, :invertebrate, :producer, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate]"
2,adbm_2_15,ADBM,15,0.14395171407109925,,0.2,0.16,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0; 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0; 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 1 1 1 0 0 0 1 1 0 1 1 1; 0 0 0 1 1 1 0 0 0 1 1 0 1 1 1; 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0; 0 0 0 1 1 1 0 0 0 1 0 0 1 0 0; 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0; 0 0 0 1 1 1 0 0 0 1 0 0 1 0 0],"[2.6533456428306085e-5, 8.108657824627578e-5, 8.027344211705432e-5, 9.302789534902503, 0.21750405962217556, 2.103206605574778, 0.00013496593550195126, 211698.19061576846, 394194.0855295423, 0.1695286175098711, 159.0031660767024, 0.00017519030606921062, 0.857771165589998, 0.018351970010980656, 76.45596658556997]","[:invertebrate, :producer, :invertebrate, :producer, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate]"
2,niche_2_15,Niche,15,,0.06298401077669001,0.6,0.05333333333333334,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 1 0 0 1 0 0 0 0 1 0 1 0; 0 0 0 1 0 0 0 0 0 0 0 1 0 1 0; 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0; 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,
2,cascade_2_15,Cascade,15,,0.06298401077669001,0.3333333333333333,0.07555555555555556,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0; 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0; 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0; 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0; 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0; 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0],,
2,random_2_15,Random,15,,0.06298401077669001,0.4,0.06222222222222222,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1; 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0; 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0; 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0; 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0; 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,
2,maxent_2_15,MaxEnt,15,,0.06298401077669001,0.4,0.05333333333333334,[0 0 0 0 1 0 1 0 0 0 1 0 1 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0; 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0; 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,
3,ltm_3_15,LTM,15,0.24649544485799676,,0.3333333333333333,0.11555555555555555,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 1 0 1 0 0 0 0 1 0 1 0 0 0 0; 1 0 0 0 1 0 0 0 0 0 0 0 1 1 0; 0 0 1 0 0 0 0 1 0 1 0 1 1 0 0; 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0; 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0; 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0; 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0; 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[6.684519246504801e-5, 2348.173760038354, 1790.2255326449535, 0.00027943331252752355, 0.005704136247767949, 66540.28271809923, 0.0012698797735515724, 0.0006564170668434466, 11.670473091371793, 755.4943935066747, 1508.4439410693506, 165.85457769759302, 0.3454505313909772, 2.787425386515842e-5, 3.972702744187504e-6]","[:producer, :producer, :invertebrate, :producer, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :producer]"
3,atn_3_15,ATN,15,0.24649544485799676,,0.26666666666666666,0.1288888888888889,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 1 0 0 1 0 0 1 1 0 0 0 0 0 1 0; 0 1 1 0 0 0 0 0 0 1 1 1 0 0 0; 1 0 0 1 0 0 0 0 0 0 0 0 0 1 1; 1 0 0 0 0 0 0 0 0 0 0 0 0 1 1; 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0; 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0; 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0; 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0; 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[6.684519246504801e-5, 2348.173760038354, 1790.2255326449535, 0.00027943331252752355, 0.005704136247767949, 66540.28271809923, 0.0012698797735515724, 0.0006564170668434466, 11.670473091371793, 755.4943935066747, 1508.4439410693506, 165.85457769759302, 0.3454505313909772, 2.787425386515842e-5, 3.972702744187504e-6]","[:producer, :producer, :invertebrate, :producer, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :producer]"
3,adbm_3_15,ADBM,15,0.24649544485799676,,0.26666666666666666,0.12444444444444444,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 1 0 0 0 1 0 0 1 1 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0; 0 1 1 0 1 0 0 0 1 1 1 1 1 0 0; 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0; 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0; 0 0 0 0 1 0 0 0 1 0 0 1 1 0 0; 0 0 0 0 1 0 0 0 1 0 0 1 1 0 0; 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0; 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[6.684519246504801e-5, 2348.173760038354, 1790.2255326449535, 0.00027943331252752355, 0.005704136247767949, 66540.28271809923, 0.0012698797735515724, 0.0006564170668434466, 11.670473091371793, 755.4943935066747, 1508.4439410693506, 165.85457769759302, 0.3454505313909772, 2.787425386515842e-5, 3.972702744187504e-6]","[:producer, :producer, :invertebrate, :producer, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :producer]"
3,niche_3_15,Niche,15,,0.12193097763937931,0.3333333333333333,0.13777777777777778,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 1 0 1 1 0 0 0 1 0 0 0 0 0; 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0; 0 1 1 0 1 0 0 0 0 1 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0; 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0; 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 1 1 0 1 1 1 0 1 1 0 0 0 0 0],,
3,cascade_3_15,Cascade,15,,0.12193097763937931,0.4,0.10222222222222223,[0 1 0 1 0 0 0 1 1 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0; 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0; 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 1 0 0 1 0 0 1 0 0 0 0 0 1 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1; 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],,
3,random_3_15,Random,15,,0.12193097763937931,0.2,0.12,[0 0 1 0 0 0 0 0 0 0 0 0 0 0 1; 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0; 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0; 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0; 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0; 1 0 1 0 0 0 1 1 0 0 1 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1; 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0],,
3,maxent_3_15,MaxEnt,15,,0.12193097763937931,0.4666666666666667,0.09333333333333334,[0 0 0 0 0 1 0 0 0 0 0 1 1 1 0; 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1; 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 1 0 0 0 0 1 1 0 1 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 1 1 0 0 0 0 0 1 0 0 1; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],,
4,ltm_4_15,LTM,15,0.2155888619832418,,0.2,0.19111111111111112,[0 0 0 1 1 0 1 0 0 0 1 0 0 1 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 1 0 1 0 0 0 1 0 0 1 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1; 1 1 0 0 0 0 0 0 0 0 0 1 0 0 1; 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0; 0 0 1 0 0 0 0 0 1 1 0 0 1 1 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0; 1 1 0 0 0 1 0 0 0 0 0 1 0 0 1; 0 0 0 1 0 0 1 0 1 1 1 0 0 1 0; 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0; 1 1 0 0 0 1 0 0 0 0 0 1 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[19.045134924706968, 2802.3041514580996, 4.849644762670609e-5, 196.53491551446817, 114239.44563387119, 2.559992131615433, 21.491867138687752, 2.063222146692778e-5, 0.04391167061072536, 0.030120283326170526, 19.259191553975427, 0.12496668642341893, 0.0001382194857747111, 0.3839106388051005, 81234.2307353216]","[:invertebrate, :invertebrate, :producer, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :producer, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :producer]"
4,atn_4_15,ATN,15,0.2155888619832418,,0.26666666666666666,0.1288888888888889,[0 0 0 0 0 1 0 0 1 0 0 1 0 1 0; 1 0 0 1 0 0 1 0 0 0 1 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 1 0 0 0 0 1 1 0 0 0 1 0 0 0 0; 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 1 1 0 1 0 1 0; 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0; 0 0 0 0 0 1 0 0 1 0 0 1 0 1 0; 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0; 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[19.045134924706968, 2802.3041514580996, 4.849644762670609e-5, 196.53491551446817, 114239.44563387119, 2.559992131615433, 21.491867138687752, 2.063222146692778e-5, 0.04391167061072536, 0.030120283326170526, 19.259191553975427, 0.12496668642341893, 0.0001382194857747111, 0.3839106388051005, 81234.2307353216]","[:invertebrate, :invertebrate, :producer, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :producer, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :producer]"
4,adbm_4_15,ADBM,15,0.2155888619832418,,0.26666666666666666,0.2,[0 0 0 0 0 1 0 0 1 0 0 1 0 1 0; 1 0 0 1 0 1 1 0 1 1 1 1 0 1 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 1 0 0 0 0 1 1 0 1 1 1 1 0 1 0; 1 1 0 1 0 1 1 0 1 1 1 1 0 1 0; 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0; 0 0 0 0 0 1 0 0 1 0 0 1 0 1 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0; 0 0 0 0 0 1 0 0 1 0 0 1 0 1 0; 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0; 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"[19.045134924706968, 2802.3041514580996, 4.849644762670609e-5, 196.53491551446817, 114239.44563387119, 2.559992131615433, 21.491867138687752, 2.063222146692778e-5, 0.04391167061072536, 0.030120283326170526, 19.259191553975427, 0.12496668642341893, 0.0001382194857747111, 0.3839106388051005, 81234.2307353216]","[:invertebrate, :invertebrate, :producer, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :producer, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :invertebrate, :producer]"
4,niche_4_15,Niche,15,,0.18520773435915255,0.26666666666666666,0.18666666666666668,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 1 0 1 0 0 1 0 0 1 1 0 0 0 1 0; 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 1 1 1 1 0 0 1 1 1 0 0 1 1 0; 0 0 1 1 0 0 0 0 1 1 0 0 0 1 0; 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0; 1 1 1 1 1 1 0 1 1 1 0 1 1 1 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0; 1 0 0 0 0 1 0 0 0 1 0 0 0 0 0; 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0],,
4,cascade_4_15,Cascade,15,,0.18520773435915255,0.2,0.20444444444444446,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 1 1 0 0 1 1 0 0 0 0 1 0 1 1; 0 1 0 0 0 1 1 0 0 0 1 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0; 0 0 1 0 0 1 0 0 0 1 1 1 0 1 0; 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0; 1 1 1 0 0 1 0 1 0 1 0 1 0 1 0; 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0; 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0; 1 1 0 0 0 1 0 0 1 1 1 0 0 1 0; 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1; 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0],,
4,random_4_15,Random,15,,0.18520773435915255,0.0,0.18666666666666668,[0 1 0 0 0 1 1 0 1 0 0 0 0 0 0; 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1; 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1; 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0; 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1; 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0; 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0; 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0; 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0; 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0; 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0; 0 0 1 0 1 1 0 0 0 0 0 0 1 0 0; 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0; 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1; 1 0 0 0 0 0 1 1 0 1 0 1 0 1 0],,
